elevation,habitat_class,country,percent_loss,longitude_round,area,averagecountry,secountry,averageclass,seclass
1696,low,china_spp,0.251572327,102,251.572327,1.15281729,0.141674902,1.203701833,0.119280872
2912,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
3756,moderate,bhutan,0.408719346,90,408.719346,0.335161377,0.049644415,1.17929022,0.115853324
2464,core,china_spp,0.090171326,103,90.171326,1.15281729,0.141674902,0.496506815,0.077524625
2904,moderate,bhutan,2.702702703,90,2702.702703,0.335161377,0.049644415,1.17929022,0.115853324
2862,moderate,china_spp,0,103,0,1.15281729,0.141674902,1.17929022,0.115853324
3158,low,china,0.119047619,101,119.047619,1.219872364,0.163011557,1.203701833,0.119280872
1778,moderate,china_spp,0,103,0,1.15281729,0.141674902,1.17929022,0.115853324
2745,low,india,0,96,0,1.546944592,0.245287153,1.203701833,0.119280872
3432,low,china,0,101,0,1.219872364,0.163011557,1.203701833,0.119280872
2998,moderate,bhutan,0,91,0,0.335161377,0.049644415,1.17929022,0.115853324
488,core,burma,3.004291845,98,3004.291845,1.184982172,0.215918281,0.496506815,0.077524625
3607,low,china,0,94,0,1.219872364,0.163011557,1.203701833,0.119280872
2749,moderate,nepal,6.679764244,82,6679.764244,0.74153777,0.1118324,1.17929022,0.115853324
1323,moderate,china_spp,0.090744102,103,90.744102,1.15281729,0.141674902,1.17929022,0.115853324
1530,low,india,2.43902439,97,2439.02439,1.546944592,0.245287153,1.203701833,0.119280872
1415,low,china,4.641775984,95,4641.775984,1.219872364,0.163011557,1.203701833,0.119280872
4325,low,china,0,94,0,1.219872364,0.163011557,1.203701833,0.119280872
2169,core,nepal,0,85,0,0.74153777,0.1118324,0.496506815,0.077524625
2953,core,burma,0,98,0,1.184982172,0.215918281,0.496506815,0.077524625
1317,low,bhutan,1.98757764,90,1987.57764,0.335161377,0.049644415,1.203701833,0.119280872
692,low,burma,0.484966052,97,484.966052,1.184982172,0.215918281,1.203701833,0.119280872
2422,moderate,china_spp,1.022304833,102,1022.304833,1.15281729,0.141674902,1.17929022,0.115853324
3781,low,india,0,96,0,1.546944592,0.245287153,1.203701833,0.119280872
3850,moderate,china,0,98,0,1.219872364,0.163011557,1.17929022,0.115853324
2610,moderate,china_spp,0,103,0,1.15281729,0.141674902,1.17929022,0.115853324
2826,moderate,burma,0.157480315,98,157.480315,1.184982172,0.215918281,1.17929022,0.115853324
3603,low,china,0,96,0,1.219872364,0.163011557,1.203701833,0.119280872
3042,moderate,china_spp,0.587371512,102,587.371512,1.15281729,0.141674902,1.17929022,0.115853324
722,moderate,india,24.50888681,91,24508.88681,1.546944592,0.245287153,1.17929022,0.115853324
2448,core,china_spp,0.180342651,103,180.342651,1.15281729,0.141674902,0.496506815,0.077524625
2867,moderate,china,0,100,0,1.219872364,0.163011557,1.17929022,0.115853324
3912,low,china,0.16,97,160,1.219872364,0.163011557,1.203701833,0.119280872
2224,moderate,china_spp,2.352941176,102,2352.941176,1.15281729,0.141674902,1.17929022,0.115853324
1949,moderate,bhutan,0,89,0,0.335161377,0.049644415,1.17929022,0.115853324
3057,low,china_spp,0,102,0,1.15281729,0.141674902,1.203701833,0.119280872
3505,core,china,0.129198966,87,129.198966,1.219872364,0.163011557,0.496506815,0.077524625
2833,moderate,china,13.55311355,100,13553.11355,1.219872364,0.163011557,1.17929022,0.115853324
3278,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
2016,moderate,bhutan,2.04778157,90,2047.78157,0.335161377,0.049644415,1.17929022,0.115853324
3205,core,bhutan,0,91,0,0.335161377,0.049644415,0.496506815,0.077524625
3017,core,nepal,1.015228426,87,1015.228426,0.74153777,0.1118324,0.496506815,0.077524625
1883,moderate,china_spp,0,103,0,1.15281729,0.141674902,1.17929022,0.115853324
2451,core,india,0,93,0,1.546944592,0.245287153,0.496506815,0.077524625
3701,core,bhutan,0,92,0,0.335161377,0.049644415,0.496506815,0.077524625
2550,low,burma,0,98,0,1.184982172,0.215918281,1.203701833,0.119280872
2069,moderate,burma,0.092336103,97,92.336103,1.184982172,0.215918281,1.17929022,0.115853324
3090,moderate,china,0,98,0,1.219872364,0.163011557,1.17929022,0.115853324
2375,low,china,0,96,0,1.219872364,0.163011557,1.203701833,0.119280872
2326,moderate,china_spp,0,104,0,1.15281729,0.141674902,1.17929022,0.115853324
2651,low,china_spp,0,104,0,1.15281729,0.141674902,1.203701833,0.119280872
2126,low,burma,0.180995475,97,180.995475,1.184982172,0.215918281,1.203701833,0.119280872
3111,core,nepal,0.511073254,86,511.073254,0.74153777,0.1118324,0.496506815,0.077524625
2976,moderate,china_spp,1.268742791,102,1268.742791,1.15281729,0.141674902,1.17929022,0.115853324
3434,core,india,0,93,0,1.546944592,0.245287153,0.496506815,0.077524625
2714,moderate,nepal,0,84,0,0.74153777,0.1118324,1.17929022,0.115853324
2550,low,china_spp,4.054054054,105,4054.054054,1.15281729,0.141674902,1.203701833,0.119280872
4096,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
3143,core,bhutan,0,91,0,0.335161377,0.049644415,0.496506815,0.077524625
3904,low,china,0,98,0,1.219872364,0.163011557,1.203701833,0.119280872
2598,moderate,china_spp,0,104,0,1.15281729,0.141674902,1.17929022,0.115853324
2663,low,china_spp,0,104,0,1.15281729,0.141674902,1.203701833,0.119280872
3346,low,china,1.089324619,95,1089.324619,1.219872364,0.163011557,1.203701833,0.119280872
1071,low,china_spp,0,104,0,1.15281729,0.141674902,1.203701833,0.119280872
1534,moderate,burma,0.090252708,98,90.252708,1.184982172,0.215918281,1.17929022,0.115853324
3512,core,china_spp,0.091407678,103,91.407678,1.15281729,0.141674902,0.496506815,0.077524625
2305,moderate,burma,0,99,0,1.184982172,0.215918281,1.17929022,0.115853324
3148,low,china,8.661417323,100,8661.417323,1.219872364,0.163011557,1.203701833,0.119280872
2082,moderate,bhutan,0.272727273,90,272.727273,0.335161377,0.049644415,1.17929022,0.115853324
2553,moderate,bhutan,1.083032491,90,1083.032491,0.335161377,0.049644415,1.17929022,0.115853324
3678,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
2809,moderate,china,0,99,0,1.219872364,0.163011557,1.17929022,0.115853324
2854,low,china,3.165467626,96,3165.467626,1.219872364,0.163011557,1.203701833,0.119280872
3514,low,china,1.8735363,93,1873.5363,1.219872364,0.163011557,1.203701833,0.119280872
3823,low,china,0,94,0,1.219872364,0.163011557,1.203701833,0.119280872
1966,core,china_spp,0.631199279,103,631.199279,1.15281729,0.141674902,0.496506815,0.077524625
3632,low,china,0.8,101,800,1.219872364,0.163011557,1.203701833,0.119280872
3018,low,india,0,96,0,1.546944592,0.245287153,1.203701833,0.119280872
1042,moderate,china_spp,0.630517024,103,630.517024,1.15281729,0.141674902,1.17929022,0.115853324
3603,moderate,china,0.723140496,100,723.140496,1.219872364,0.163011557,1.17929022,0.115853324
1135,low,burma,0.541027953,97,541.027953,1.184982172,0.215918281,1.203701833,0.119280872
2465,moderate,burma,0.09380863,99,93.80863,1.184982172,0.215918281,1.17929022,0.115853324
2148,moderate,india,0,93,0,1.546944592,0.245287153,1.17929022,0.115853324
4082,low,china,0,93,0,1.219872364,0.163011557,1.203701833,0.119280872
3935,low,china,0.911161731,95,911.161731,1.219872364,0.163011557,1.203701833,0.119280872
1646,core,india,1.655306719,97,1655.306719,1.546944592,0.245287153,0.496506815,0.077524625
3390,moderate,bhutan,0.748362956,91,748.362956,0.335161377,0.049644415,1.17929022,0.115853324
2611,moderate,burma,0,98,0,1.184982172,0.215918281,1.17929022,0.115853324
3288,low,burma,0,98,0,1.184982172,0.215918281,1.203701833,0.119280872
3102,low,nepal,1.209677419,82,1209.677419,0.74153777,0.1118324,1.203701833,0.119280872
1747,low,burma,6.955645161,98,6955.645161,1.184982172,0.215918281,1.203701833,0.119280872
1968,low,china,0.287907869,95,287.907869,1.219872364,0.163011557,1.203701833,0.119280872
3602,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
2956,low,india,0.132100396,95,132.100396,1.546944592,0.245287153,1.203701833,0.119280872
3284,moderate,china,0.235849057,99,235.849057,1.219872364,0.163011557,1.17929022,0.115853324
3072,low,china,0,99,0,1.219872364,0.163011557,1.203701833,0.119280872
1017,low,china_spp,1.25,103,1250,1.15281729,0.141674902,1.203701833,0.119280872
3489,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
2362,core,india,0,96,0,1.546944592,0.245287153,0.496506815,0.077524625
4087,low,china,0,97,0,1.219872364,0.163011557,1.203701833,0.119280872
3595,low,china,0,99,0,1.219872364,0.163011557,1.203701833,0.119280872
2783,low,nepal,1.041666667,84,1041.666667,0.74153777,0.1118324,1.203701833,0.119280872
2011,moderate,bhutan,0,91,0,0.335161377,0.049644415,1.17929022,0.115853324
2301,moderate,china_spp,0,103,0,1.15281729,0.141674902,1.17929022,0.115853324
1648,moderate,burma,1.457399103,99,1457.399103,1.184982172,0.215918281,1.17929022,0.115853324
2587,moderate,china,0,95,0,1.219872364,0.163011557,1.17929022,0.115853324
3359,moderate,bhutan,5.448717949,90,5448.717949,0.335161377,0.049644415,1.17929022,0.115853324
2417,low,india,0,94,0,1.546944592,0.245287153,1.203701833,0.119280872
2161,core,india,0,94,0,1.546944592,0.245287153,0.496506815,0.077524625
1600,moderate,nepal,0,87,0,0.74153777,0.1118324,1.17929022,0.115853324
2032,low,china_spp,0.547445255,103,547.445255,1.15281729,0.141674902,1.203701833,0.119280872
1676,low,burma,21.7641419,99,21764.1419,1.184982172,0.215918281,1.203701833,0.119280872
3432,moderate,india,0.09199632,92,91.99632,1.546944592,0.245287153,1.17929022,0.115853324
2739,core,nepal,0,87,0,0.74153777,0.1118324,0.496506815,0.077524625
3174,low,bhutan,0,89,0,0.335161377,0.049644415,1.203701833,0.119280872
1245,low,china_spp,0,103,0,1.15281729,0.141674902,1.203701833,0.119280872
2342,moderate,china,0.961538462,101,961.538462,1.219872364,0.163011557,1.17929022,0.115853324
2150,moderate,burma,0.853080569,99,853.080569,1.184982172,0.215918281,1.17929022,0.115853324
3111,low,china,0,99,0,1.219872364,0.163011557,1.203701833,0.119280872
3524,low,china,0.704225352,94,704.225352,1.219872364,0.163011557,1.203701833,0.119280872
4038,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
2700,moderate,nepal,1.447876448,83,1447.876448,0.74153777,0.1118324,1.17929022,0.115853324
3462,low,china,0,97,0,1.219872364,0.163011557,1.203701833,0.119280872
2181,low,china_spp,1.996197719,105,1996.197719,1.15281729,0.141674902,1.203701833,0.119280872
2949,moderate,india,0,92,0,1.546944592,0.245287153,1.17929022,0.115853324
3204,core,china,0,85,0,1.219872364,0.163011557,0.496506815,0.077524625
2732,core,china_spp,0.452079566,103,452.079566,1.15281729,0.141674902,0.496506815,0.077524625
3780,low,china,0,94,0,1.219872364,0.163011557,1.203701833,0.119280872
2746,low,bhutan,0.40526849,89,405.26849,0.335161377,0.049644415,1.203701833,0.119280872
1663,moderate,china,0,98,0,1.219872364,0.163011557,1.17929022,0.115853324
3208,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
4100,moderate,china,4.740061162,98,4740.061162,1.219872364,0.163011557,1.17929022,0.115853324
3302,moderate,china,0,94,0,1.219872364,0.163011557,1.17929022,0.115853324
1750,moderate,china_spp,1.662049861,102,1662.049861,1.15281729,0.141674902,1.17929022,0.115853324
2673,low,india,0,96,0,1.546944592,0.245287153,1.203701833,0.119280872
3126,low,bhutan,0.195121951,90,195.121951,0.335161377,0.049644415,1.203701833,0.119280872
4064,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
3373,low,china,0,97,0,1.219872364,0.163011557,1.203701833,0.119280872
2692,core,burma,0,98,0,1.184982172,0.215918281,0.496506815,0.077524625
2600,low,india,0,95,0,1.546944592,0.245287153,1.203701833,0.119280872
2304,low,india,0,97,0,1.546944592,0.245287153,1.203701833,0.119280872
3800,low,china_spp,0,103,0,1.15281729,0.141674902,1.203701833,0.119280872
3179,moderate,china,3.976143141,100,3976.143141,1.219872364,0.163011557,1.17929022,0.115853324
1958,core,burma,0,98,0,1.184982172,0.215918281,0.496506815,0.077524625
2957,core,india,0,97,0,1.546944592,0.245287153,0.496506815,0.077524625
2167,core,burma,0,98,0,1.184982172,0.215918281,0.496506815,0.077524625
4179,low,china,0,91,0,1.219872364,0.163011557,1.203701833,0.119280872
2722,core,burma,0.294406281,98,294.406281,1.184982172,0.215918281,0.496506815,0.077524625
3238,moderate,china,0.294695481,101,294.695481,1.219872364,0.163011557,1.17929022,0.115853324
2613,low,bhutan,0,89,0,0.335161377,0.049644415,1.203701833,0.119280872
2524,moderate,nepal,0,82,0,0.74153777,0.1118324,1.17929022,0.115853324
634,low,india,0.295275591,91,295.275591,1.546944592,0.245287153,1.203701833,0.119280872
684,moderate,india,26.69683258,91,26696.83258,1.546944592,0.245287153,1.17929022,0.115853324
3027,low,china,0,95,0,1.219872364,0.163011557,1.203701833,0.119280872
3295,low,china,1.771117166,100,1771.117166,1.219872364,0.163011557,1.203701833,0.119280872
3002,low,india,0.205128205,96,205.128205,1.546944592,0.245287153,1.203701833,0.119280872
2685,core,china_spp,0.451671183,103,451.671183,1.15281729,0.141674902,0.496506815,0.077524625
2302,moderate,burma,1.747815231,99,1747.815231,1.184982172,0.215918281,1.17929022,0.115853324
3814,low,china,0,99,0,1.219872364,0.163011557,1.203701833,0.119280872
2811,core,india,0,88,0,1.546944592,0.245287153,0.496506815,0.077524625
2774,low,china,14.6514936,97,14651.4936,1.219872364,0.163011557,1.203701833,0.119280872
3749,low,china,0,99,0,1.219872364,0.163011557,1.203701833,0.119280872
2995,moderate,bhutan,0.363636364,91,363.636364,0.335161377,0.049644415,1.17929022,0.115853324
2785,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
3911,core,china_spp,0.120481928,103,120.481928,1.15281729,0.141674902,0.496506815,0.077524625
3101,moderate,china,0.787401575,100,787.401575,1.219872364,0.163011557,1.17929022,0.115853324
3258,core,nepal,0,88,0,0.74153777,0.1118324,0.496506815,0.077524625
2406,low,nepal,0,83,0,0.74153777,0.1118324,1.203701833,0.119280872
2251,low,china,2.132701422,97,2132.701422,1.219872364,0.163011557,1.203701833,0.119280872
2509,moderate,nepal,0,85,0,0.74153777,0.1118324,1.17929022,0.115853324
2910,core,nepal,0,88,0,0.74153777,0.1118324,0.496506815,0.077524625
2717,moderate,china,0,100,0,1.219872364,0.163011557,1.17929022,0.115853324
1334,low,burma,0,97,0,1.184982172,0.215918281,1.203701833,0.119280872
3501,core,china,0,99,0,1.219872364,0.163011557,0.496506815,0.077524625
3431,low,china,0,101,0,1.219872364,0.163011557,1.203701833,0.119280872
1987,moderate,india,0,94,0,1.546944592,0.245287153,1.17929022,0.115853324
3274,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
2579,low,china_spp,0,103,0,1.15281729,0.141674902,1.203701833,0.119280872
2468,low,china_spp,0,102,0,1.15281729,0.141674902,1.203701833,0.119280872
3399,moderate,india,0,94,0,1.546944592,0.245287153,1.17929022,0.115853324
2830,moderate,china,0.257400257,100,257.400257,1.219872364,0.163011557,1.17929022,0.115853324
2680,core,china_spp,0.706357215,103,706.357215,1.15281729,0.141674902,0.496506815,0.077524625
3833,moderate,china,0,99,0,1.219872364,0.163011557,1.17929022,0.115853324
3230,low,india,0,97,0,1.546944592,0.245287153,1.203701833,0.119280872
3232,low,china,73.04347826,100,73043.47826,1.219872364,0.163011557,1.203701833,0.119280872
2436,core,india,0,96,0,1.546944592,0.245287153,0.496506815,0.077524625
1478,core,india,11.50353179,91,11503.53179,1.546944592,0.245287153,0.496506815,0.077524625
1826,moderate,nepal,0,82,0,0.74153777,0.1118324,1.17929022,0.115853324
1936,low,india,0,96,0,1.546944592,0.245287153,1.203701833,0.119280872
1483,low,china_spp,0,104,0,1.15281729,0.141674902,1.203701833,0.119280872
1485,core,burma,0.361336947,98,361.336947,1.184982172,0.215918281,0.496506815,0.077524625
2377,core,nepal,9.471585244,86,9471.585244,0.74153777,0.1118324,0.496506815,0.077524625
3335,low,bhutan,0.765306122,90,765.306122,0.335161377,0.049644415,1.203701833,0.119280872
1964,moderate,burma,0,97,0,1.184982172,0.215918281,1.17929022,0.115853324
3315,low,china,4.932182491,99,4932.182491,1.219872364,0.163011557,1.203701833,0.119280872
2218,low,china_spp,0.180342651,104,180.342651,1.15281729,0.141674902,1.203701833,0.119280872
1300,low,china_spp,0.390243902,104,390.243902,1.15281729,0.141674902,1.203701833,0.119280872
2398,low,india,0,96,0,1.546944592,0.245287153,1.203701833,0.119280872
2143,moderate,nepal,2.589395808,82,2589.395808,0.74153777,0.1118324,1.17929022,0.115853324
3127,low,india,0,94,0,1.546944592,0.245287153,1.203701833,0.119280872
2533,moderate,burma,0,99,0,1.184982172,0.215918281,1.17929022,0.115853324
1914,moderate,nepal,0.644468314,82,644.468314,0.74153777,0.1118324,1.17929022,0.115853324
1894,core,india,0,96,0,1.546944592,0.245287153,0.496506815,0.077524625
3297,low,bhutan,0.313807531,90,313.807531,0.335161377,0.049644415,1.203701833,0.119280872
3196,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
3935,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
1865,moderate,burma,0,98,0,1.184982172,0.215918281,1.17929022,0.115853324
2785,core,china_spp,0.558659218,103,558.659218,1.15281729,0.141674902,0.496506815,0.077524625
1976,low,india,0,93,0,1.546944592,0.245287153,1.203701833,0.119280872
1905,moderate,china,0.905562743,99,905.562743,1.219872364,0.163011557,1.17929022,0.115853324
2178,low,nepal,0,85,0,0.74153777,0.1118324,1.203701833,0.119280872
734,moderate,india,23.0121609,91,23012.1609,1.546944592,0.245287153,1.17929022,0.115853324
1561,moderate,burma,0.450856628,97,450.856628,1.184982172,0.215918281,1.17929022,0.115853324
3139,moderate,nepal,3.064516129,83,3064.516129,0.74153777,0.1118324,1.17929022,0.115853324
1824,moderate,nepal,0,88,0,0.74153777,0.1118324,1.17929022,0.115853324
3067,moderate,burma,0,99,0,1.184982172,0.215918281,1.17929022,0.115853324
2758,low,india,0,94,0,1.546944592,0.245287153,1.203701833,0.119280872
1462,moderate,burma,0,98,0,1.184982172,0.215918281,1.17929022,0.115853324
3552,low,china,0,101,0,1.219872364,0.163011557,1.203701833,0.119280872
2408,moderate,india,0,95,0,1.546944592,0.245287153,1.17929022,0.115853324
3908,core,china,0,99,0,1.219872364,0.163011557,0.496506815,0.077524625
3318,low,india,0.4784689,94,478.4689,1.546944592,0.245287153,1.203701833,0.119280872
2694,moderate,burma,0.207900208,99,207.900208,1.184982172,0.215918281,1.17929022,0.115853324
2076,moderate,nepal,0,87,0,0.74153777,0.1118324,1.17929022,0.115853324
2660,moderate,india,0,93,0,1.546944592,0.245287153,1.17929022,0.115853324
2542,low,burma,22.10724365,99,22107.24365,1.184982172,0.215918281,1.203701833,0.119280872
1000,low,burma,0,97,0,1.184982172,0.215918281,1.203701833,0.119280872
1868,core,bhutan,0,89,0,0.335161377,0.049644415,0.496506815,0.077524625
1852,low,china_spp,0.541027953,103,541.027953,1.15281729,0.141674902,1.203701833,0.119280872
2167,core,china_spp,0.450856628,103,450.856628,1.15281729,0.141674902,0.496506815,0.077524625
3177,core,india,0.28708134,93,287.08134,1.546944592,0.245287153,0.496506815,0.077524625
3070,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
4269,low,china,0,97,0,1.219872364,0.163011557,1.203701833,0.119280872
4000,low,china,0,99,0,1.219872364,0.163011557,1.203701833,0.119280872
3195,low,china,2.062868369,100,2062.868369,1.219872364,0.163011557,1.203701833,0.119280872
3719,low,china_spp,0,102,0,1.15281729,0.141674902,1.203701833,0.119280872
3681,moderate,china,0,94,0,1.219872364,0.163011557,1.17929022,0.115853324
3074,moderate,china,0,100,0,1.219872364,0.163011557,1.17929022,0.115853324
3035,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
2810,moderate,india,0.094161959,88,94.161959,1.546944592,0.245287153,1.17929022,0.115853324
2441,moderate,nepal,0.244498778,82,244.498778,0.74153777,0.1118324,1.17929022,0.115853324
2135,moderate,nepal,0.179856115,87,179.856115,0.74153777,0.1118324,1.17929022,0.115853324
2454,low,india,0,95,0,1.546944592,0.245287153,1.203701833,0.119280872
2969,low,bhutan,0.231213873,90,231.213873,0.335161377,0.049644415,1.203701833,0.119280872
1018,moderate,nepal,0,87,0,0.74153777,0.1118324,1.17929022,0.115853324
335,moderate,india,0.101317123,91,101.317123,1.546944592,0.245287153,1.17929022,0.115853324
2105,moderate,china_spp,0.182481752,103,182.481752,1.15281729,0.141674902,1.17929022,0.115853324
1849,moderate,burma,0,98,0,1.184982172,0.215918281,1.17929022,0.115853324
3022,moderate,bhutan,0,91,0,0.335161377,0.049644415,1.17929022,0.115853324
3035,low,india,0,96,0,1.546944592,0.245287153,1.203701833,0.119280872
2869,moderate,burma,0,98,0,1.184982172,0.215918281,1.17929022,0.115853324
2805,moderate,china,0,99,0,1.219872364,0.163011557,1.17929022,0.115853324
2760,low,china_spp,0,104,0,1.15281729,0.141674902,1.203701833,0.119280872
1201,moderate,china_spp,0.09699321,103,96.99321,1.15281729,0.141674902,1.17929022,0.115853324
2464,low,china_spp,0.097276265,102,97.276265,1.15281729,0.141674902,1.203701833,0.119280872
2987,low,china,10.87719298,99,10877.19298,1.219872364,0.163011557,1.203701833,0.119280872
3275,low,china,0,101,0,1.219872364,0.163011557,1.203701833,0.119280872
1493,low,burma,0,97,0,1.184982172,0.215918281,1.203701833,0.119280872
2821,moderate,bhutan,0,89,0,0.335161377,0.049644415,1.17929022,0.115853324
3283,moderate,burma,0,99,0,1.184982172,0.215918281,1.17929022,0.115853324
1782,core,burma,0.090826521,97,90.826521,1.184982172,0.215918281,0.496506815,0.077524625
2741,moderate,nepal,0,86,0,0.74153777,0.1118324,1.17929022,0.115853324
2630,moderate,burma,0,98,0,1.184982172,0.215918281,1.17929022,0.115853324
2453,moderate,china_spp,0,103,0,1.15281729,0.141674902,1.17929022,0.115853324
1700,moderate,china_spp,0.463821892,103,463.821892,1.15281729,0.141674902,1.17929022,0.115853324
1039,low,bhutan,2.578475336,89,2578.475336,0.335161377,0.049644415,1.203701833,0.119280872
1513,low,china_spp,1.38760407,103,1387.60407,1.15281729,0.141674902,1.203701833,0.119280872
3194,core,india,0,93,0,1.546944592,0.245287153,0.496506815,0.077524625
3819,moderate,bhutan,5.298013245,90,5298.013245,0.335161377,0.049644415,1.17929022,0.115853324
1456,low,india,3.532608696,92,3532.608696,1.546944592,0.245287153,1.203701833,0.119280872
2468,moderate,burma,0.367647059,98,367.647059,1.184982172,0.215918281,1.17929022,0.115853324
1848,moderate,china_spp,0,103,0,1.15281729,0.141674902,1.17929022,0.115853324
3952,low,china,0.109769484,96,109.769484,1.219872364,0.163011557,1.203701833,0.119280872
2849,low,china_spp,0,103,0,1.15281729,0.141674902,1.203701833,0.119280872
3487,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
3534,moderate,bhutan,0,91,0,0.335161377,0.049644415,1.17929022,0.115853324
2552,moderate,bhutan,0,91,0,0.335161377,0.049644415,1.17929022,0.115853324
3645,moderate,china,2.720348205,94,2720.348205,1.219872364,0.163011557,1.17929022,0.115853324
1719,core,india,0,94,0,1.546944592,0.245287153,0.496506815,0.077524625
4110,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
3657,moderate,china,0,99,0,1.219872364,0.163011557,1.17929022,0.115853324
3177,moderate,china,0,100,0,1.219872364,0.163011557,1.17929022,0.115853324
3376,low,china_spp,0.122850123,102,122.850123,1.15281729,0.141674902,1.203701833,0.119280872
1986,low,china_spp,0,104,0,1.15281729,0.141674902,1.203701833,0.119280872
1985,moderate,nepal,0,87,0,0.74153777,0.1118324,1.17929022,0.115853324
1034,low,india,0,94,0,1.546944592,0.245287153,1.203701833,0.119280872
2057,moderate,bhutan,0,90,0,0.335161377,0.049644415,1.17929022,0.115853324
3364,low,china_spp,0,103,0,1.15281729,0.141674902,1.203701833,0.119280872
2460,low,china_spp,0,104,0,1.15281729,0.141674902,1.203701833,0.119280872
2118,core,china_spp,2.983725136,103,2983.725136,1.15281729,0.141674902,0.496506815,0.077524625
1227,low,china_spp,1.801801802,103,1801.801802,1.15281729,0.141674902,1.203701833,0.119280872
2617,moderate,india,0,97,0,1.546944592,0.245287153,1.17929022,0.115853324
2504,moderate,china,0,98,0,1.219872364,0.163011557,1.17929022,0.115853324
3443,core,nepal,0.23364486,83,233.64486,0.74153777,0.1118324,0.496506815,0.077524625
3956,low,china,0,100,0,1.219872364,0.163011557,1.203701833,0.119280872
3817,low,bhutan,0,91,0,0.335161377,0.049644415,1.203701833,0.119280872
1908,low,burma,0,97,0,1.184982172,0.215918281,1.203701833,0.119280872
2173,moderate,burma,0,98,0,1.184982172,0.215918281,1.17929022,0.115853324
3303,core,nepal,1.97044335,86,1970.44335,0.74153777,0.1118324,0.496506815,0.077524625
2876,low,india,0.31201248,92,312.01248,1.546944592,0.245287153,1.203701833,0.119280872
3131,moderate,china_spp,0.683994528,103,683.994528,1.15281729,0.141674902,1.17929022,0.115853324
945,low,india,0.180342651,95,180.342651,1.546944592,0.245287153,1.203701833,0.119280872
3348,moderate,nepal,0,82,0,0.74153777,0.1118324,1.17929022,0.115853324
3000,moderate,bhutan,0,92,0,0.335161377,0.049644415,1.17929022,0.115853324
1497,low,china_spp,0.095328885,104,95.328885,1.15281729,0.141674902,1.203701833,0.119280872
3753,moderate,china_spp,0.132978723,103,132.978723,1.15281729,0.141674902,1.17929022,0.115853324
2067,core,china_spp,0,103,0,1.15281729,0.141674902,0.496506815,0.077524625
2858,low,china_spp,0.095785441,103,95.785441,1.15281729,0.141674902,1.203701833,0.119280872
2879,moderate,nepal,0.315955766,82,315.955766,0.74153777,0.1118324,1.17929022,0.115853324
1433,low,china_spp,0.64516129,104,645.16129,1.15281729,0.141674902,1.203701833,0.119280872
2787,moderate,china,2.209944751,101,2209.944751,1.219872364,0.163011557,1.17929022,0.115853324
1273,low,burma,0,97,0,1.184982172,0.215918281,1.203701833,0.119280872
2736,low,bhutan,0,89,0,0.335161377,0.049644415,1.203701833,0.119280872
2071,low,burma,0,97,0,1.184982172,0.215918281,1.203701833,0.119280872
2686,moderate,burma,0,98,0,1.184982172,0.215918281,1.17929022,0.115853324
2949,low,india,0,95,0,1.546944592,0.245287153,1.203701833,0.119280872
2418,moderate,bhutan,0,92,0,0.335161377,0.049644415,1.17929022,0.115853324
1896,low,nepal,0.639658849,83,639.658849,0.74153777,0.1118324,1.203701833,0.119280872
3065,low,bhutan,0,90,0,0.335161377,0.049644415,1.203701833,0.119280872
2327,moderate,china_spp,0,103,0,1.15281729,0.141674902,1.17929022,0.115853324
3760,moderate,china_spp,0,102,0,1.15281729,0.141674902,1.17929022,0.115853324
2906,moderate,china_spp,1.713709677,103,1713.709677,1.15281729,0.141674902,1.17929022,0.115853324
3858,core,china,0,99,0,1.219872364,0.163011557,0.496506815,0.077524625
2770,core,bhutan,0,91,0,0.335161377,0.049644415,0.496506815,0.077524625
3607,low,china,0,99,0,1.219872364,0.163011557,1.203701833,0.119280872
4095,low,china,1.084990958,97,1084.990958,1.219872364,0.163011557,1.203701833,0.119280872
2167,moderate,bhutan,0.40201005,89,402.01005,0.335161377,0.049644415,1.17929022,0.115853324
3477,low,bhutan,0.107066381,89,107.066381,0.335161377,0.049644415,1.203701833,0.119280872
3379,low,china,0.142247511,98,142.247511,1.219872364,0.163011557,1.203701833,0.119280872
