loss_mean,elevation,longitude,Country,iucn,over_20_pc_canopy_cover,Habitat_class,iucn,,,loss_mean,elevation,longitude,Country,iucn,over_20_pc_canopy_cover,Habitat_class
,3819,85.2485633,China_fulgens,,0,Core,,,,,3819,85.2485633,China_fulgens,,0,Core
0,2533,98.80521891,China_fulgens,,1,Moderate,,,,0,2533,98.80521891,China_fulgens,,1,Moderate
,4485,95.74456891,China_fulgens,,0,Low,,,,,4485,95.74456891,China_fulgens,,0,Low
,3251,99.34744202,China_fulgens,,0,Low,,,,,3251,99.34744202,China_fulgens,,0,Low
0.011037528,3516,100.02037,China_fulgens,,1,Moderate,,,,0.011037528,3516,100.02037,China_fulgens,,1,Moderate
0.043046358,1240,103.3154803,china_styani,,1,Low,,,,0.043046358,1240,103.3154803,china_styani,,1,Low
,1143,86.22763713,Nepal,IUCN VI,0,Moderate,,,,,1143,86.22763713,Nepal,IUCN VI,0,Moderate
0.010348071,2704,98.67289707,Burma,,1,Moderate,,,,0.010348071,2704,98.67289707,Burma,,1,Moderate
,3268,97.62941404,China_fulgens,,0,LowModerate,,,,,3268,97.62941404,China_fulgens,,0,LowModerate
0,1690,98.09375321,Burma,,1,Moderate,,,,0,1690,98.09375321,Burma,,1,Moderate
0.00862069,2855,82.67219506,Nepal,,1,Low,,,,0.00862069,2855,82.67219506,Nepal,,1,Low
0.001953125,2829,97.03463949,Burma,IUCN IV,1,Low,,,,0.001953125,2829,97.03463949,Burma,IUCN IV,1,Low
0,2778,100.1745209,China_fulgens,,1,Low,,,,0,2778,100.1745209,China_fulgens,,1,Low
,4575,90.30805464,Bhutan,IUCN II,0,Low,,,,,4575,90.30805464,Bhutan,IUCN II,0,Low
,3801,98.6815209,China_fulgens,,0,Low,,,,,3801,98.6815209,China_fulgens,,0,Low
9.03E-04,1956,97.25346909,Burma,,1,Core,,,,0.000902527,1956,97.25346909,Burma,,1,Core
,3396,94.65904472,India,,0,Low,,,,,3396,94.65904472,India,,0,Low
0.001175088,2962,96.99771873,China_fulgens,,1,Low,,,,0.001175088,2962,96.99771873,China_fulgens,,1,Low
0.008356546,3910,98.77449653,China_fulgens,,1,Moderate,,,,0.008356546,3910,98.77449653,China_fulgens,,1,Moderate
,2774,84.34602593,Nepal,IUCN VI,0,Moderate,,,,,2774,84.34602593,Nepal,IUCN VI,0,Moderate
0,3124,96.21160303,India,,1,Low,,,,0,3124,96.21160303,India,,1,Low
0.00204918,3529,103.8213216,china_styani,,1,Low,,,,0.00204918,3529,103.8213216,china_styani,,1,Low
0,2254,94.7646866,India,,1,Low,,,,0,2254,94.7646866,India,,1,Low
0.002257336,2801,100.3887691,China_fulgens,,1,Low,,,,0.002257336,2801,100.3887691,China_fulgens,,1,Low
9.05E-04,2258,103.1405783,china_styani,,1,Moderate,,,,0.000904977,2258,103.1405783,china_styani,,1,Moderate
0,2341,102.8985722,china_styani,,1,Moderate,,,,0,2341,102.8985722,china_styani,,1,Moderate
0,2551,102.9152808,china_styani,,1,Core,,,,0,2551,102.9152808,china_styani,,1,Core
,4401,98.96907162,China_fulgens,,0,Low,,,,,4401,98.96907162,China_fulgens,,0,Low
0,3009,93.74896151,India,,1,Low,,,,0,3009,93.74896151,India,,1,Low
,3066,99.32803841,China_fulgens,,0,Low,,,,,3066,99.32803841,China_fulgens,,0,Low
,3102,93.0873523,China_fulgens,,0,Low,,,,,3102,93.0873523,China_fulgens,,0,Low
9.06E-04,2713,98.0393153,China_fulgens,,1,Moderate,,,,0.000905797,2713,98.0393153,China_fulgens,,1,Moderate
0.004840271,3723,102.4797776,china_styani,,1,Low,,,,0.004840271,3723,102.4797776,china_styani,,1,Low
,5001,93.54980501,China_fulgens,,0,Low,,,,,5001,93.54980501,China_fulgens,,0,Low
,2337,95.12580934,China_fulgens,,0,Low,,,,,2337,95.12580934,China_fulgens,,0,Low
0,1664,87.17086817,Nepal,IUCN VI,1,Moderate,,,,0,1664,87.17086817,Nepal,IUCN VI,1,Moderate
0,1629,97.22139924,Burma,IUCN IV,1,Moderate,,,,0,1629,97.22139924,Burma,IUCN IV,1,Moderate
0,2867,91.36204796,Bhutan,IUCN IV,1,Moderate,,,,0,2867,91.36204796,Bhutan,IUCN IV,1,Moderate
0,3530,87.47458857,China_fulgens,,1,Core,,,,0,3530,87.47458857,China_fulgens,,1,Core
,3787,99.01542469,China_fulgens,,0,Low,,,,,3787,99.01542469,China_fulgens,,0,Low
,2176,99.29569906,China_fulgens,,0,Low,,,,,2176,99.29569906,China_fulgens,,0,Low
,4123,90.97559273,Bhutan,IUCN II,0,Moderate,,,,,4123,90.97559273,Bhutan,IUCN II,0,Moderate
,3190,102.4239922,china_styani,,0,Moderate,,,,,3190,102.4239922,china_styani,,0,Moderate
,4135,88.16206926,India,IUCN II,0,Moderate,,,,,4135,88.16206926,India,IUCN II,0,Moderate
,2472,99.49431657,China_fulgens,,0,Low,,,,,2472,99.49431657,China_fulgens,,0,Low
0.00907441,3036,98.82273606,China_fulgens,,1,Moderate,,,,0.00907441,3036,98.82273606,China_fulgens,,1,Moderate
0.086956522,3406,91.71912829,China_fulgens,,1,Moderate,,,,0.086956522,3406,91.71912829,China_fulgens,,1,Moderate
,1025,83.85824073,Nepal,,0,Low,,,,,1025,83.85824073,Nepal,,0,Low
,2782,102.3870714,china_styani,,0,Moderate,,,,,2782,102.3870714,china_styani,,0,Moderate
0.003925417,2998,90.66702143,Bhutan,,1,Moderate,,,,0.003925417,2998,90.66702143,Bhutan,,1,Moderate
0.019493177,2936,99.78213679,China_fulgens,,1,Low,,,,0.019493177,2936,99.78213679,China_fulgens,,1,Low
0,2869,82.19788459,Nepal,,1,Low,,,,0,2869,82.19788459,Nepal,,1,Low
9.78E-04,3591,90.87399327,Bhutan,,1,Moderate,,,,0.000978474,3591,90.87399327,Bhutan,,1,Moderate
0,2496,95.36970194,China_fulgens,,1,Low,,,,0,2496,95.36970194,China_fulgens,,1,Low
0,2387,84.30182882,Nepal,IUCN VI,1,Moderate,,,,0,2387,84.30182882,Nepal,IUCN VI,1,Moderate
0,1610,97.20388209,Burma,IUCN IV,1,Moderate,,,,0,1610,97.20388209,Burma,IUCN IV,1,Moderate
0.003420753,1411,103.3133243,china_styani,,1,Moderate,,,,0.003420753,1411,103.3133243,china_styani,,1,Moderate
,2651,97.96089238,Burma,IUCN II,0,Moderate,,,,,2651,97.96089238,Burma,IUCN II,0,Moderate
,3664,83.71082719,Nepal,IUCN VI,0,Moderate,,,,,3664,83.71082719,Nepal,IUCN VI,0,Moderate
,4750,98.21152234,China_fulgens,,0,Moderate,,,,,4750,98.21152234,China_fulgens,,0,Moderate
0,2839,99.37061855,China_fulgens,,1,Low,,,,0,2839,99.37061855,China_fulgens,,1,Low
0,2420,93.35981132,India,,1,Low,,,,0,2420,93.35981132,India,,1,Low
0.002803738,3693,90.31479201,Bhutan,IUCN II,1,Moderate,,,,0.002803738,3693,90.31479201,Bhutan,IUCN II,1,Moderate
0,3736,95.98738353,China_fulgens,,1,Low,,,,0,3736,95.98738353,China_fulgens,,1,Low
,2185,99.82094401,China_fulgens,,0,Moderate,,,,,2185,99.82094401,China_fulgens,,0,Moderate
0.013050571,3409,100.1025658,China_fulgens,,1,Low,,,,0.013050571,3409,100.1025658,China_fulgens,,1,Low
0,2369,85.37468676,Nepal,,1,Core,,,,0,2369,85.37468676,Nepal,,1,Core
0.078449053,858,98.11827722,Burma,,1,Moderate,,,,0.078449053,858,98.11827722,Burma,,1,Moderate
,3500,97.81725176,Burma,IUCN II,0,Low,,,,,3500,97.81725176,Burma,IUCN II,0,Low
,2128,99.68862216,China_fulgens,,0,Low,,,,,2128,99.68862216,China_fulgens,,0,Low
0,2715,97.11252342,India,,1,Low,,,,0,2715,97.11252342,India,,1,Low
,1176,84.75188478,Nepal,,0,LowModerate,,,,,1176,84.75188478,Nepal,,0,LowModerate
0.016393443,3118,94.85119436,China_fulgens,,1,Low,,,,0.016393443,3118,94.85119436,China_fulgens,,1,Low
,4283,98.44059274,China_fulgens,,0,Low,,,,,4283,98.44059274,China_fulgens,,0,Low
0,1829,98.16948119,Burma,,1,Core,,,,0,1829,98.16948119,Burma,,1,Core
0,3357,91.18175609,Bhutan,IUCN II,1,Moderate,,,,0,3357,91.18175609,Bhutan,IUCN II,1,Moderate
9.52E-04,3362,82.44447214,Nepal,,1,Low,,,,0.000952381,3362,82.44447214,Nepal,,1,Low
0,3102,94.9339292,China_fulgens,,1,Moderate,,,,0,3102,94.9339292,China_fulgens,,1,Moderate
0.001010101,3958,95.56966692,China_fulgens,,1,Low,,,,0.001010101,3958,95.56966692,China_fulgens,,1,Low
,3657,83.34323658,Nepal,,0,Low,,,,,3657,83.34323658,Nepal,,0,Low
0,1970,98.10534148,Burma,,1,Moderate,,,,0,1970,98.10534148,Burma,,1,Moderate
0,3329,99.88238877,China_fulgens,,1,Low,,,,0,3329,99.88238877,China_fulgens,,1,Low
0,2658,91.01763388,Bhutan,IUCN II,1,Core,,,,0,2658,91.01763388,Bhutan,IUCN II,1,Core
0,3475,98.51551223,China_fulgens,,1,Low,,,,0,3475,98.51551223,China_fulgens,,1,Low
0,3179,96.05799111,India,,1,Low,,,,0,3179,96.05799111,India,,1,Low
0,2403,102.2825075,china_styani,,1,Moderate,,,,0,2403,102.2825075,china_styani,,1,Moderate
0,2847,92.40499201,India,,1,Moderate,,,,0,2847,92.40499201,India,,1,Moderate
0,2550,102.4636079,china_styani,,1,Moderate,,,,0,2550,102.4636079,china_styani,,1,Moderate
,3107,82.69132918,Nepal,,0,Moderate,,,,,3107,82.69132918,Nepal,,0,Moderate
0,3155,94.66820754,China_fulgens,,1,Low,,,,0,3155,94.66820754,China_fulgens,,1,Low
0,2339,102.8193408,china_styani,,1,Core,,,,0,2339,102.8193408,china_styani,,1,Core
0.001356852,3923,99.86271567,China_fulgens,,1,Low,,,,0.001356852,3923,99.86271567,China_fulgens,,1,Low
,1776,87.92275807,Nepal,,0,Moderate,,,,,1776,87.92275807,Nepal,,0,Moderate
0,2139,84.2333772,Nepal,IUCN VI,1,Moderate,,,,0,2139,84.2333772,Nepal,IUCN VI,1,Moderate
,3679,96.36844887,China_fulgens,,0,Low,,,,,3679,96.36844887,China_fulgens,,0,Low
,4948,93.15553443,China_fulgens,,0,Low,,,,,4948,93.15553443,China_fulgens,,0,Low
0,1040,97.09850971,Burma,IUCN IV,1,Low,,,,0,1040,97.09850971,Burma,IUCN IV,1,Low
0.017262639,2483,98.22257162,Burma,,1,Core,,,,0.017262639,2483,98.22257162,Burma,,1,Core
,4798,96.49052992,China_fulgens,,0,Low,,,,,4798,96.49052992,China_fulgens,,0,Low
0,1737,88.72908587,India,,1,Moderate,,,,0,1737,88.72908587,India,,1,Moderate
,4862,93.95054346,China_fulgens,,0,Low,,,,,4862,93.95054346,China_fulgens,,0,Low
9.82E-04,1942,95.38236819,China_fulgens,,1,Low,,,,0.000982318,1942,95.38236819,China_fulgens,,1,Low
0,2324,95.48504562,China_fulgens,,1,Low,,,,0,2324,95.48504562,China_fulgens,,1,Low
,1362,98.83486332,China_fulgens,,0,Low,,,,,1362,98.83486332,China_fulgens,,0,Low
0.004512635,2518,97.16480537,Burma,IUCN IV,1,Core,,,,0.004512635,2518,97.16480537,Burma,IUCN IV,1,Core
,2026,100.3979319,China_fulgens,,0,Low,,,,,2026,100.3979319,China_fulgens,,0,Low
,3448,99.46440267,China_fulgens,,0,Low,,,,,3448,99.46440267,China_fulgens,,0,Low
0,2108,94.38577721,India,,1,Low,,,,0,2108,94.38577721,India,,1,Low
0,1222,104.1466016,china_styani,,1,Low,,,,0,1222,104.1466016,china_styani,,1,Low
,3809,85.52479525,Nepal,IUCN II,0,Core,,,,,3809,85.52479525,Nepal,IUCN II,0,Core
9.85E-04,2897,89.5982059,Bhutan,,1,Low,,,,0.000985222,2897,89.5982059,Bhutan,,1,Low
0,4009,94.86655555,China_fulgens,,1,Core,,,,0,4009,94.86655555,China_fulgens,,1,Core
,3207,90.00972414,Bhutan,IUCN II,0,Low,,,,,3207,90.00972414,Bhutan,IUCN II,0,Low
0.007213706,2086,102.7007631,china_styani,,1,LowCore,,,,0.007213706,2086,102.7007631,china_styani,,1,LowCore
0,2498,95.38614111,India,,1,Low,,,,0,2498,95.38614111,India,,1,Low
,3696,98.96610718,China_fulgens,,0,Low,,,,,3696,98.96610718,China_fulgens,,0,Low
0.005025126,1873,86.77093821,Nepal,,1,Moderate,,,,0.005025126,1873,86.77093821,Nepal,,1,Moderate
,3611,98.58153841,China_fulgens,,0,Core,,,,,3611,98.58153841,China_fulgens,,0,Core
0.008858268,3282,94.90347631,China_fulgens,,1,Low,,,,0.008858268,3282,94.90347631,China_fulgens,,1,Low
0,3915,102.4881319,china_styani,,1,Low,,,,0,3915,102.4881319,china_styani,,1,Low
0.003610108,3757,99.82067451,China_fulgens,,1,Moderate,,,,0.003610108,3757,99.82067451,China_fulgens,,1,Moderate
0.001089325,3325,102.6905223,china_styani,,1,Core,,,,0.001089325,3325,102.6905223,china_styani,,1,Core
,4108,90.97667071,China_fulgens,,0,Low,,,,,4108,90.97667071,China_fulgens,,0,Low
0,2228,102.084429,china_styani,,1,Low,,,,0,2228,102.084429,china_styani,,1,Low
0,3220,100.1731734,China_fulgens,,1,Low,,,,0,3220,100.1731734,China_fulgens,,1,Low
,2562,83.21522665,Nepal,,0,Moderate,,,,,2562,83.21522665,Nepal,,0,Moderate
9.57E-04,2398,94.29873046,India,,1,Low,,,,0.000956938,2398,94.29873046,India,,1,Low
0.001210654,3884,98.40205501,China_fulgens,,1,Low,,,,0.001210654,3884,98.40205501,China_fulgens,,1,Low
,3491,85.35582214,China_fulgens,,0,Core,,,,,3491,85.35582214,China_fulgens,,0,Core
,2809,81.96288531,Nepal,,0,Moderate,,,,,2809,81.96288531,Nepal,,0,Moderate
0,2798,86.97386763,Nepal,,1,Core,,,,0,2798,86.97386763,Nepal,,1,Core
,3742,100.2383911,China_fulgens,,0,Low,,,,,3742,100.2383911,China_fulgens,,0,Low
0,2836,96.29379887,India,,1,Low,,,,0,2836,96.29379887,India,,1,Low
0.008536585,3820,99.74359906,China_fulgens,,1,Moderate,,,,0.008536585,3820,99.74359906,China_fulgens,,1,Moderate
0.095734597,1348,91.26098749,India,,1,Low,,,,0.095734597,1348,91.26098749,India,,1,Low
0.00372093,1530,89.87767179,Bhutan,,1,Low,,,,0.00372093,1530,89.87767179,Bhutan,,1,Low
0,1756,93.20943335,India,,1,Moderate,,,,0,1756,93.20943335,India,,1,Moderate
0.037037037,2825,103.4402563,china_styani,,1,Low,,,,0.037037037,2825,103.4402563,china_styani,,1,Low
0.036598493,1690,103.0691622,china_styani,,1,Moderate,,,,0.036598493,1690,103.0691622,china_styani,,1,Moderate
0,3805,98.12178065,China_fulgens,,1,Low,,,,0,3805,98.12178065,China_fulgens,,1,Low
0,3896,98.15465899,China_fulgens,,1,Moderate,,,,0,3896,98.15465899,China_fulgens,,1,Moderate
0.012106538,2907,81.97258712,Nepal,,1,Core,,,,0.012106538,2907,81.97258712,Nepal,,1,Core
0,3950,93.60181746,China_fulgens,,1,Low,,,,0,3950,93.60181746,China_fulgens,,1,Low
0,2586,98.30692343,China_fulgens,,1,Low,,,,0,2586,98.30692343,China_fulgens,,1,Low
0,1542,98.08351241,Burma,IUCN II,1,Low,,,,0,1542,98.08351241,Burma,IUCN II,1,Low
0.077617329,2145,98.05332902,Burma,,1,Core,,,,0.077617329,2145,98.05332902,Burma,,1,Core
0,2549,101.2934624,China_fulgens,,1,Low,,,,0,2549,101.2934624,China_fulgens,,1,Low
,3287,99.63364527,China_fulgens,,0,Moderate,,,,,3287,99.63364527,China_fulgens,,0,Moderate
,3304,99.37681693,China_fulgens,,0,Low,,,,,3304,99.37681693,China_fulgens,,0,Low
9.02E-04,1588,103.0206532,china_styani,,1,Moderate,,,,0.000901713,1588,103.0206532,china_styani,,1,Moderate
,4501,93.81633515,China_fulgens,,0,Moderate,,,,,4501,93.81633515,China_fulgens,,0,Moderate
0,3580,93.57244255,China_fulgens,,1,Low,,,,0,3580,93.57244255,China_fulgens,,1,Low
,3251,93.77240753,India,,0,Low,,,,,3251,93.77240753,India,,0,Low
0,3208,82.80209145,Nepal,,1,Low,,,,0,3208,82.80209145,Nepal,,1,Low
0.004956629,2026,103.5321539,china_styani,,1,Low,,,,0.004956629,2026,103.5321539,china_styani,,1,Low
0.166829268,2124,98.49772559,Burma,,1,Low,,,,0.166829268,2124,98.49772559,Burma,,1,Low
,3254,97.36827379,China_fulgens,,0,Low,,,,,3254,97.36827379,China_fulgens,,0,Low
,4688,98.34546115,China_fulgens,,0,Moderate,,,,,4688,98.34546115,China_fulgens,,0,Moderate
,2843,94.50893624,India,,0,Low,,,,,2843,94.50893624,India,,0,Low
0,2491,83.79598748,Nepal,,1,Low,,,,0,2491,83.79598748,Nepal,,1,Low
,2696,99.03428931,China_fulgens,,0,Moderate,,,,,2696,99.03428931,China_fulgens,,0,Moderate
,3848,98.76344725,China_fulgens,,0,Low,,,,,3848,98.76344725,China_fulgens,,0,Low
0,1523,91.49086638,India,,1,Low,,,,0,1523,91.49086638,India,,1,Low
0.028730306,2896,100.3111547,China_fulgens,,1,Low,,,,0.028730306,2896,100.3111547,China_fulgens,,1,Low
,4252,95.92216584,China_fulgens,,0,Low,,,,,4252,95.92216584,China_fulgens,,0,Low
0,3345,97.01227144,India,,1,Core,,,,0,3345,97.01227144,India,,1,Core
0,2643,84.01293062,Nepal,IUCN VI,1,Low,,,,0,2643,84.01293062,Nepal,IUCN VI,1,Low
0,2374,94.56930302,India,,1,Low,,,,0,2374,94.56930302,India,,1,Low
0,2028,84.77479182,Nepal,,1,Moderate,,,,0,2028,84.77479182,Nepal,,1,Moderate
,3966,99.84142559,China_fulgens,,0,Low,,,,,3966,99.84142559,China_fulgens,,0,Low
,3758,96.50804707,China_fulgens,,0,Low,,,,,3758,96.50804707,China_fulgens,,0,Low
0.020565553,1083,103.4095339,china_styani,,1,Low,,,,0.020565553,1083,103.4095339,china_styani,,1,Low
,4039,96.70423913,China_fulgens,,0,Low,,,,,4039,96.70423913,China_fulgens,,0,Low
0.015355086,3000,89.46291962,Bhutan,,1,Low,,,,0.015355086,3000,89.46291962,Bhutan,,1,Low
,3383,97.16965628,India,,0,Core,,,,,3383,97.16965628,India,,0,Core
0,2846,103.3381178,china_styani,,1,Moderate,,,,0,2846,103.3381178,china_styani,,1,Moderate
0.006430868,3135,92.88091945,India,,1,Moderate,,,,0.006430868,3135,92.88091945,India,,1,Moderate
,983,91.99428226,India,,0,Moderate,,,,,983,91.99428226,India,,0,Moderate
,3643,99.9554218,China_fulgens,,0,Moderate,,,,,3643,99.9554218,China_fulgens,,0,Moderate
0.002232143,2485,98.65807487,Burma,,1,Moderate,,,,0.002232143,2485,98.65807487,Burma,,1,Moderate
,4143,99.8559783,China_fulgens,,0,Low,,,,,4143,99.8559783,China_fulgens,,0,Low
,2704,98.54057523,Burma,IUCN II,0,Moderate,,,,,2704,98.54057523,Burma,IUCN II,0,Moderate
,3442,94.0976875,China_fulgens,,0,Moderate,,,,,3442,94.0976875,China_fulgens,,0,Moderate
0.008294931,3920,98.63004743,China_fulgens,,1,Low,,,,0.008294931,3920,98.63004743,China_fulgens,,1,Low
0,2047,96.98505249,Burma,IUCN IV,1,Low,,,,0,2047,96.98505249,Burma,IUCN IV,1,Low
0,2406,96.69022541,India,,1,Low,,,,0,2406,96.69022541,India,,1,Low
0,3578,101.2603146,China_fulgens,,1,Low,,,,0,3578,101.2603146,China_fulgens,,1,Low
0,4086,93.96482667,China_fulgens,,1,Low,,,,0,4086,93.96482667,China_fulgens,,1,Low
0,4167,100.6768588,China_fulgens,,1,Low,,,,0,4167,100.6768588,China_fulgens,,1,Low
0,2420,95.76666747,India,,1,Low,,,,0,2420,95.76666747,India,,1,Low
0.064480874,2925,99.6223265,China_fulgens,,1,Low,,,,0.064480874,2925,99.6223265,China_fulgens,,1,Low
0,3482,81.98174994,Nepal,IUCN VI,1,Moderate,,,,0,3482,81.98174994,Nepal,IUCN VI,1,Moderate
,4405,97.94903462,China_fulgens,,0,Low,,,,,4405,97.94903462,China_fulgens,,0,Low
0.001964637,2824,96.85380862,India,,1,Low,,,,0.001964637,2824,96.85380862,India,,1,Low
,2939,98.83405483,China_fulgens,,0,Moderate,,,,,2939,98.83405483,China_fulgens,,0,Moderate
0,2964,83.10015246,Nepal,IUCN VI,1,Core,,,,0,2964,83.10015246,Nepal,IUCN VI,1,Core
,3217,95.81355952,China_fulgens,,0,Low,,,,,3217,95.81355952,China_fulgens,,0,Low
0.001982161,2794,89.94908785,Bhutan,,1,Low,,,,0.001982161,2794,89.94908785,Bhutan,,1,Low
0,3209,102.8840195,china_styani,,1,Low,,,,0,3209,102.8840195,china_styani,,1,Low
0,2001,103.5076299,china_styani,,1,Low,,,,0,2001,103.5076299,china_styani,,1,Low
0,4087,99.56573263,China_fulgens,,1,Moderate,,,,0,4087,99.56573263,China_fulgens,,1,Moderate
0.010510511,4124,90.08518262,Bhutan,IUCN II,1,Moderate,,,,0.010510511,4124,90.08518262,Bhutan,IUCN II,1,Moderate
0,1792,94.99726042,India,,1,Low,,,,0,1792,94.99726042,India,,1,Low
0,3147,100.0667231,China_fulgens,,1,Low,,,,0,3147,100.0667231,China_fulgens,,1,Low
0.023076923,3124,98.99143967,China_fulgens,,1,Low,,,,0.023076923,3124,98.99143967,China_fulgens,,1,Low
0,2934,97.40869797,Burma,IUCN IV,1,Core,,,,0,2934,97.40869797,Burma,IUCN IV,1,Core
,3296,93.68563028,China_fulgens,,0,Low,,,,,3296,93.68563028,China_fulgens,,0,Low
0.008350731,937,98.19400519,Burma,,1,ModerateCore,,,,0.008350731,937,98.19400519,Burma,,1,ModerateCore
,1777,81.41446383,Nepal,,0,Moderate,,,,,1777,81.41446383,Nepal,,0,Moderate
0.05313093,1287,91.58006908,India,,1,Low,,,,0.05313093,1287,91.58006908,India,,1,Low
0.008032129,1374,98.53060393,Burma,,1,Moderate,,,,0.008032129,1374,98.53060393,Burma,,1,Moderate
,3304,96.71124599,China_fulgens,,0,Low,,,,,3304,96.71124599,China_fulgens,,0,Low
0,3408,89.82161692,Bhutan,,1,Low,,,,0,3408,89.82161692,Bhutan,,1,Low
,3016,90.47837522,Bhutan,,0,Moderate,,,,,3016,90.47837522,Bhutan,,0,Moderate
,2598,100.8986529,China_fulgens,,0,Low,,,,,2598,100.8986529,China_fulgens,,0,Low
,2521,99.65628281,China_fulgens,,0,Low,,,,,2521,99.65628281,China_fulgens,,0,Low
0.434625789,1887,102.4986422,china_styani,,1,Moderate,,,,0.434625789,1887,102.4986422,china_styani,,1,Moderate
0,1207,84.12477088,Nepal,IUCN VI,1,Moderate,,,,0,1207,84.12477088,Nepal,IUCN VI,1,Moderate
0,2802,98.77746097,China_fulgens,,1,Low,,,,0,2802,98.77746097,China_fulgens,,1,Low
,3486,94.05025645,China_fulgens,,0,Low,,,,,3486,94.05025645,China_fulgens,,0,Low
0,3850,98.98281585,China_fulgens,,1,Moderate,,,,0,3850,98.98281585,China_fulgens,,1,Moderate
0.03307888,3670,100.3777198,China_fulgens,,1,Low,,,,0.03307888,3670,100.3777198,China_fulgens,,1,Low
0.014427412,1591,103.978976,china_styani,,1,Low,,,,0.014427412,1591,103.978976,china_styani,,1,Low
0,2575,102.0682594,china_styani,,1,Low,,,,0,2575,102.0682594,china_styani,,1,Low
0.340782123,3957,87.15254254,Nepal,IUCN II,1,Moderate,,,,0.340782123,3957,87.15254254,Nepal,IUCN II,1,Moderate
,1909,97.05053967,China_fulgens,,0,Low,,,,,1909,97.05053967,China_fulgens,,0,Low
,4667,94.92207144,China_fulgens,,0,Low,,,,,4667,94.92207144,China_fulgens,,0,Low
,5062,94.92638335,China_fulgens,,0,Low,,,,,5062,94.92638335,China_fulgens,,0,Low
0,3009,96.22049635,India,,1,Low,,,,0,3009,96.22049635,India,,1,Low
,2520,99.68727469,China_fulgens,,0,Low,,,,,2520,99.68727469,China_fulgens,,0,Low
0.002780352,1926,103.8221301,china_styani,,1,Low,,,,0.002780352,1926,103.8221301,china_styani,,1,Low
,4571,94.58951512,China_fulgens,,0,Low,,,,,4571,94.58951512,China_fulgens,,0,Low
0,2426,101.2675909,China_fulgens,,1,Low,,,,0,2426,101.2675909,China_fulgens,,1,Low
,3865,95.54837685,China_fulgens,,0,Low,,,,,3865,95.54837685,China_fulgens,,0,Low
,1903,88.1353893,India,,0,Core,,,,,1903,88.1353893,India,,0,Core
0.007017544,3151,103.3216787,china_styani,,1,Moderate,,,,0.007017544,3151,103.3216787,china_styani,,1,Moderate
0,2248,90.00056132,Bhutan,,1,Low,,,,0,2248,90.00056132,Bhutan,,1,Low
,2548,86.52138622,Nepal,,0,Moderate,,,,,2548,86.52138622,Nepal,,0,Moderate
,1826,89.06379814,Bhutan,,0,Moderate,,,,,1826,89.06379814,Bhutan,,0,Moderate
,4462,95.43545862,China_fulgens,,0,Low,,,,,4462,95.43545862,China_fulgens,,0,Low
,4331,97.45801548,China_fulgens,,0,Low,,,,,4331,97.45801548,China_fulgens,,0,Low
,5454,97.05323462,China_fulgens,,0,Low,,,,,5454,97.05323462,China_fulgens,,0,Low
,4335,87.36921619,China_fulgens,,0,Low,,,,,4335,87.36921619,China_fulgens,,0,Low
0,2707,93.61340573,India,,1,Core,,,,0,2707,93.61340573,India,,1,Core
0,3106,98.40717541,Burma,,1,Moderate,,,,0,3106,98.40717541,Burma,,1,Moderate
0.016049383,1801,98.55943985,Burma,,1,Moderate,,,,0.016049383,1801,98.55943985,Burma,,1,Moderate
0,2416,94.52860934,India,,1,Low,,,,0,2416,94.52860934,India,,1,Low
0.014652015,907,98.26272631,Burma,,1,Core,,,,0.014652015,907,98.26272631,Burma,,1,Core
0,2776,92.67718154,India,,1,Low,,,,0,2776,92.67718154,India,,1,Low
0,2196,88.08364633,India,IUCN IV,1,Core,,,,0,2196,88.08364633,India,IUCN IV,1,Core
0.021052632,2382,99.0647422,China_fulgens,,1,Low,,,,0.021052632,2382,99.0647422,China_fulgens,,1,Low
,3681,93.66002829,India,,0,Core,,,,,3681,93.66002829,India,,0,Core
0,3158,99.00545339,China_fulgens,,1,Low,,,,0,3158,99.00545339,China_fulgens,,1,Low
,2443,86.16295843,Nepal,IUCN VI,0,Moderate,,,,,2443,86.16295843,Nepal,IUCN VI,0,Moderate
0,2285,97.53131801,Burma,IUCN IV,1,Moderate,,,,0,2285,97.53131801,Burma,IUCN IV,1,Moderate
0,3206,86.44565825,Nepal,,1,Core,,,,0,3206,86.44565825,Nepal,,1,Core
,4530,96.5465848,China_fulgens,,0,Low,,,,,4530,96.5465848,China_fulgens,,0,Low
0.103713188,1366,91.24293136,India,,1,Moderate,,,,0.103713188,1366,91.24293136,India,,1,Moderate
,2070,82.1380568,Nepal,IUCN VI,0,Moderate,,,,,2070,82.1380568,Nepal,IUCN VI,0,Moderate
,3056,90.09326746,Bhutan,IUCN VI,0,Low,,,,,3056,90.09326746,Bhutan,IUCN VI,0,Low
,4338,94.49626999,China_fulgens,,0,Low,,,,,4338,94.49626999,China_fulgens,,0,Low
0,3220,98.89603859,China_fulgens,,1,Low,,,,0,3220,98.89603859,China_fulgens,,1,Low
0,3109,99.40376639,China_fulgens,,1,Low,,,,0,3109,99.40376639,China_fulgens,,1,Low
0.001803427,983,98.01398281,Burma,,1,Core,,,,0.001803427,983,98.01398281,Burma,,1,Core
0.001101322,2720,98.73083841,China_fulgens,,1,Moderate,,,,0.001101322,2720,98.73083841,China_fulgens,,1,Moderate
0.002155172,3432,90.77481926,Bhutan,,1,Moderate,,,,0.002155172,3432,90.77481926,Bhutan,,1,Moderate
