loss_mean,elevation,Country,IUCN RATING,over_20_pc_canopy_cover,Habitat_class,longitude
0,4285,China_fulgens,,1,Low,99
0.004366812,3727,Nepal,,1,Moderate,82
,3475,China_fulgens,,0,Low,100
0,3128,Bhutan,,1,Moderate,90
0.006596306,2314,Nepal,IUCN VI,1,Core,88
,3948,China_fulgens,,0,Low,98
0,1846,Burma,IUCN IV,1,Low,97
0,2973,china_styani,,1,Core,103
0,3311,china_styani,,1,Moderate,102
,3997,India,,0,Moderate,94
0,2634,China_fulgens,,1,Low,100
,4340,China_fulgens,,0,Low,91
0,2304,Bhutan,,1,Low,90
9.02E-04,1219,Burma,IUCN IV,1,Moderate,98
0,2613,China_fulgens,,1,Low,100
,3697,India,,0,Moderate,95
,4832,China_fulgens,,0,Low,97
,2316,Nepal,,0,Moderate,82
9.51E-04,3851,China_fulgens,,1,Low,99
0.020739405,2300,Burma,,1,Moderate,99
0.024547804,3509,china_styani,,1,Moderate,102
0,2064,china_styani,,1,Moderate,102
,3034,Nepal,,0,Core,88
0,2494,India,,1,Core,93
0,2381,China_fulgens,,1,Low,95
9.02E-04,1745,Burma,,1,Core,98
0.019271949,3015,China_fulgens,,1,Low,101
0.002057613,3040,China_fulgens,,1,Low,100
0.002306805,2341,Nepal,,1,Low,82
0.060693642,3867,India,,1,Moderate,92
0.033532934,2575,China_fulgens,,1,Moderate,100
0,4105,China_fulgens,,1,Core,95
,3263,China_fulgens,,0,Low,97
,3739,Nepal,IUCN VI,0,Moderate,86
,1430,china_styani,,0,Moderate,103
,2052,China_fulgens,,0,Moderate,100
,3234,China_fulgens,,0,Low,99
0,2520,India,,1,Moderate,92
0.001814882,2466,Bhutan,,1,Low,90
0,3490,China_fulgens,,1,Low,96
,4576,China_fulgens,,0,Low,94
0.020746888,3409,china_styani,,1,Low,102
0,1893,India,,1,Low,92
,1542,,,0,Low,99
,3623,China_fulgens,,0,Low,95
0,1826,Burma,IUCN IV,1,Moderate,97
0.177944862,1246,India,,1,Low,92
0,2193,Nepal,,1,Moderate,82
0.02800659,2535,Bhutan,,1,Low,89
0,2947,Bhutan,,1,Moderate,92
,5639,China_fulgens,,0,Low,95
0,3573,China_fulgens,,1,Low,99
0,2522,Bhutan,,1,Low,90
0,1279,Burma,IUCN IV,1,Low,97
,1838,china_styani,,0,Moderate,103
0.018442623,2420,China_fulgens,,1,Moderate,98
0,3256,India,,1,Low,96
0.00968523,2952,china_styani,,1,Moderate,103
,3941,China_fulgens,,0,Low,87
0.002717391,2529,china_styani,,1,Moderate,103
0,2467,China_fulgens,,1,Low,101
9.48E-04,2046,India,IUCN IV,1,Low,92
,4548,China_fulgens,,0,Low,98
9.84E-04,1014,Bhutan,,1,Low,89
0.001329787,2714,Bhutan,IUCN VI,1,Moderate,90
0.002430134,2141,china_styani,,1,Low,102
0,2601,India,,1,Core,88
0.005571031,1679,china_styani,,1,Low,105
0.001666667,3760,China_fulgens,,1,Low,95
,2984,Bhutan,,0,Low,89
0.050704225,4080,Bhutan,IUCN II,1,Moderate,90
,3594,Nepal,,0,Moderate,85
,3837,China_fulgens,,0,Low,95
,2003,China_fulgens,,0,Moderate,100
0,2919,China_fulgens,,1,Moderate,99
0,2767,India,,1,Low,93
0,1942,,,1,Low,99
,3916,India,,0,Low,96
0,3545,China_fulgens,,1,Low,95
0,3913,china_styani,,1,Low,102
0.001930502,3419,India,,1,Moderate,92
,4457,China_fulgensIndia,,0,Low,96
0,3446,India,,1,Low,95
,2308,Nepal,,0,Low,83
0,2543,India,,1,Low,93
0.001215067,1784,Nepal,,1,ModerateCore,87
,1683,China_fulgens,,0,Low,99
0,3114,China_fulgens,,1,Low,101
,4210,India,,0,Low,93
0,4070,China_fulgens,,1,Low,99
,2813,Burma,,0,Low,99
0.052453469,2742,China_fulgens,,1,Low,100
0,2754,India,,1,Low,96
0,1131,Nepal,,1,Low,83
,3368,China_fulgens,,0,Low,100
9.17E-04,2912,Bhutan,,1,Moderate,90
0,2063,China_fulgens,,1,Moderate,99
0,2830,china_styani,,1,Moderate,102
0,3632,china_styani,,1,Moderate,102
0.011968085,3017,Bhutan,IUCN II,1,Low,90
0.001806685,2437,china_styani,,1,Moderate,102
0,3937,china_styani,,1,Low,102
0,3490,Nepal,IUCN VI,1,Moderate,82
0,3278,Nepal,,1,Core,88
0,2203,china_styani,,1,Low,103
,3823,china_styani,,0,Moderate,102
,3943,China_fulgens,,0,Low,96
,4773,China_fulgens,,0,Low,99
,4655,China_fulgens,,0,Low,98
0,1667,Burma,IUCN IV,1,Low,97
0.001860465,2417,china_styani,,1,ModerateCore,103
0.055214724,3371,China_fulgens,,1,Low,95
,3581,China_fulgens,,0,Core,85
0,3765,china_styani,,1,Low,102
0.007722008,2883,Bhutan,IUCN II,1,Core,91
,4020,China_fulgens,,0,Low,93
0.0016,1506,China_fulgens,,1,Low,99
0.012987013,1370,Bhutan,IUCN II,1,Moderate,90
0,3011,china_styani,,1,Core,102
,2881,china_styani,,0,Low,102
,3291,China_fulgens,,0,Low,97
,3089,china_styani,,0,Low,103
0,3537,china_styani,,1,Moderate,102
,3890,China_fulgens,,0,Low,96
0,3810,China_fulgens,,1,Low,100
0,2993,Bhutan,IUCN IV,1,Moderate,91
0.021943574,3334,Nepal,,1,Low,82
,3121,china_styani,,0,Low,102
,4233,china_styani,,0,Moderate,102
0,3919,China_fulgens,,1,Moderate,100
,2956,China_fulgens,,0,Low,94
,3125,India,,0,Core,97
,4688,China_fulgens,,0,Low,97
,3959,China_fulgens,,0,Low,95
0.003480278,2511,china_styani,,1,Moderate,103
,3315,Nepal,IUCN VI,0,Moderate,84
0,2475,India,,1,Core,93
0.075298439,2061,china_styani,,1,Moderate,102
,3527,Nepal,,0,Moderate,87
0,2633,China_fulgens,,1,Low,99
,4260,China_fulgens,,0,Low,95
,3580,China_fulgens,,0,Low,93
0.004470939,1475,India,,1,Moderate,91
9.83E-04,3803,China_fulgens,,1,Low,99
0,1904,Nepal,,1,Moderate,87
0,1772,Burma,IUCN IV,1,Low,98
0.002840909,1713,Nepal,,1,Moderate,82
0.056466302,2068,Bhutan,,1,Low,91
,4923,China_fulgens,,0,Low,96
,4747,China_fulgens,,0,Moderate,94
0.165605096,3592,Nepal,,1,Low,82
0,3144,china_styani,,1,Moderate,102
,4673,China_fulgens,,0,Low,95
0.003917728,2296,Bhutan,,1,Moderate,90
,3678,Nepal,IUCN VI,0,Low,84
,4013,India,,0,Low,95
0,1975,Burma,IUCN IV,1,Low,97
0,2512,Bhutan,,1,Moderate,90
0,1849,china_styani,,1,Low,103
0,1270,Burma,IUCN IV,1,Moderate,97
0,3832,china_styani,,1,Moderate,103
,5861,China_fulgens,,0,Low,96
0.012903226,3925,Nepal,,1,Low,83
0,2828,India,,1,Core,93
0.010676157,3414,China_fulgens,,1,Low,96
0.001949318,3982,China_fulgens,,1,Moderate,100
0.025031289,1328,china_styani,,1,Moderate,103
0,3442,china_styani,,1,Moderate,102
,2536,Nepal,,0,Moderate,85
,4026,China_fulgens,,0,Moderate,98
0,3545,China_fulgens,,1,Moderate,100
0.165915239,1115,Burma,,1,Moderate,98
0,2324,Burma,IUCN IV,1,Core,97
,5123,China_fulgens,,0,Low,93
0,3973,China_fulgens,,1,Low,94
,2223,China_fulgens,,0,Low,100
0.01870187,1478,china_styani,,1,Low,104
,3688,China_fulgens,,0,Low,97
0.045923149,2915,china_styani,,1,Low,104
0.012448133,3755,Nepal,IUCN II,1,Core,87
0.001848429,2716,China_fulgens,,1,Low,100
0.073510773,2893,China_fulgens,,1,Low,99
0,3456,China_fulgens,,1,Moderate,99
,3672,China_fulgens,,0,Moderate,98
0.001203369,1526,Nepal,IUCN VI,1,Moderate,87
,2166,Nepal,,0,Moderate,87
,2118,China_fulgens,,0,Moderate,101
0,3740,China_fulgens,,1,Low,99
0.014427412,2326,china_styani,,1,Low,105
,1980,Nepal,,0,Low,84
,2762,China_fulgens,,0,Low,101
0.033222591,4054,China_fulgens,,1,Low,100
,1916,Nepal,,0,Core,83
0.018404908,3914,China_fulgens,,1,Moderate,98
0,1368,India,,1,Low,97
0,2221,Burma,,1,Core,98
0,1846,Burma,,1,Moderate,98
,4225,Nepal,,0,Moderate,87
0,2852,Bhutan,,1,Moderate,92
9.88E-04,3306,India,,1,Moderate,97
0,1340,India,,1,Low,92
0.006349206,1707,India,,1,Moderate,88
0,2037,Nepal,,1,Core,88
0,2153,china_styani,,1,Moderate,103
0.193585338,1082,India,,1,Low,91
0,2876,India,,1,Low,94
,2002,China_fulgens,,0,Low,100
0.126951093,2089,china_styani,,1,Low,104
,3710,Nepal,,0,Low,82
0,2372,Bhutan,IUCN IV,1,Moderate,91
0,3753,China_fulgens,,1,Low,96
0.066666667,2311,China_fulgens,,1,Low,99
0,3527,China_fulgens,,1,Moderate,100
0,773,Nepal,,1,Core,88
0,3724,Bhutan,IUCN II,1,Moderate,90
0.004950495,3778,Bhutan,IUCN II,1,Moderate,90
9.13E-04,2501,China_fulgens,,1,Low,99
0.011124845,1338,China_fulgens,,1,Low,99
0,4223,China_fulgens,,1,Core,87
0,2952,Nepal,,1,Core,88
,4762,China_fulgens,,0,Moderate,95
0,2485,china_styani,,1,Moderate,102
0,1321,Burma,,1,Core,98
0.003816794,3159,Nepal,,1,Moderate,81
0,3474,India,,1,Low,97
0.003480278,2931,china_styani,,1,Low,104
0,2532,china_styani,,1,Low,104
,3554,China_fulgens,,0,Low,99
0,1975,India,,1,Core,96
0.080357143,1328,India,,1,Moderate,91
,4605,Nepal,,0,Moderate,84
0,3546,Bhutan,,1,Low,89
0,2361,china_styani,,1,Core,102
0,3671,China_fulgens,,1,Low,97
0.345355191,2697,China_fulgens,,1,Moderate,101
,2304,china_styani,,0,Low,103
,3933,Nepal,,0,Moderate,83
,2222,Nepal,,0,Moderate,82
,2794,Nepal,IUCN VI,0,Low,84
0,2475,china_styani,,1,Low,104
0,2807,China_fulgens,,1,Moderate,98
0.001013171,3241,China_fulgens,,1,Moderate,100
0.016701461,3129,Bhutan,IUCN VI,1,Moderate,90
0.017182131,2046,China_fulgens,,1,Moderate,99
,4211,China_fulgens,,0,Low,97
,4684,China_fulgens,,0,Low,97
0.001062699,3603,China_fulgens,,1,Low,96
,3229,China_fulgens,,0,Moderate,98
0,2583,China_fulgens,,1,Moderate,99
,3403,China_fulgens,,0,Low,100
0,3460,China_fulgens,,1,Low,96
0.001096491,3178,Nepal,,1,Moderate,82
,3603,India,,0,Low,94
,1542,Nepal,,0,Low,83
,3262,Nepal,,0,Moderate,85
,3532,Nepal,,0,Core,85
0.002918288,3164,China_fulgens,,1,Low,101
0.003318584,1946,India,,1,Low,96
0,2863,China_fulgens,,1,Low,97
0.002409639,2860,India,,1,Low,96
0,3679,China_fulgens,,1,Low,100
0,3045,Nepal,,1,Moderate,82
,3972,China_fulgens,,0,Low,99
,3566,India,,0,Low,96
0.087268994,4030,China_fulgens,,1,Low,98
0.126637555,1053,china_styani,,1,Low,104
0,2394,India,,1,Low,94
0,3394,China_fulgens,,1,Moderate,100
,2890,China_fulgens,,0,Low,97
0,3883,Bhutan,IUCN II,1,Moderate,91
0,2405,Nepal,,1,Moderate,81
,3565,China_fulgens,,0,Low,97
0,2905,Nepal,IUCN VI,1,Low,84
,3438,Burma,IUCN II,0,Moderate,98
0.007380074,1293,china_styani,,1,Low,104
,2703,china_styani,,0,Moderate,103
9.18E-04,2685,Nepal,,1,Core,87
0.005938242,1583,Bhutan,,1,Core,91
,2776,Nepal,,0,Moderate,82
,3953,China_fulgens,,0,Low,99
,3582,china_styani,,0,Moderate,102
,4334,China_fulgens,,0,Low,97
,2109,Nepal,IUCN VI,0,Moderate,86
0.001386963,3680,India,,1,Low,97
0,2497,china_styani,,1,Low,104
0,2073,Burma,IUCN II,1,Core,98
,4512,China_fulgens,,0,Low,94
0,1974,Nepal,,1,Low,85
0.001803427,804,Burma,IUCN IV,1,Low,97
0,2912,Bhutan,,1,Moderate,89
,4043,China_fulgens,,0,Low,91
0,2685,India,,1,Low,93
,4527,China_fulgens,,0,Low,94
0,2852,china_styani,,1,Moderate,102
0.00361991,2412,china_styani,,1,Moderate,103
0,1738,Bhutan,IUCN II,1,Low,91
,3111,Nepal,,0,Moderate,82
,3082,India,,0,Low,97
0.00505689,3707,China_fulgens,,1,Moderate,99
0,3516,China_fulgens,,1,Low,99
0.006718925,3006,china_styani,,1,Moderate,102
,3708,china_styani,,0,Low,104
0,2922,china_styani,,1,Low,102
,3653,Nepal,,0,Moderate,81
,2625,China_fulgens,,0,Low,100
0.00997009,3141,Burma,,1,Moderate,99
,3888,India,,0,Low,94
0,2500,India,,1,Moderate,94
0.04446461,2249,china_styani,,1,Moderate,102
0,2169,India,,1,Moderate,93
0.024590164,2181,Nepal,IUCN VI,1,Core,86
0.015560166,2337,Nepal,,1,Moderate,82
0.005469462,1787,Bhutan,,1,Low,90
0.005188067,3270,China_fulgens,,1,Low,95
,4104,China_fulgens,,0,Low,96
0.005673759,3635,Nepal,,1,Low,82
,4579,Nepal,,0,Core,82
0,3127,China_fulgens,,1,Moderate,99
,2744,China_fulgens,,0,Low,99
,2644,china_styani,,0,Low,104
0,1883,china_styani,,1,Moderate,104
0,3398,China_fulgens,,1,Moderate,100
0,2451,Burma,,1,Core,98
,5248,China_fulgens,,0,Low,94
0.010471204,4111,China_fulgens,,1,Low,100
0,4430,China_fulgens,,1,Low,94
0,3652,China_fulgens,,1,Low,101
0,2347,Burma,IUCN IV,1,Core,98
,3529,China_fulgens,,0,Moderate,98
0.362637363,3188,china_styani,,1,Moderate,104
0,3743,China_fulgens,,1,Low,87
0,2833,Nepal,,1,Core,86
0,3542,China_fulgens,,1,Low,97
0,2329,Bhutan,IUCN II,1,Low,90
0.040952381,2243,China_fulgens,,1,Low,95
0.001906578,3725,Bhutan,IUCN II,1,Moderate,90
,3979,Burma,IUCN II,0,Low,98
,2311,Nepal,,0,Core,87
0.005434783,1279,Burma,IUCN IV,1,Moderate,98
,2489,China_fulgens,,0,Moderate,100
,3635,china_styani,,0,Low,102
9.29E-04,1828,china_styani,,1,Moderate,103
0,2660,china_styani,,1,Core,102
0,3416,Nepal,IUCN VI,1,Core,83
0.009036145,2972,china_styani,,1,Low,104
0,2531,china_styani,,1,Moderate,102
,3218,China_fulgens,,0,Moderate,99
0,2598,India,,1,Low,96
,5381,China_fulgens,,0,Low,93
,2608,China_fulgens,,0,Low,100
0.00101626,3180,Bhutan,IUCN VI,1,Core,90
0,1639,china_styani,,1,Low,104
0,3189,China_fulgens,,1,Low,101
0,2951,India,,1,Moderate,94
0.003841229,1939,china_styani,,1,Low,104
0.017621145,3187,China_fulgens,,1,Low,101
,1945,China_fulgens,,0,Low,100
,4329,Burma,IUCN II,0,Low,98
,3504,China_fulgens,,0,Core,87
,4010,China_fulgens,,0,Moderate,100
,2767,China_fulgens,,0,Low,94
0.003138075,2570,china_styani,,1,Low,103
,4465,China_fulgens,,0,Low,96
,1951,Nepal,,0,Moderate,83
,3414,India,,0,Moderate,94
,4074,Nepal,,0,Low,82
,3916,China_fulgens,,0,Low,95
0.019047619,1554,,,1,Low,99
,2371,Nepal,,0,Moderate,83
,3689,India,,0,Low,97
,2284,china_styani,,0,Low,102
0.003128259,3448,China_fulgens,,1,Low,99
0,3197,China_fulgens,,1,Low,97
,4134,Nepal,IUCN VI,0,Moderate,85
0.001834862,3632,Bhutan,IUCN II,1,Core,91
,4582,china_styani,,0,Low,102
,2406,China_fulgens,,0,Moderate,99
,2580,China_fulgens,,0,Low,100
0,2609,Nepal,,1,Moderate,81
9.86E-04,1954,India,,1,Core,88
0,1512,Burma,IUCN IV,1,Low,97
0.009927798,1582,china_styani,,1,Low,104
,3597,India,,0,Moderate,94
0.385177453,529,India,,1,Moderate,91
,2567,Nepal,,0,Moderate,82
,3079,China_fulgens,,0,Low,98
,4690,China_fulgens,,0,Low,95
,2614,Bhutan,IUCN IV,0,Moderate,92
0,4108,China_fulgens,,1,Low,95
,4686,China_fulgens,,0,Low,97
0,3313,China_fulgens,,1,Moderate,99
0,2642,Burma,IUCN IV,1,Low,97
0,3013,Nepal,,1,Moderate,83
0,3606,China_fulgens,,1,Low,98
0.001833181,2131,china_styani,,1,Low,103
0.00270514,2016,Burma,IUCN IV,1,Moderate,97
,3840,India,,0,Moderate,95
0.006876228,3441,China_fulgens,,1,Low,96
,2263,Burma,,0,Moderate,99
,3546,china_styani,,0,Moderate,103
0,3120,Bhutan,,1,Low,89
0,2529,China_fulgens,,1,Low,99
0.085930123,2048,china_styani,,1,Low,104
0,3913,China_fulgens,,1,Low,98
,2874,China_fulgens,,0,Low,98
,3672,China_fulgens,,0,Low,96
,3948,India,,0,Low,94
0,4066,China_fulgens,,1,Low,96
,4764,China_fulgens,,0,Low,95
,3606,Nepal,IUCN VI,0,Core,88
0,2985,china_styani,,1,Core,103
0.058387396,723,India,,1,Low,92
0,2988,India,,1,Low,95
,3864,China_fulgens,,0,Moderate,100
,3297,china_styani,,0,Moderate,104
0.00543971,2035,Burma,,1,Core,98
0.001190476,3092,China_fulgens,,1,Moderate,100
,4158,Burma,IUCN II,0,Low,98
0.022796353,4189,China_fulgens,,1,Low,99
,3374,Nepal,,0,Low,82
0,3112,Nepal,IUCN VI,1,Core,86
0.01715439,3079,China_fulgens,,1,Low,99
0.010496183,1947,India,,1,Low,93
,3430,Burma,IUCN IV,0,Core,97
0.003784295,3187,china_styani,,1,Low,102
,1928,Burma,IUCN II,0,Moderate,98
0,3038,China_fulgens,,1,Low,101
,2416,Bhutan,,0,Low,90
0.062378168,3002,Bhutan,,1,Low,90
0.16827853,2173,china_styani,,1,Low,103
,1311,china_styani,,0,Moderate,102
0,2461,India,,1,Low,94
0.002506266,3480,China_fulgens,,1,Moderate,98
,3885,Nepal,,0,Low,82
,2153,China_fulgens,,0,Low,100
,2911,China_fulgens,,0,Low,100
,3368,India,,0,Low,95
0,1365,Burma,IUCN IV,1,Moderate,97
0,2600,Bhutan,,1,Moderate,92
,5107,China_fulgens,,0,Moderate,99
0,2852,Nepal,,1,Moderate,82
0,1717,Burma,IUCN IV,1,Core,98
,3890,China_fulgens,,0,Low,98
,3055,China_fulgens,,0,Low,94
0.018066847,1495,china_styani,,1,Low,104
0,3845,China_fulgens,,1,Moderate,100
0,3231,India,,1,Core,93
0.008421053,3007,Burma,,1,Low,98
,3796,Nepal,IUCN VI,0,Core,87
,3946,China_fulgens,,0,Low,99
,2892,China_fulgens,,0,Low,101
0,3998,China_fulgens,,1,Low,95
0,3284,India,,1,Low,92
,4194,china_styani,,0,Moderate,102
,1914,Nepal,,0,Moderate,88
0,3319,Nepal,,1,Moderate,83
0,3844,China_fulgens,,1,Low,94
0.012917115,1315,china_styani,,1,Low,103
0.003606853,1743,china_styani,,1,Moderate,103
0.009017133,1193,Burma,,1,Low,97
0,1871,china_styani,,1,Moderate,102
0,3376,China_fulgens,,1,Moderate,99
0.002285714,908,china_styani,,1,Moderate,103
0,3938,Bhutan,IUCN IV,1,Low,92
,964,china_styani,,0,Low,103
,3365,Nepal,,0,Moderate,83
0.012623986,2059,Burma,IUCN IV,1,Moderate,97
0,3411,China_fulgens,,1,Low,100
0.015370705,1227,India,,1,Low,94
0,3729,China_fulgens,,1,Moderate,91
,4404,China_fulgens,,0,Low,95
,3681,China_fulgens,,0,Low,99
9.08E-04,2028,china_styani,,1,Low,103
,3705,china_styani,,0,Low,104
0.001858736,1054,India,,1,Moderate,92
0,4212,China_fulgens,,1,Low,97
,1990,China_fulgens,,0,Low,101
0.014427412,2457,China_fulgens,,1,Low,98
,3752,China_fulgens,,0,Low,97
0,2788,India,,1,Moderate,93
,3884,China_fulgens,,0,Low,97
0.233635448,1665,China_fulgens,,1,Moderate,98
9.44E-04,2473,Nepal,IUCN II,1,Moderate,87
0,3196,China_fulgens,,1,Low,99
0.005434783,2152,Nepal,,1,Core,85
0.012064343,3549,India,,1,Core,93
,4632,China_fulgens,,0,Low,87
0.004694836,3087,china_styani,,1,Moderate,102
,3423,China_fulgens,,0,Low,99
0,2735,China_fulgens,,1,Low,97
0,2314,china_styani,,1,Core,103
,3268,China_fulgens,,0,Low,98
0,3803,China_fulgens,,1,Low,99
,4336,China_fulgens,,0,Low,94
,2958,China_fulgens,,0,Low,100
0,2295,Burma,,1,Moderate,98
9.22E-04,1751,Nepal,,1,Moderate,87
0.027372263,1499,china_styani,,1,Low,104
0,2431,China_fulgens,,1,Moderate,100
0,2836,India,,1,Low,95
,3508,China_fulgens,,0,Low,96
0.001303781,3632,China_fulgens,,1,Low,99
9.08E-04,1449,china_styani,,1,Low,104
,4199,China_fulgens,,0,Low,98
0.001023541,2446,Nepal,IUCN II,1,Moderate,87
0,3023,china_styani,,1,Moderate,103
,3459,China_fulgens,,0,Low,97
,3067,China_fulgens,,0,Low,101
,3356,Burma,IUCN IV,0,Core,97
,3131,Nepal,IUCN II,0,Core,82
0,3577,China_fulgens,,1,Low,96
0,2490,Nepal,,1,Moderate,82
0.001428571,2485,China_fulgens,,1,Low,99
0,2342,China_fulgens,,1,Low,95
0.003125,2124,Nepal,,1,Moderate,85
0,3197,Bhutan,,1,Core,91
0,2535,Bhutan,IUCN IV,1,Moderate,92
0,1808,India,,1,Low,96
0,2770,china_styani,,1,Moderate,103
0.00154321,3408,Nepal,,1,Moderate,82
0,1819,Burma,,1,Low,98
0,2586,India,,1,Moderate,97
,2274,China_fulgens,,0,Low,100
,2401,Nepal,,0,Low,82
,2700,china_styani,,0,Moderate,103
,2210,China_fulgens,,0,Moderate,99
0,2879,India,,1,Moderate,88
,4472,China_fulgens,,0,Low,94
0,1267,Burma,IUCN IV,1,Low,97
9.22E-04,2246,Bhutan,,1,Low,89
,2199,China_fulgens,,0,Moderate,95
0,2060,India,,1,Low,96
,2150,China_fulgens,,0,Moderate,98
0,1857,Nepal,IUCN VI,1,Moderate,87
0.003745318,3094,china_styani,,1,Low,103
0,3380,India,,1,Core,94
0,3259,China_fulgens,,1,Moderate,100
0.005167959,1949,Nepal,IUCN VI,1,Low,84
0.009291521,676,India,,1,Moderate,91
0.003606853,2004,china_styani,,1,LowModerate,103
,3668,Nepal,IUCN VI,0,Moderate,86
0,3355,China_fulgens,,1,Low,96
0.145679012,3702,China_fulgens,,1,Low,96
,3430,China_fulgens,,0,Moderate,99
,4234,China_fulgens,,0,Low,97
,2055,China_fulgens,,0,Low,99
,4023,China_fulgens,,0,Low,95
0.061111111,2626,Nepal,IUCN II,1,Moderate,82
0,2984,India,,1,Moderate,97
0,2729,china_styani,,1,Low,102
0.007446809,1962,china_styani,,1,Moderate,102
,4041,Burma,IUCN II,0,Low,98
0,3390,Bhutan,IUCN II,1,Core,91
0.004508566,1667,china_styani,,1,Low,104
,5660,China_fulgens,,0,Low,95
0,3180,China_fulgens,,1,Moderate,98
0.078899083,1831,china_styani,,1,Low,104
0,2388,china_styani,,1,Moderate,103
0.008532423,2723,China_fulgens,,1,Moderate,100
0,2923,China_fulgens,,1,Low,89
0.012037037,3229,India,,1,Core,93
0.002830189,2940,china_styani,,1,Moderate,102
,4732,china_styani,,0,Moderate,102
0.001040583,2905,Nepal,,1,Core,83
0,3984,china_styani,,1,Moderate,102
,2202,Nepal,IUCN VI,0,LowModerate,86
0,3059,China_fulgens,,1,Low,100
0.042887029,3286,China_fulgens,,1,Low,100
,2516,Burma,IUCN IV,0,Low,97
,3386,China_fulgens,,0,Low,96
0,2466,china_styani,,1,Moderate,103
,1494,Nepal,,0,Moderate,86
0.041114058,4268,China_fulgens,,1,Low,100
0,2558,India,,1,Core,93
0.00190295,3848,Bhutan,IUCN II,1,Moderate,90
0.00101626,2832,China_fulgens,,1,Moderate,99
,3535,Nepal,,0,Low,82
,3449,China_fulgens,,0,Low,100
0,1910,China_fulgens,,1,Low,95
0,2613,Nepal,IUCN VI,1,Moderate,84
0,1809,Burma,IUCN IV,1,Core,97
,4082,China_fulgens,,0,Low,99
9.03E-04,2127,Burma,IUCN IV,1,Moderate,97
,3501,china_styani,,0,Moderate,103
,1926,Burma,,0,Moderate,99
0,2490,china_styani,,1,Low,102
0.002066116,3153,India,,1,Moderate,94
0.0112,2688,Nepal,,1,Low,83
0.053594771,3172,China_fulgens,,1,Low,100
0,1361,Nepal,IUCN VI,1,Low,87
0.001839926,2330,Burma,,1,Moderate,99
0.001536098,3095,China_fulgens,,1,Low,93
0,1306,Burma,,1,Core,98
9.64E-04,2705,Bhutan,,1,Moderate,89
0.100991885,2344,Burma,,1,Moderate,99
0,1580,Nepal,,1,Low,85
0,1131,Burma,,1,Moderate,98
0,2783,Burma,IUCN IV,1,Moderate,97
,3324,Nepal,,0,Low,83
0.110885046,1869,,,1,Low,99
0,2434,china_styani,,1,Low,104
0,2490,China_fulgens,,1,Low,101
,2738,India,,0,Moderate,95
0,4020,Nepal,,1,Moderate,87
0,1628,India,,1,Moderate,92
0.342990654,1965,China_fulgens,,1,Moderate,98
0,2431,Bhutan,,1,Moderate,92
,3790,China_fulgens,,0,Moderate,99
0,3322,china_styani,,1,Low,103
,2301,china_styani,,0,Moderate,103
0,4140,India,,1,Low,93
0.046025105,3513,Nepal,,1,Low,83
0,3433,Nepal,,1,Moderate,82
0,2539,China_fulgens,,1,Moderate,95
,1326,India,,0,Low,92
,3965,Burma,IUCN II,0,Low,98
0.003679853,3710,Bhutan,IUCN IV,1,Moderate,92
,3469,Nepal,,0,Moderate,82
0.021215043,1466,Burma,,1,Moderate,99
0,3182,Nepal,,1,Moderate,82
0,2836,china_styani,,1,Moderate,103
0,2422,china_styani,,1,Moderate,102
0.070895522,3002,China_fulgens,,1,Low,101
0,3790,China_fulgens,,1,Moderate,99
,3457,China_fulgens,,0,Moderate,99
0,2115,India,,1,Low,97
,3857,India,,0,Low,96
,3091,China_fulgens,,0,Moderate,99
0.050847458,1962,Nepal,,1,Low,82
0,4369,China_fulgens,,1,Low,94
0,3348,china_styani,,1,Moderate,102
,2718,Nepal,,0,Moderate,82
0.013599275,1308,china_styani,,1,Low,104
,3889,Nepal,,0,Low,82
,4161,China_fulgens,,0,Moderate,95
0,3404,Bhutan,,1,Low,89
0,1533,India,,1,Low,95
0.003466205,2694,Nepal,,1,Moderate,87
,3796,China_fulgens,,0,Moderate,100
,2885,Bhutan,,0,Moderate,90
0,2355,Burma,IUCN IV,1,Low,97
0.004940711,3122,Bhutan,,1,Moderate,90
0.00477327,3962,China_fulgens,,1,Low,94
0,2406,Burma,,1,Low,98
,4118,China_fulgens,,0,Core,95
,3164,China_fulgens,,0,Low,95
,5065,China_fulgens,,0,Low,93
,3461,China_fulgens,,0,Moderate,100
0,2897,china_styani,,1,Moderate,103
,4074,china_styani,,0,Low,103
0,3307,China_fulgens,,1,Low,95
0.002205072,2368,Nepal,,1,Core,87
0.049769585,1565,China_fulgens,,1,Low,95
0,3985,china_styani,,1,Moderate,102
0.039449541,2919,china_styani,,1,Low,103
0.09119171,2709,china_styani,,1,Low,104
0.001137656,3091,India,,1,Low,96
0,3070,Nepal,,1,Moderate,85
,3637,China_fulgens,,0,Low,98
0,2353,China_fulgens,,1,Low,99
0.036779324,3075,China_fulgens,,1,Low,96
0.085144928,2835,china_styani,,1,Moderate,103
,4840,China_fulgens,,0,Low,93
0,4009,Bhutan,IUCN II,1,Moderate,90
,3053,china_styani,,0,Moderate,103
0.004807692,2762,china_styani,,1,LowModerate,103
,3234,China_fulgens,,0,Low,95
0.002909796,3938,Bhutan,IUCN VI,1,Moderate,91
,4563,Nepal,IUCN II,0,Moderate,86
0,2680,China_fulgens,,1,Low,95
,2060,china_styani,,0,Moderate,102
,4309,China_fulgens,,0,Low,94
,3638,China_fulgens,,0,Low,98
,3337,China_fulgens,,0,Low,99
