loss_mean,elevation,Country,IUCN RATING,over_20_pc_canopy_cover,Habitat_class,longitude
0,1813,Burma,IUCN IV,1,Low,97
0,2421,India,,1,Core,94
0,3429,china_styani,,1,Moderate,103
0,3203,Nepal,,1,ModerateCore,87
0.022082019,4190,China_fulgens,,1,Low,99
0,2819,China_fulgens,,1,Moderate,99
,3119,China_fulgens,,0,Low,99
0,3334,China_fulgens,,1,Core,95
,4694,China_fulgens,,0,Low,93
0.015902713,3207,china_styani,,1,Moderate,102
0,2393,India,,1,Moderate,95
,2180,Nepal,,0,Moderate,85
0.007272727,1560,china_styani,,1,Core,103
,4031,China_fulgens,,0,Low,97
,3317,China_fulgens,,0,Low,95
0.010869565,3236,china_styani,,1,Moderate,103
0,2193,Nepal,,1,Low,83
0,3536,China_fulgens,,1,Low,98
0,3804,China_fulgens,,1,Low,100
0,3130,China_fulgens,,1,Low,96
,2334,china_styani,,0,Moderate,103
,3369,china_styani,,0,Moderate,103
,4689,China_fulgens,,0,Low,96
9.93E-04,3100,China_fulgens,,1,Moderate,99
0,2927,China_fulgens,,1,Moderate,100
0,2260,India,,1,Low,96
0,2244,Nepal,,1,Moderate,82
,4483,China_fulgens,,0,Low,98
0,2046,Nepal,,1,Moderate,88
,2588,Burma,,0,Moderate,99
0,3982,China_fulgens,,1,Low,97
,2161,China_fulgens,,0,Low,100
,1465,Nepal,,0,Low,83
0,2734,Nepal,IUCN VI,1,Core,86
0.003512881,3776,China_fulgens,,1,Low,97
0.004535147,1369,Bhutan,,1,Low,89
0,2319,China_fulgens,,1,Low,100
0,1123,Burma,,1,Core,98
0,3926,Bhutan,IUCN II,1,Moderate,91
0.030560272,2420,china_styani,,1,Moderate,102
0,3624,Nepal,,1,Low,82
0,3486,China_fulgens,,1,Moderate,94
0.002915452,2702,China_fulgens,,1,Low,100
0.006335797,3408,China_fulgens,,1,Moderate,99
0.012790698,3428,China_fulgens,,1,Low,100
0,2855,India,,1,Moderate,92
,4044,Nepal,,0,Moderate,86
0.011352886,2377,Nepal,,1,Core,85
0,3706,India,,1,Core,92
,2490,china_styani,,0,Low,103
0,3074,Nepal,IUCN II,1,Moderate,85
9.47E-04,1144,Burma,,1,Moderate,98
,3796,China_fulgens,,0,Low,95
,1825,China_fulgens,,0,Low,99
0,2209,India,,1,Moderate,93
0,1908,India,,1,Low,96
0,3587,India,IUCN II,1,Moderate,88
,2467,Nepal,,0,Low,82
0,2529,china_styani,,1,Moderate,102
0,3409,China_fulgens,,1,Low,95
0,2919,china_styani,,1,Moderate,102
,3607,Burma,IUCN II,0,Low,98
,2293,China_fulgens,,0,Low,98
0,2625,India,,1,Moderate,94
0.007518797,2563,China_fulgens,,1,Low,99
,2896,China_fulgens,,0,Low,101
,2183,Nepal,,0,Core,88
0,3852,China_fulgens,,1,Moderate,99
9.36E-04,2638,India,,1,Low,94
0.002757353,1834,Burma,,1,Moderate,99
0.005830904,4319,China_fulgens,,1,Low,100
0.002955665,3946,China_fulgens,,1,Moderate,100
0,2439,China_fulgens,,1,Low,95
,4553,China_fulgens,,0,Low,94
0.00228833,2630,India,,1,Moderate,92
,1806,china_styani,,0,Moderate,103
,3078,Burma,,0,Moderate,99
0,3388,china_styani,,1,Moderate,102
,4264,China_fulgens,,0,Low,98
,3897,Burma,IUCN II,0,Moderate,98
,3300,China_fulgens,,0,Low,100
,1201,china_styani,,0,Low,103
,3114,China_fulgens,,0,Low,101
,4635,China_fulgens,,0,Low,99
0,1865,Nepal,IUCN VI,1,Moderate,84
,3734,China_fulgens,,0,Low,93
0.001302083,993,china_styani,,1,Low,103
,3621,China_fulgens,,0,Low,95
0,4002,Bhutan,IUCN VI,1,Moderate,91
0,2245,Nepal,,1,Core,87
0.003759398,2582,China_fulgens,,1,Low,101
0,2872,Nepal,IUCN VI,1,Moderate,87
0.004678363,2677,China_fulgens,,1,Moderate,92
0,3065,China_fulgens,,1,Low,101
0.002328289,2146,Burma,,1,Low,98
,3766,China_fulgens,,0,Low,99
0.001140251,2437,Nepal,,1,Moderate,87
0,3497,China_fulgens,,1,Low,96
0.001803427,1483,Burma,IUCN IV,1,Low,97
9.50E-04,2701,Nepal,,1,Core,88
0.071256039,1116,china_styani,,1,Low,103
,4415,China_fulgens,,0,Low,96
0,2833,India,,1,Core,93
0,3136,Bhutan,IUCN II,1,Core,91
0.014466546,910,Burma,,1,Moderate,98
,1812,Nepal,,0,Moderate,82
0.013346044,3523,Bhutan,IUCN II,1,Moderate,90
,2368,Nepal,,0,Low,83
,4512,China_fulgens,,0,Low,96
0.002347418,2356,India,IUCN II,1,Moderate,88
,4477,Nepal,,0,Low,82
0,3470,china_styani,,1,Moderate,102
0,2080,Burma,IUCN IV,1,Core,98
0.003089598,3345,China_fulgens,,1,Low,99
0,2929,China_fulgens,,1,Low,95
,3347,china_styani,,0,Moderate,102
0,2530,Bhutan,,1,Low,90
,1640,china_styani,,0,Moderate,103
,2274,China_fulgens,,0,Low,100
0.150537634,1330,India,,1,Low,92
0,1909,Burma,,1,Low,98
,2852,Bhutan,,0,Moderate,91
0,3056,China_fulgens,,1,Low,100
0,1595,Burma,IUCN IV,1,Low,97
0.001006036,3554,India,,1,Moderate,92
0,2709,china_styani,,1,Moderate,103
,3854,China_fulgens,,0,Low,94
0.002554278,3777,China_fulgens,,1,Low,99
,3100,Nepal,,0,Moderate,88
0.012711864,3387,China_fulgens,,1,Low,96
0.021887825,1747,Bhutan,IUCN II,1,Low,91
,4618,China_fulgensIndia,,0,Low,96
0,2856,China_fulgens,,1,Low,96
0,2023,China_fulgens,,1,Low,100
,3093,China_fulgens,,0,Low,98
0,4044,China_fulgens,,1,Low,95
0,2335,china_styani,,1,Moderate,102
,2769,China_fulgens,,0,Low,101
,3922,China_fulgens,,0,Low,99
0.00536193,3550,China_fulgens,,1,Moderate,100
0.058013766,2146,china_styani,,1,Moderate,103
0,3811,China_fulgens,,1,Low,101
0,2925,Nepal,,1,Moderate,82
0.001058201,3624,China_fulgens,,1,Moderate,100
0,3078,China_fulgens,,1,Low,100
0,3933,China_fulgens,,1,Low,99
,4125,China_fulgens,,0,Moderate,100
0,1462,India,,1,Moderate,95
0,2265,Burma,IUCN II,1,Moderate,98
0.008264463,1836,Burma,IUCN II,1,Core,98
0,3158,China_fulgens,,1,Low,96
,3569,China_fulgens,,0,Low,100
0.003225806,2671,Nepal,,1,Moderate,83
,1837,Nepal,,0,Moderate,82
,2796,China_fulgens,,0,Moderate,100
,4385,China_fulgens,,0,Low,95
0.033877039,3668,China_fulgens,,1,Low,94
,2660,India,,0,Moderate,92
0,3332,India,,1,Low,93
0,2527,China_fulgens,,1,Low,100
,4325,Bhutan,IUCN II,0,Low,90
,4271,China_fulgens,,0,Moderate,99
0.008080808,2883,Bhutan,IUCN VI,1,Core,90
0.001876173,2906,Nepal,,1,Low,83
0,2445,India,,1,Core,93
,2946,Bhutan,,0,Low,89
0,3205,china_styani,,1,Moderate,103
0,3206,China_fulgens,,1,Low,99
0,3414,China_fulgens,,1,Low,97
9.14E-04,2566,China_fulgens,,1,Low,100
0,3806,China_fulgens,,1,Low,94
0,4867,China_fulgens,,1,Moderate,100
9.79E-04,3946,china_styani,,1,Moderate,102
0.002247191,2460,China_fulgens,,1,Low,100
0,3530,Nepal,,1,Moderate,82
0.010362694,1352,china_styani,,1,Low,103
0,4000,Bhutan,IUCN II,1,Moderate,91
0,2520,India,,1,Low,94
,3602,Nepal,IUCN VI,0,Low,84
0,2106,Bhutan,,1,Low,90
0,4211,China_fulgens,,1,Low,100
0.001008065,3927,China_fulgens,,1,Low,93
0,1485,India,,1,Low,93
,3036,Bhutan,IUCN II,0,Moderate,91
,3283,China_fulgens,,0,Low,100
0,4201,China_fulgens,,1,Low,94
0,2981,China_fulgens,,1,Low,95
0.001939864,2182,china_styani,,1,Moderate,102
,4333,Nepal,IUCN VI,0,Moderate,83
,2638,China_fulgens,,0,Low,100
0.004830918,2115,Nepal,,1,Core,88
0,3037,China_fulgens,,1,Low,97
,3707,Nepal,IUCN VI,0,Low,85
0.01489573,2948,china_styani,,1,Moderate,103
0,3851,China_fulgens,,1,Low,100
,3296,China_fulgens,,0,Core,85
,3287,China_fulgens,,0,Moderate,94
0,2855,China_fulgens,,1,Low,97
,2836,China_fulgens,,0,Moderate,99
,4322,china_styani,,0,Moderate,102
9.28E-04,3346,china_styani,,1,Core,103
0,2792,China_fulgens,,1,Moderate,95
,2539,China_fulgens,,0,Core,99
0,3341,India,,1,Moderate,95
,3012,Nepal,,0,Moderate,87
0.008174387,3363,India,,1,Low,96
0.275395034,3212,China_fulgens,,1,Moderate,91
,2553,China_fulgens,,0,Low,100
0,2344,Bhutan,,1,Moderate,91
0,2797,China_fulgens,,1,Low,99
,3648,China_fulgens,,0,Low,96
0.002190581,2131,China_fulgens,,1,Low,99
,3682,China_fulgens,,0,Low,95
0,3251,Nepal,IUCN VI,1,Low,84
0,2710,China_fulgens,,1,Core,100
0.00631769,1589,Burma,IUCN IV,1,Core,98
0,4065,Nepal,IUCN VI,1,Core,87
0,2342,Burma,,1,Low,98
0,3519,India,,1,Low,93
,4001,china_styani,,0,Moderate,102
0.005429864,1342,China_fulgens,,1,Low,95
0.001256281,4024,China_fulgens,,1,Low,98
0.010493179,2827,Burma,IUCN IV,1,Moderate,97
0,2134,Burma,,1,Core,98
,3227,Nepal,IUCN VI,0,Low,83
,4072,China_fulgens,,0,Low,100
0,2726,India,,1,Low,94
0,2823,India,,1,Low,95
,2085,Nepal,,0,Low,83
,4079,China_fulgens,,0,Low,95
0,2041,India,,1,Low,96
0,2073,Burma,IUCN II,1,Moderate,98
0,3336,China_fulgens,,1,Low,98
,3521,India,,0,Low,96
,2093,Nepal,IUCN VI,0,Low,87
0.00477327,3353,Bhutan,IUCN II,1,Moderate,90
0,3213,Bhutan,IUCN IV,1,Core,91
0,4255,China_fulgens,,1,Low,98
0.016715831,1143,china_styani,,1,Low,104
0.001686341,3599,China_fulgens,,1,Low,95
0,3256,India,,1,Low,94
0,2660,India,,1,Moderate,93
0,2271,India,,1,Low,97
0,2381,India,,1,Core,97
0.002472188,2963,Bhutan,IUCN VI,1,Low,90
,3651,China_fulgens,,0,Moderate,98
0,3490,Burma,IUCN II,1,Moderate,98
0,2346,china_styani,,1,Low,104
,2272,Burma,IUCN II,0,Low,98
0.081871345,3736,China_fulgens,,1,Low,100
0,3990,China_fulgens,,1,Low,87
0,1083,Bhutan,,1,Low,90
0.00141844,2886,Nepal,,1,Moderate,83
,4775,China_fulgens,,0,Moderate,94
,4704,China_fulgens,,0,Core,99
,4727,China_fulgens,,0,Low,99
,3575,India,,0,Low,96
,2354,China_fulgens,,0,Moderate,100
,2745,Bhutan,,0,Moderate,91
0,1976,china_styani,,1,Low,104
0.00147929,1307,Nepal,,1,Moderate,87
0.042224511,1272,china_styani,,1,Low,104
,2844,China_fulgens,,0,Low,100
0.010238908,2814,China_fulgens,,1,Moderate,99
,2333,China_fulgens,,0,Low,95
0,2608,Nepal,,1,Low,83
0,3538,China_fulgens,,1,Low,99
0,3606,Bhutan,,1,Moderate,90
0,2268,India,,1,Low,97
,1402,china_styani,,0,Low,103
0.003579952,3273,China_fulgens,,1,Low,95
0.015277778,3344,Nepal,,1,Low,83
,2649,India,,0,Moderate,92
,2553,Burma,,0,Moderate,98
0.001843318,2438,Burma,IUCN IV,1,Core,97
0,2472,India,,1,Moderate,97
,3503,China_fulgens,,0,Low,97
,4737,China_fulgens,,0,Low,93
0,2925,Nepal,,1,Core,88
0,4151,China_fulgens,,1,Low,94
,3466,china_styani,,0,Low,104
,3652,China_fulgens,,0,Low,95
0,2168,Burma,,1,Moderate,99
0.014962594,2405,Nepal,IUCN VI,1,Core,83
,3585,China_fulgens,,0,Moderate,99
9.02E-04,937,Burma,,1,Low,97
,4014,China_fulgens,,0,Low,96
,4287,China_fulgens,,0,Moderate,100
0.008287293,2436,china_styani,,1,Moderate,103
0.013953488,4267,China_fulgens,,1,Moderate,99
0,1918,Burma,IUCN IV,1,Low,97
,2711,China_fulgens,,0,Low,97
0,3940,china_styani,,1,Moderate,102
,4031,Nepal,IUCN VI,0,Moderate,86
0,2309,India,,1,Moderate,93
,1881,China_fulgens,,0,Moderate,100
,3469,China_fulgens,,0,Low,99
,3533,China_fulgens,,0,Moderate,98
,3491,china_styani,,0,Moderate,103
0.001039501,1806,china_styani,,1,Low,104
,3632,China_fulgens,,0,Moderate,100
0.079234973,3061,China_fulgens,,1,Low,101
0,1924,china_styani,,1,Core,103
0,2954,India,,1,Low,94
,1980,Nepal,,0,Moderate,82
0.005302227,2752,China_fulgens,,1,Moderate,95
0.001150748,3075,Burma,IUCN II,1,Moderate,98
,2121,China_fulgens,,0,Low,97
0,2705,China_fulgens,,1,Low,99
,4617,China_fulgens,,0,Low,97
0.001485884,3736,China_fulgens,,1,Moderate,99
0,3262,Bhutan,IUCN II,1,Low,91
,2661,china_styani,,0,Low,103
,3955,china_styani,,0,Moderate,103
,1491,china_styani,,0,Moderate,104
0.001019368,3133,china_styani,,1,Moderate,102
0,2353,India,,1,Moderate,93
0.030368764,4022,China_fulgens,,1,Low,95
0,2352,India,,1,Moderate,93
,4292,China_fulgens,,0,Low,98
0,3880,China_fulgens,,1,Low,100
0.005174644,3560,China_fulgens,,1,Low,99
0,3317,China_fulgens,,1,Moderate,98
,2081,China_fulgens,,0,Moderate,99
0.002849003,2821,China_fulgens,,1,Low,100
0.014234875,823,India,,1,Moderate,91
0.007400555,2535,China_fulgens,,1,Low,98
,2851,China_fulgens,,0,Low,101
0,2930,Nepal,,1,Core,86
0,2199,Bhutan,,1,Low,90
,4544,China_fulgens,,0,Low,96
0,2633,Nepal,IUCN VI,1,Moderate,86
,4527,China_fulgens,,0,Low,100
0.010471204,3116,China_fulgens,,1,Low,101
0.032341527,3714,China_fulgens,,1,Low,99
,2003,Nepal,,0,Low,84
0,2658,China_fulgens,,1,Low,95
,3911,China_fulgens,,0,Moderate,98
0,2763,China_fulgens,,1,Low,98
0,2254,India,,1,LowCore,94
,1645,Nepal,,0,Moderate,86
0,2685,Burma,IUCN II,1,Moderate,99
0.006726457,1695,China_fulgens,,1,Moderate,99
0,1317,Burma,IUCN IV,1,Low,97
,2274,China_fulgens,,0,Low,99
0.076687117,2621,China_fulgens,,1,Moderate,99
,4808,China_fulgens,,0,Low,94
0,2098,china_styani,,1,Low,103
0.001818182,3831,China_fulgens,,1,Low,99
0,4213,China_fulgens,,1,Moderate,98
0,4174,China_fulgens,,1,Low,99
0,2340,India,,1,Core,97
0.003731343,3572,India,,1,Moderate,92
0,2419,china_styani,,1,Low,104
0,3034,India,IUCN II,1,Core,88
0,3544,China_fulgens,,1,Moderate,100
,4114,China_fulgens,,0,Moderate,99
0.029837251,1570,India,,1,Low,93
0.106035889,2557,Bhutan,,1,Low,89
0,1925,China_fulgens,,1,Low,95
0.037398374,831,China_fulgens,,1,Low,95
0.014285714,2331,Bhutan,IUCN II,1,Core,90
,3535,China_fulgens,,0,Low,93
0,3778,China_fulgens,,1,Low,100
0,1406,china_styani,,1,Low,103
0.001848429,1928,India,,1,Low,97
,2154,china_styani,,0,Low,104
0,2912,China_fulgens,,1,Low,96
0,1764,Burma,,1,Core,98
,2588,China_fulgens,,0,Low,101
,3020,china_styani,,0,Moderate,103
,4809,Nepal,IUCN II,0,Low,83
0,2453,India,,1,Low,96
0.041015625,2872,Nepal,,1,Low,82
,4239,Nepal,,0,Low,83
0,2451,china_styani,,1,Moderate,104
0.003606853,1715,India,,1,Moderate,94
,2212,China_fulgens,,0,Low,100
0.002503129,3273,china_styani,,1,Core,103
0.002739726,3064,China_fulgens,,1,Low,99
,5370,China_fulgens,,0,Low,97
0,3494,china_styani,,1,Low,103
0.004520796,949,Burma,IUCN IV,1,Moderate,97
,2626,Nepal,,0,Moderate,82
,4357,China_fulgens,,0,Low,101
0.138157895,3405,Bhutan,IUCN II,1,Low,90
0,2692,India,,1,Low,94
9.91E-04,2456,Burma,IUCN IV,1,Low,97
0,3702,China_fulgens,,1,Low,98
0,1694,china_styani,,1,Moderate,103
,4148,China_fulgens,,0,Low,95
,2381,China_fulgens,,0,Low,100
,2237,China_fulgens,,0,Low,98
,3729,China_fulgens,,0,Low,97
,3944,China_fulgens,,0,Low,97
,4041,China_fulgens,,0,Low,96
,1093,china_styani,,0,Low,102
0,2366,India,,1,Low,96
0,3739,China_fulgens,,1,Low,100
0.004373178,3313,China_fulgens,,1,Low,99
0,2519,china_styani,,1,Moderate,102
0.012048193,2499,China_fulgens,,1,Low,95
0.018,4002,China_fulgens,,1,Low,99
9.55E-04,2811,Nepal,,1,Low,82
,3942,India,,0,Low,95
0,1975,India,,1,Low,95
0.007540057,2804,Burma,IUCN II,1,Moderate,98
,1113,Nepal,,0,Moderate,82
,3768,china_styani,,0,Low,102
0,3402,China_fulgens,,1,Low,99
9.02E-04,2040,china_styani,,1,Moderate,103
0,2663,China_fulgens,,1,Low,95
,3976,India,,0,Core,93
0,2369,China_fulgens,,1,Moderate,99
,4513,China_fulgens,,0,Low,95
0.006379585,2772,China_fulgens,,1,Low,95
,2318,China_fulgens,,0,Low,100
,3807,Burma,,0,Moderate,99
,2814,India,,0,Low,96
,1366,China_fulgens,,0,Low,100
,1831,China_fulgens,,0,Low,100
0,2076,Nepal,,1,Moderate,83
0.002444988,3185,India,,1,Moderate,93
,2453,China_fulgens,,0,Low,100
,1464,India,,0,Low,91
,4315,China_fulgens,,0,Low,97
0,3449,India,,1,Moderate,94
0.054133858,740,India,,1,Low,94
0.008130081,2080,china_styani,,1,Moderate,103
,2669,China_fulgens,,0,Moderate,100
0,2388,China_fulgens,,1,Low,97
0.11928934,2412,China_fulgens,,1,Low,98
0,2041,Nepal,,1,Low,82
0.014522822,3478,China_fulgens,,1,Low,96
0,3370,China_fulgens,,1,Moderate,99
0.030110935,2855,Bhutan,,1,Low,90
0,3889,China_fulgens,,1,Low,95
,3613,India,,0,Core,92
,3690,India,,0,Low,95
0,3431,China_fulgens,,1,Low,96
0,1922,India,,1,Low,96
0,4166,China_fulgens,,1,Low,99
0.001492537,3507,China_fulgens,,1,Moderate,98
0.012903226,1903,,,1,Low,98
,5227,Nepal,,0,Low,83
,3104,china_styani,,0,Moderate,103
0.003972195,2195,china_styani,,1,Moderate,103
0.280777538,3409,China_fulgens,,1,Moderate,100
,2781,China_fulgens,,0,Moderate,100
0,3371,China_fulgens,,1,Moderate,100
,4551,China_fulgens,,0,Low,95
,1785,Nepal,,0,Low,85
0.005747126,3982,India,,1,Core,96
0,3400,Burma,IUCN IV,1,Moderate,98
0,2426,India,,1,Low,94
,3224,China_fulgens,,0,Low,97
,2337,India,,0,Moderate,88
,1970,Nepal,IUCN VI,0,Moderate,87
0.0144,2497,Bhutan,,1,Low,89
,1461,china_styani,,0,Moderate,103
,3547,Bhutan,IUCN II,0,Moderate,90
,2785,India,,0,Low,96
,3729,India,IUCN II,0,Moderate,88
0.106164384,2703,China_fulgens,,1,Low,100
0.047486034,3946,China_fulgens,,1,Low,94
,4637,China_fulgens,,0,Low,94
0.003666361,1572,china_styani,,1,Moderate,103
0,3323,China_fulgens,,1,Low,95
,5174,China_fulgens,,0,Low,97
,2156,china_styani,,0,Low,104
,2448,China_fulgens,,0,Low,101
0.010086455,2953,China_fulgens,,1,Low,100
0,2046,Burma,IUCN II,1,Moderate,98
,3597,China_fulgens,,0,Core,85
,4416,china_styani,,0,Moderate,102
,1734,China_fulgens,,0,Low,99
0,2129,Bhutan,IUCN_Ia,1,Moderate,89
,3930,Bhutan,,0,Moderate,91
0,2977,Bhutan,,1,Low,89
0,2591,China_fulgens,,1,Low,95
,2125,Nepal,,0,Moderate,88
0,2271,Burma,IUCN IV,1,Core,98
0,2570,India,,1,Low,92
0,2929,Burma,,1,Moderate,98
,3614,Burma,,0,Moderate,98
,1467,Nepal,,0,Moderate,84
0.001028807,2934,China_fulgens,,1,Low,95
0.004533092,2058,china_styani,,1,Moderate,103
0.009677419,1810,China_fulgens,,1,Low,99
0,3305,china_styani,,1,Low,102
0.001123596,2085,china_styani,,1,Moderate,102
0,2549,Bhutan,IUCN IV,1,Moderate,91
,4014,Nepal,IUCN VI,0,Moderate,86
0,2458,Burma,,1,Moderate,98
,4521,China_fulgens,,0,Low,98
,1618,China_fulgens,,0,Low,97
,2488,Nepal,,0,Low,82
,1942,Nepal,,0,Moderate,87
0.002772643,2045,china_styani,,1,Low,104
0.00194742,3629,china_styani,,1,Moderate,103
0,4313,Bhutan,IUCN II,1,Low,90
0.001055966,3819,China_fulgens,,1,Low,99
,1022,china_styani,,0,Moderate,103
,4013,China_fulgens,,0,Low,95
,1701,China_fulgens,,0,Low,100
0,2721,Burma,IUCN IV,1,Moderate,98
,3976,China_fulgens,,0,Low,94
0.04516129,3072,Burma,,1,Moderate,99
0,1661,china_styani,,1,Low,104
0,2315,china_styani,,1,Moderate,104
0,2909,Nepal,IUCN VI,1,Core,86
0.001013171,2341,Bhutan,,1,Moderate,89
,2864,China_fulgens,,0,Low,100
0,2707,china_styani,,1,Moderate,103
,2630,Nepal,,0,Low,82
0.422374429,3140,china_styani,,1,Moderate,104
0,1890,Nepal,,1,Core,87
0.002061856,2392,China_fulgens,,1,Low,99
0,2098,Burma,,1,Moderate,99
0.029447853,2693,China_fulgens,,1,Low,99
0,2132,china_styani,,1,Low,104
0,2938,China_fulgens,,1,Low,97
0,2601,China_fulgens,,1,Low,95
0.079569892,3114,china_styani,,1,Low,104
0.002762431,3810,China_fulgens,,1,Low,99
0,3979,Burma,IUCN II,1,Moderate,98
9.19E-04,2402,china_styani,,1,Moderate,103
,4289,China_fulgens,,0,Low,95
,4433,Bhutan,IUCN II,0,Moderate,91
,2947,Nepal,,0,Low,82
0.002729754,3071,china_styani,,1,Moderate,103
0.003412969,2323,China_fulgens,,1,Low,100
0,3161,China_fulgens,,1,Moderate,99
9.09E-04,3078,china_styani,,1,Moderate,103
,1769,Nepal,,0,Moderate,87
,4174,China_fulgens,,0,Low,95
0,2071,India,,1,Low,95
,2641,china_styani,,0,Low,104
,3468,Nepal,,0,Low,83
,4223,China_fulgens,,0,Low,96
,2846,China_fulgens,,0,Moderate,99
0.203615604,3144,China_fulgens,,1,Low,95
0.069277108,3196,China_fulgens,,1,Low,99
0.002583979,3397,Nepal,,1,Low,82
0,2771,Burma,IUCN II,1,Moderate,99
0,3547,China_fulgens,,1,Low,94
,4153,Nepal,IUCN II,0,Low,83
,2361,china_styani,,0,Low,103
,4284,China_fulgens,,0,Low,94
0.003937008,1251,china_styani,,1,Moderate,103
0,2242,India,,1,Low,97
0,2931,china_styani,,1,Moderate,103
0.015659955,3697,China_fulgens,,1,Low,94
0.009017133,1176,Burma,,1,Low,97
0,3841,china_styani,,1,Moderate,102
,3942,China_fulgens,,0,Low,98
0,1911,Burma,,1,Moderate,98
0,2042,Burma,IUCN IV,1,Low,97
0,2310,Nepal,,1,Moderate,82
,3956,Burma,IUCN II,0,Low,98
9.15E-04,2282,Burma,,1,Core,98
0,3348,Nepal,,1,Low,82
,2911,China_fulgens,,0,Low,99
0,1488,china_styani,,1,Low,104
,4596,China_fulgens,,0,Low,94
0.006375228,2158,India,,1,Low,97
,4419,China_fulgens,,0,Low,99
0,3820,China_fulgens,,1,Low,94
,2698,Nepal,,0,Moderate,81
,4226,China_fulgens,,0,Low,96
,4527,China_fulgens,,0,Low,97
,2672,China_fulgens,,0,Low,99
0,2259,India,,1,Low,92
,3311,Nepal,,0,Low,83
0.00244798,3373,Burma,,1,Moderate,99
0,3476,China_fulgens,,1,Low,101
9.22E-04,2404,china_styani,,1,Core,103
,4278,China_fulgens,,0,Moderate,98
0.003257329,3046,china_styani,,1,Low,103
0,2696,China_fulgens,,1,Low,99
0,2803,China_fulgens,,1,Moderate,99
0,3076,China_fulgens,,1,Low,97
,3142,Bhutan,,0,Low,89
0.111506524,2495,China_fulgens,,1,Moderate,95
0.005925926,1303,India,,1,Moderate,91
,2963,Nepal,,0,Low,83
,2420,China_fulgens,,0,Low,100
,3533,Burma,IUCN II,0,Moderate,98
,2711,China_fulgens,,0,Moderate,99
0.010401189,3402,India,,1,Moderate,88
0,1936,Burma,,1,Moderate,98
0,3196,China_fulgens,,1,Low,96
,3848,Nepal,IUCN II,0,Moderate,87
0.003849856,2925,china_styani,,1,Moderate,102
,4446,china_styani,,0,Moderate,102
,4221,china_styani,,0,Moderate,103
0.101092896,1020,India,,1,Moderate,91
,1707,Nepal,,0,Low,83
0.009803922,2555,china_styani,,1,Low,102
,2917,Nepal,,0,Low,82
0.004395604,3653,Nepal,,1,Moderate,88
,2583,India,,0,Low,93
,4869,Nepal,IUCN II,0,Low,83
0,2755,china_styani,,1,Low,103
,3586,Nepal,,0,Moderate,82
0,2419,India,,1,Low,96
0.005319149,1386,India,,1,Low,96
,2843,China_fulgens,,0,Low,100
,2399,Nepal,,0,Moderate,85
0,2032,India,,1,Moderate,93
,3840,China_fulgens,,0,Moderate,94
9.02E-04,2072,china_styani,,1,Low,104
,4176,China_fulgens,,0,Low,99
,3603,India,,0,Low,95
0,2857,China_fulgens,,1,Core,95
0.006564551,1324,Bhutan,IUCN II,1,Low,91
0,3154,Nepal,,1,Moderate,82
0,3130,Nepal,,1,Moderate,82
0,2379,China_fulgens,,1,Moderate,95
0,2540,china_styani,,1,Moderate,102
9.13E-04,2624,,,1,Low,99
0.013819095,3449,Bhutan,IUCN II,1,Low,90
0.001876173,3259,China_fulgens,,1,Low,100
0,3717,India,,1,Low,95
,1923,Bhutan,,0,Low,90
0,1790,Burma,,1,Moderate,98
,4761,China_fulgens,,0,Moderate,86
0,1945,Burma,,1,Moderate,98
0.004642526,1239,china_styani,,1,Moderate,103
,4200,China_fulgens,,0,Low,97
,3341,China_fulgens,,0,Low,95
9.02E-04,857,Burma,IUCN IV,1,Low,96
0.094250707,2661,Burma,,1,Low,98
0,2660,India,,1,Low,95
0.046540881,2098,Burma,,1,Moderate,99
0.042675894,3565,china_styani,,1,Low,102
,4167,Nepal,IUCN VI,0,Moderate,86
,3322,China_fulgens,,0,Low,101
0.003338898,2503,china_styani,,1,Moderate,102
,4060,India,,0,Moderate,89
0.029090909,2687,china_styani,,1,Low,103
0,3988,China_fulgens,,1,Low,95
0,2307,Burma,,1,Core,98
0,2195,Bhutan,IUCN VI,1,Low,90
0,3032,Nepal,,1,Moderate,82
0,3177,Bhutan,IUCN II,1,Moderate,91
,2660,China_fulgens,,0,Low,101
0.006856024,2691,China_fulgens,,1,Low,95
0,3170,China_fulgens,,1,Low,101
9.16E-04,1662,Bhutan,,1,Low,89
,4248,china_styani,,0,Low,103
,4286,India,,0,Low,93
,2082,China_fulgens,,0,Low,99
,2067,Nepal,,0,Low,84
0.033123028,3477,Nepal,,1,Low,82
0,2446,Nepal,IUCN II,1,Moderate,85
,3752,China_fulgens,,0,Low,97
0.016869728,2126,china_styani,,1,Core,103
0.003724395,3162,China_fulgens,,1,Low,97
0.029966704,3729,China_fulgens,,1,Low,100
0,2010,India,,1,Low,96
,2378,China_fulgens,,0,Low,100
,3467,China_fulgens,,0,Low,95
0.001447178,2918,China_fulgens,,1,Low,99
0.001140251,3661,China_fulgens,,1,Moderate,100
0,2188,Burma,,1,Core,98
,3734,China_fulgens,,0,Low,101
0,3834,China_fulgens,,1,Low,94
0,3621,china_styani,,1,Core,102
,2324,China_fulgens,,0,Low,99
0,2256,Nepal,,1,Core,86
,2935,China_fulgens,,0,Moderate,99
0,3839,China_fulgens,,1,Low,100
0,3425,china_styani,,1,Low,102
0,1920,Burma,IUCN IV,1,Low,97
,3297,China_fulgens,,0,Low,99
0.114858706,2492,Burma,,1,Low,99
,2288,china_styani,,0,Low,104
,1774,India,,0,Core,88
