elevation,over_20_pc_canopy_cover,habitat_class,country,percent_loss,longitude_round
1155,0,low,nepal,0,85
4609,0,low,china,0,96
988,1,moderate,india,26.5037594,91
1042,1,moderate,bhutan,0.218818381,89
2495,1,moderate,bhutan,0,92
2264,1,low,bhutan,0.090252708,90
1371,1,moderate,nepal,0,82
4677,0,low,nepal,0,83
4696,0,moderate,nepal,0,86
2825,1,low,nepal,0,83
4027,1,moderate,china,0.094161959,100
3773,1,low,china,0,94
3318,1,moderate,nepal,0.710900474,83
3015,1,low,india,0,94
2560,1,low,india,0,94
2339,1,low,china_spp,0.361663653,103
3482,1,low,china,0.442477876,97
1555,1,low,china,1.173285199,95
2938,1,moderate,burma,0,97
2865,1,moderate,china_spp,0.645756458,103
2168,1,moderate,burma,0.095238095,98
1573,1,moderate,china_spp,0.450856628,103
3800,1,low,india,0,96
2836,0,moderate,burma,0,99
4923,0,low,china,0,96
3680,0,low,china,0,98
2916,0,moderate,china,0,98
1729,0,core,india,0,88
4557,0,low,china,0,96
4395,0,low,china,0,93
4605,0,low,china,0,95
4302,0,low,china,0,96
4290,1,moderate,china,0,94
1554,1,low,india,0.904977376,96
3516,1,moderate,nepal,2.117647059,85
3856,0,moderate,india,0,89
1656,1,core,nepal,1.131687243,87
2458,1,moderate,china,0,100
2955,1,moderate,china_spp,0.45112782,102
4143,1,low,china_spp,0,102
2206,1,moderate,burma,0,98
3183,1,low,,1.142857143,99
4169,0,low,india,0,94
3760,1,moderate,bhutan,0.110741971,92
2963,1,moderate,,0.127877238,99
2861,1,low,india,0,95
4206,1,low,china,0.303030303,99
1526,1,low,burma,0.270513977,98
3058,1,core,china,0,99
3144,1,low,china_spp,9.29250264,104
2693,1,moderate,china,5.961754781,100
2578,1,low,burma,0.182648402,98
1155,0,moderate,nepal,0,84
2205,0,low,,0,99
3976,1,core,china,0,86
3583,0,low,nepal,0,83
3932,0,moderate,bhutan,0,90
1916,1,low,china_spp,0.090991811,103
1942,0,moderate,nepal,0,87
4765,0,low,china,0,95
2372,1,low,india,0,94
3166,0,moderate,china_spp,0,102
4279,0,low,china,0,97
3758,1,moderate,burma,0.845070423,99
4060,1,moderate,china,0,100
2749,1,low,india,0,95
3107,1,moderate,burma,0,97
1659,1,moderate,nepal,0,82
2056,1,moderate,burma,0,98
3479,1,low,china,0,101
2605,0,moderate,china,0,100
1927,1,core,china_spp,0,103
4101,1,low,china,1.229508197,100
4162,0,low,china,0,99
4741,0,low,china,0,97
2340,1,moderate,burma,0.9,98
3121,0,moderate,china_spp,0,103
2684,1,low,india,0,96
3678,1,core,bhutan,0,91
4575,0,low,china,0,98
4425,0,moderate,burma,0,98
1642,1,moderate,burma,0.631199279,98
3813,0,low,china,0,100
4489,0,low,china,0,97
4080,0,low,china,0,96
2842,1,low,india,0,97
2310,0,moderate,china_spp,0,103
2922,1,moderate,china,0,95
1904,1,core,burma,0.18115942,98
2560,1,low,india,0,93
3137,1,moderate,bhutan,0.634249471,91
1158,1,low,china_spp,0,104
2356,1,core,china_spp,0,102
2901,0,low,india,0,97
4388,0,moderate,china,0,98
4421,0,low,india,0,96
2716,1,core,china_spp,0.274977085,103
2998,1,moderate,china,0,99
1988,1,low,china_spp,1.539855072,104
3322,1,moderate,china_spp,0,102
3229,0,moderate,nepal,0,82
1766,1,low,burma,0,98
1673,1,low,burma,0,97
1566,0,moderate,burma,0,99
2469,0,low,bhutan,0,92
2467,1,moderate,bhutan,0.117508813,91
4035,1,moderate,china,0,100
4226,0,low,china,0,96
2397,1,moderate,china_spp,0,103
1983,1,moderate,china_spp,0,103
1687,1,moderate,china_spp,0.185185185,103
3239,0,low,china,0,94
2229,1,moderate,nepal,0.197433366,83
4084,0,low,china,0,96
2127,1,moderate,nepal,0,82
2129,1,low,burma,0,97
3042,0,moderate,nepal,0,85
2639,1,low,china_spp,0.090826521,104
3594,1,low,china,0,99
3561,1,low,nepal,0.474683544,83
1427,1,core,burma,0,98
2155,1,low,china_spp,0,104
2463,1,low,india,0,94
2025,0,low,,0,100
3583,0,low,china,0,93
1955,1,moderate,burma,3.473491773,98
3218,1,low,china,2.245989305,101
3638,0,low,china,0,96
3668,1,low,china,0.122699387,98
1844,0,moderate,nepal,0,85
2629,1,low,china,18.46153846,95
3409,1,moderate,china_spp,0,102
1366,1,low,china_spp,0,103
1290,1,low,nepal,0,86
3550,0,low,bhutan,0,90
1180,1,moderate,burma,2.344454463,98
2812,1,moderate,china,0,99
2155,1,low,india,0,95
4027,0,low,china,0,94
1888,0,core,nepal,0,86
3683,1,low,china,0,92
2669,0,moderate,nepal,0,82
2484,1,moderate,china_spp,0,103
2343,1,low,china,0,95
3116,1,low,china,1.006711409,101
3034,0,low,nepal,0,83
2300,1,moderate,nepal,0,88
1137,1,moderate,burma,0.090171326,97
3860,1,low,china,0,98
3155,1,low,india,0.29154519,94
2672,1,moderate,nepal,0,82
2349,0,low,china,0,100
2198,1,moderate,burma,0,98
4303,0,moderate,nepal,0,87
2651,1,moderate,burma,0,97
2451,0,low,,0,100
3021,1,moderate,bhutan,0,91
1973,0,core,nepal,0,88
3765,0,low,china,0,100
2926,1,core,bhutanindia,0,89
3475,1,core,bhutan,0,91
660,1,low,burma,1.363636364,97
2835,1,moderate,china_spp,0,102
3510,1,moderate,india,1.233299075,92
1713,0,moderate,nepal,0,85
1806,0,core,india,0,88
1305,1,low,bhutan,1.57480315,91
2686,1,moderate,china_spp,0,102
2266,1,low,burma,0,97
2143,1,moderate,burma,0,98
2941,1,moderate,burma,0,98
2365,1,moderate,china_spp,0.464252553,103
2774,0,low,china,0,99
2641,1,low,india,0,93
2201,1,low,india,0,97
2573,1,moderate,burma,0.180831826,98
3711,1,low,china,0.379146919,92
3933,1,moderate,china,0.182648402,100
3757,0,low,india,0,94
2296,1,moderate,india,0,89
1436,1,low,china_spp,0.270513977,104
2807,0,low,nepal,0,82
2966,0,low,bhutan,0,89
940,1,moderate,india,2.705223881,91
4723,0,moderate,china,0,94
3851,0,low,china,0,96
2252,1,moderate,nepal,0,85
3111,1,low,china_spp,0,103
1988,1,moderate,china,0,99
2969,1,moderate,china_spp,0,103
3658,1,low,bhutan,0,90
3644,1,low,india,0.097943193,93
2585,1,low,india,0.547045952,95
3602,1,low,china,0,99
3132,0,low,china,0,96
1955,1,low,nepal,0.668151448,83
2773,1,core,india,0,97
1963,1,low,india,0,95
3443,0,low,,0,100
2808,1,moderate,china_spp,0,102
3284,1,low,china,0.119474313,99
3942,1,low,china,0,97
3172,0,moderate,china_spp,0,102
3352,0,moderate,india,0,89
3003,1,low,bhutan,0,90
2507,1,moderate,china_spp,0,103
1624,1,low,china_spp,3.42651037,104
2608,1,low,bhutan,0,91
3071,1,low,china,0.201612903,99
1096,0,low,china_spp,0,103
4294,1,low,china,0,94
3196,1,core,nepal,0,87
3391,1,core,bhutan,0,92
2199,1,low,india,0,96
2240,1,moderate,china,0,95
1408,1,core,china_spp,6.721162579,103
2536,0,moderate,china_spp,0,102
1859,1,core,burma,0.671785029,97
2999,1,core,nepal,0.212314225,87
2785,0,core,bhutan,0,91
2866,1,moderate,china,0.113507378,100
2905,1,moderate,china_spp,0,102
2852,1,low,india,0,93
2528,0,low,china_spp,0,103
2654,1,low,,0.434310532,99
1707,1,low,burma,0.090826521,98
2325,1,core,burma,0,98
3415,1,moderate,bhutan,0,92
3637,1,low,,0,99
3241,1,low,bhutan,0,90
2299,1,low,china_spp,2.073940487,104
2931,0,core,nepal,0,88
4249,0,low,china,0,97
3501,0,low,china,0,100
3821,0,moderate,china,0,100
3415,0,moderate,china,0,99
4091,1,low,china,0,100
3532,1,moderate,nepal,7.603092784,82
3189,0,moderate,nepal,0,85
2670,1,low,bhutan,0,91
4373,0,low,china,0,93
2893,1,moderate,nepal,0.194552529,82
3304,1,low,china_spp,0,103
3814,0,low,china,0,99
2616,1,low,china_spp,0,103
4057,0,low,china,0,100
3191,0,low,china,0,94
1613,1,moderate,china_spp,0.090171326,103
3874,1,low,china,0,94
2733,1,moderate,nepal,8.318584071,82
4211,0,low,china,0,97
3722,1,moderate,nepal,0.31512605,86
3058,1,low,china,0,100
2960,1,low,india,0,95
3171,1,moderate,china,0,98
1787,0,low,nepal,0,86
2738,1,low,bhutan,0.2,89
4316,1,low,bhutan,0.403225806,90
983,0,low,china_spp,0,103
4064,0,moderate,nepal,0,86
3630,1,low,china,0.12755102,100
2422,1,low,india,0,96
2994,0,core,nepal,0,85
3275,0,low,china,0,99
4501,0,low,china,0,96
2227,1,low,burma,0.090334237,97
2231,1,low,burma,5.709023941,98
2944,0,low,china,0,94
4034,1,low,china,0.107758621,100
1113,1,low,india,7.314148681,92
2711,1,low,bhutan,0,92
3015,1,moderate,china,3.610503282,100
1885,0,moderate,china,0,100
2623,1,moderate,bhutan,0,91
3823,0,moderate,china,0,99
1923,1,moderate,china_spp,0.56710775,103
1942,1,moderate,burma,0.099601594,98
3302,1,low,china,0,100
2348,1,low,china_spp,0.181818182,102
1560,0,low,india,0,91
3350,1,low,china_spp,0.343642612,103
3179,1,moderate,india,0,94
3189,1,moderate,china,0,100
3510,0,low,china,0,94
3578,1,core,nepal,0,83
3521,1,moderate,china,0,100
3468,1,low,china,0,97
3847,0,moderate,china,0,98
2590,1,moderate,china_spp,36.85185185,104
3521,0,moderate,china,0,100
2851,1,low,nepal,0.146412884,83
3100,0,moderate,india,0,95
2653,1,low,china_spp,0,103
1811,1,low,china_spp,0,104
4350,0,low,china,0,97
3511,0,low,nepal,0,84
1501,1,moderate,india,34.86590038,91
3616,0,low,nepal,0,83
1424,1,low,china_spp,0,104
2722,1,moderate,china,4.195804196,100
2033,0,low,china,0,101
2689,0,core,nepal,0,86
2847,1,core,china_spp,0,103
3920,0,low,india,0,94
3003,0,core,china,0,87
3892,0,moderate,india,0,93
2037,1,core,china_spp,7.507507508,103
2357,1,moderate,,0.102986612,99
3001,1,low,china,0.097847358,99
3428,1,low,china,0.15037594,99
2173,1,low,china_spp,0,104
2666,1,core,china_spp,0.932835821,103
3707,1,core,india,0,92
4231,0,low,china,0,95
2496,0,moderate,china,0,101
3971,0,low,india,0,96
3242,0,moderate,burma,0,99
4052,0,moderate,china_spp,0,102
4244,0,moderate,nepal,0,86
3145,0,low,china,0,96
2756,0,moderate,china_spp,0,102
3167,1,low,,0,100
3073,1,moderate,burma,19.21979068,99
3160,1,core,nepal,0.184842884,82
4371,0,low,china,0,97
3720,1,moderate,bhutan,0.093984962,90
2550,1,core,bhutan,0,91
1269,1,low,china,1.00896861,95
2035,1,low,china_spp,0.904159132,103
2628,0,core,nepal,0,86
3187,0,core,china_spp,0,102
3410,1,low,india,0,94
3122,0,low,china,0,94
3672,1,low,china,0.187441425,95
4463,1,low,china,0,100
1883,0,low,china,0,95
2050,1,low,china_spp,1.083032491,104
3767,1,low,china,0,100
2573,1,low,china,5.915178571,101
1242,0,moderate,india,0,91
2849,1,moderate,bhutan,0.208768267,91
2679,1,low,china,0,99
2443,1,low,bhutan,0,90
2701,1,moderate,china_spp,0.963391137,104
3408,1,moderate,china_spp,0,102
3042,1,moderate,,0,99
1306,1,low,china_spp,0,103
2481,1,moderate,china,1.051401869,99
2909,1,core,nepal,0,87
3982,0,low,bhutan,0,90
1908,0,low,,0,99
2819,1,low,china,18.88412017,100
2688,1,low,china,2.610966057,99
3401,0,low,china_spp,0,102
3858,0,moderate,china_spp,0,102
1882,0,low,china_spp,0,102
2574,1,moderate,,0,99
3771,1,low,china,0,99
3383,0,low,,0,99
3009,1,low,bhutan,0,90
1756,1,low,china_spp,0.180342651,104
1778,0,low,,0,99
2943,1,low,china_spp,0,102
2473,1,core,nepal,0,87
4199,1,low,china,0,98
3846,1,low,india,0,95
2318,0,low,,0,100
2580,1,low,china,0,99
2223,0,low,china,0,98
4702,0,low,china,0,99
1068,1,low,china_spp,9.2272203,103
3905,1,moderatecore,china_spp,0,103
4182,0,low,china,0,94
4138,0,moderate,china_spp,0,103
2219,1,core,nepal,2.795698925,83
1911,1,low,china_spp,0,104
3423,0,core,nepal,0,85
4252,0,low,china,0,94
1898,1,core,burma,4.166666667,98
1928,1,low,china_spp,0.15600624,104
3293,0,moderate,nepal,0,82
4225,0,low,china,0,99
2470,1,moderate,burma,0.090661831,99
3013,0,moderate,burma,0,98
834,1,moderate,burma,4.882459313,98
2793,1,moderate,burma,0,98
3534,1,low,china,15.69390402,100
1297,1,core,burma,0,98
4760,0,low,china,0,91
2951,1,low,china,0.114942529,101
2506,1,low,nepal,0,83
3822,1,low,bhutan,0.352733686,89
1522,1,low,nepal,0,84
3149,1,moderate,china,0,99
2108,1,core,nepal,0.435729847,86
3787,0,low,nepal,0,83
3013,1,moderate,china_spp,0.388349515,103
2251,0,low,china,0,99
3487,1,core,bhutan,0.752688172,91
1005,1,low,china_spp,0.362647325,104
3585,0,moderate,china,0,98
2371,1,moderate,burma,0,98
1872,1,moderate,burma,0.310237849,99
2540,0,low,china,0,101
3447,1,low,china,0,98
3553,0,moderate,china_spp,0,103
1893,1,low,china_spp,13.73976342,104
3760,0,moderate,china,0,98
4602,0,low,china,0,95
2598,1,moderate,china,0,99
4017,0,low,china_spp,0,102
4526,0,low,china,0,99
2626,1,low,china,0.566893424,101
3817,1,core,bhutan,0,90
2633,1,moderate,nepal,0,82
3057,1,low,china,0.88691796,94
4402,0,low,nepal,0,84
1875,0,moderate,nepal,0,86
2341,1,low,china_spp,4.531722054,102
4533,0,low,china,0,97
1696,1,low,china_spp,0.251572327,102
1899,0,low,nepal,0,83
1888,0,low,bhutan,0,91
2912,1,low,china,0,100
3756,1,moderate,bhutan,0.408719346,90
2464,1,core,china_spp,0.090171326,103
2460,1,low,,0,98
2904,1,moderate,bhutan,2.702702703,90
2862,1,moderate,china_spp,0,103
3158,1,low,china,0.119047619,101
1778,1,moderate,china_spp,0,103
2746,0,moderate,china,0,99
2745,1,low,india,0,96
1355,0,moderate,india,0,91
3432,1,low,china,0,101
3798,0,low,china,0,100
2998,1,moderate,bhutan,0,91
488,1,core,burma,3.004291845,98
3607,1,low,china,0,94
4495,0,low,china,0,97
1478,0,moderate,india,0,91
2749,1,moderate,nepal,6.679764244,82
1789,0,low,china_spp,0,104
2345,0,moderate,china_spp,0,102
1323,1,moderate,china_spp,0.090744102,103
1530,1,low,india,2.43902439,97
1415,1,low,china,4.641775984,95
2681,0,low,bhutan,0,90
4325,1,low,china,0,94
2169,1,core,nepal,0,85
2953,1,core,burma,0,98
3692,0,moderate,china,0,99
1317,1,low,bhutan,1.98757764,90
692,1,low,burma,0.484966052,97
4065,0,low,china,0,94
2422,1,moderate,china_spp,1.022304833,102
2946,0,core,bhutan,0,91
3781,1,low,india,0,96
3850,1,moderate,china,0,98
2610,1,moderate,china_spp,0,103
2826,1,moderate,burma,0.157480315,98
3603,1,low,china,0,96
2628,0,low,india,0,97
2341,0,low,china,0,100
3605,0,low,china,0,98
3042,1,moderate,china_spp,0.587371512,102
2998,0,core,nepal,0,85
2962,1,low,,3.546099291,100
722,1,moderate,india,24.50888681,91
3729,0,moderate,china,0,99
3475,0,low,nepal,0,83
2448,1,core,china_spp,0.180342651,103
2867,1,moderate,china,0,100
3912,1,low,china,0.16,97
2224,1,moderate,china_spp,2.352941176,102
2505,1,low,,1.317715959,99
1949,1,moderate,bhutan,0,89
2669,0,low,china,0,100
3057,1,low,china_spp,0,102
3110,0,moderate,nepal,0,84
3505,1,core,china,0.129198966,87
2833,1,moderate,china,13.55311355,100
4189,0,low,nepal,0,82
3278,1,moderate,china_spp,0,102
2016,1,moderate,bhutan,2.04778157,90
2636,0,core,china_spp,0,103
4481,0,low,china,0,93
3860,0,core,nepal,0,85
3205,1,core,bhutan,0,91
4555,0,moderate,nepal,0,86
2701,0,moderate,china,0,99
3995,0,low,china,0,87
3017,1,core,nepal,1.015228426,87
1769,0,low,,0,98
1883,1,moderate,china_spp,0,103
5190,0,low,china,0,97
2451,1,core,india,0,93
2937,0,core,nepal,0,86
3701,1,core,bhutan,0,92
2550,1,low,burma,0,98
2069,1,moderate,burma,0.092336103,97
4352,0,low,china,0,98
3090,1,moderate,china,0,98
3863,0,low,china,0,99
2375,1,low,china,0,96
1995,0,low,china_spp,0,103
2446,0,low,china_spp,0,103
3051,1,low,,0,99
2326,1,moderate,china_spp,0,104
2651,1,low,china_spp,0,104
4172,0,moderate,china_spp,0,103
2126,1,low,burma,0.180995475,97
3111,1,core,nepal,0.511073254,86
2976,1,moderate,china_spp,1.268742791,102
3434,1,core,india,0,93
1679,0,low,bhutan,0,91
2714,1,moderate,nepal,0,84
1746,0,moderate,nepal,0,83
4409,0,low,china,0,98
2550,1,low,china_spp,4.054054054,105
2707,1,low,,0.917431193,99
4096,1,low,china,0,100
4557,0,low,nepal,0,82
3143,1,core,bhutan,0,91
4350,0,moderate,china_spp,0,102
3904,1,low,china,0,98
3083,0,low,india,0,97
3801,0,core,nepal,0,86
1859,0,moderate,china,0,100
1253,0,low,china_spp,0,103
3830,0,moderate,nepal,0,82
2598,1,moderate,china_spp,0,104
4269,0,low,china,0,98
4295,0,low,china_spp,0,102
2663,1,low,china_spp,0,104
3346,1,low,china,1.089324619,95
1071,1,low,china_spp,0,104
3741,0,low,china,0,99
1534,1,moderate,burma,0.090252708,98
3512,1,core,china_spp,0.091407678,103
2305,1,moderate,burma,0,99
1578,0,low,nepal,0,84
3148,1,low,china,8.661417323,100
2082,1,moderate,bhutan,0.272727273,90
2553,1,moderate,bhutan,1.083032491,90
3678,1,low,china,0,100
2809,1,moderate,china,0,99
2854,1,low,china,3.165467626,96
3514,1,low,china,1.8735363,93
4403,0,moderate,bhutan,0,90
3823,1,low,china,0,94
1966,1,core,china_spp,0.631199279,103
3632,1,low,china,0.8,101
3018,1,low,india,0,96
1042,1,moderate,china_spp,0.630517024,103
3603,1,moderate,china,0.723140496,100
1135,1,low,burma,0.541027953,97
2465,1,moderate,burma,0.09380863,99
4351,0,moderate,nepal,0,87
2148,1,moderate,india,0,93
4082,1,low,china,0,93
3935,1,low,china,0.911161731,95
3787,0,low,china,0,97
3366,0,low,china,0,99
1646,1,core,india,1.655306719,97
3058,0,moderate,nepal,0,82
3390,1,moderate,bhutan,0.748362956,91
3978,0,low,china,0,95
2611,1,moderate,burma,0,98
3288,1,low,burma,0,98
3102,1,low,nepal,1.209677419,82
2595,0,moderate,nepal,0,83
1747,1,low,burma,6.955645161,98
1968,1,low,china,0.287907869,95
3602,1,low,china,0,100
4605,0,low,burma,0,98
3206,0,low,china,0,99
2956,1,low,india,0.132100396,95
3284,1,moderate,china,0.235849057,99
3072,1,low,china,0,99
1017,1,low,china_spp,1.25,103
3606,0,low,china,0,95
2492,0,low,,0,99
4251,0,low,burma,0,98
3489,1,moderate,china_spp,0,102
2362,1,core,india,0,96
4087,1,low,china,0,97
3809,0,moderate,nepal,0,82
4320,0,moderate,bhutan,0,90
3595,1,low,china,0,99
2783,1,low,nepal,1.041666667,84
2011,1,moderate,bhutan,0,91
2301,1,moderate,china_spp,0,103
4220,0,low,china,0,95
1648,1,moderate,burma,1.457399103,99
4424,0,low,china_spp,0,102
2587,1,moderate,china,0,95
3359,1,moderate,bhutan,5.448717949,90
3593,0,low,china,0,95
2581,0,low,china,0,100
2417,1,low,india,0,94
2161,1,core,india,0,94
1600,1,moderate,nepal,0,87
3063,0,low,china_spp,0,102
3717,0,low,china,0,95
2032,1,low,china_spp,0.547445255,103
1676,1,low,burma,21.7641419,99
3449,0,low,china,0,100
3108,0,core,bhutan,0,90
2202,0,core,nepal,0,87
3410,1,moderatecore,bhutan,0,91
3732,0,moderate,china,0,98
4127,0,moderate,china,0,98
3432,1,moderate,india,0.09199632,92
2739,1,core,nepal,0,87
3174,1,low,bhutan,0,89
1245,1,low,china_spp,0,103
2342,1,moderate,china,0.961538462,101
3156,0,moderate,china_spp,0,103
2150,1,moderate,burma,0.853080569,99
3111,1,low,china,0,99
1755,0,moderate,china_spp,0,103
3524,1,low,china,0.704225352,94
4038,1,low,china,0,100
3011,0,moderate,nepal,0,82
2700,1,moderate,nepal,1.447876448,83
3462,1,low,china,0,97
2181,1,low,china_spp,1.996197719,105
2949,1,moderate,india,0,92
3400,0,core,india,0,93
3204,1,core,china,0,85
2697,0,core,nepal,0,82
2732,1,core,china_spp,0.452079566,103
3780,1,low,china,0,94
2746,1,low,bhutan,0.40526849,89
1663,1,moderate,china,0,98
3208,1,moderate,china_spp,0,102
4100,1,moderate,china,4.740061162,98
3302,1,moderate,china,0,94
1750,1,moderate,china_spp,1.662049861,102
2673,1,low,india,0,96
3126,1,low,bhutan,0.195121951,90
4064,1,moderate,china_spp,0,102
3373,1,low,china,0,97
2692,1,core,burma,0,98
907,0,low,nepal,0,84
2600,1,low,india,0,95
2063,1,low,,0,99
2304,1,low,india,0,97
3800,1,low,china_spp,0,103
3179,1,moderate,china,3.976143141,100
4055,0,core,china,0,99
4461,0,moderate,china,0,99
3799,0,low,china,0,95
2986,0,low,nepal,0,82
1958,1,core,burma,0,98
2957,1,core,india,0,97
2877,0,low,china_spp,0,103
2167,1,core,burma,0,98
4179,1,low,china,0,91
3046,0,low,,0,99
2722,1,core,burma,0.294406281,98
3238,1,moderate,china,0.294695481,101
2613,1,low,bhutan,0,89
4147,0,lowmoderate,china,0,99
2524,1,moderate,nepal,0,82
2281,1,moderate,,0,98
634,1,low,india,0.295275591,91
684,1,moderate,india,26.69683258,91
2896,1,low,,0.368324125,99
2666,1,lowmoderate,china_spp,0.185701021,103
3027,1,low,china,0,95
3295,1,low,china,1.771117166,100
3002,1,low,india,0.205128205,96
2981,0,moderate,nepal,0,83
2685,1,core,china_spp,0.451671183,103
1895,0,moderate,nepal,0,84
2781,0,core,india,0,94
2302,1,moderate,burma,1.747815231,99
3814,1,low,china,0,99
2811,1,core,india,0,88
2461,0,moderate,bhutan,0,89
3983,0,low,china,0,95
4493,0,moderate,nepal,0,86
3876,0,moderate,china_spp,0,102
2774,1,low,china,14.6514936,97
3438,0,low,nepal,0,83
3749,1,low,china,0,99
3745,0,low,china,0,91
4405,0,moderate,china,0,94
1355,0,low,nepal,0,85
2988,0,low,bhutan,0,89
2995,1,moderate,bhutan,0.363636364,91
2129,0,moderate,china_spp,0,102
2785,1,moderate,china_spp,0,102
3233,0,low,china,0,96
3604,0,moderate,china_spp,0,102
3565,0,low,china,0,97
3911,1,core,china_spp,0.120481928,103
3101,1,moderate,china,0.787401575,100
3258,1,core,nepal,0,88
2406,1,low,nepal,0,83
2991,0,moderate,nepal,0,82
2251,1,low,china,2.132701422,97
2509,1,moderate,nepal,0,85
2910,1,core,nepal,0,88
2033,0,low,,0,100
1211,0,moderate,india,0,92
2717,1,moderate,china,0,100
2643,1,moderatecore,nepal,0,87
1334,1,low,burma,0,97
2992,1,low,,0.412371134,99
3501,1,core,china,0,99
2728,0,low,china,0,101
4296,0,low,china,0,100
3431,1,low,china,0,101
1937,0,low,china_spp,0,103
3089,0,core,nepal,0,87
4504,0,low,china,0,87
2999,0,moderate,nepal,0,85
1680,0,low,china,0,95
1987,1,moderate,india,0,94
3274,1,low,china,0,100
2579,1,low,china_spp,0,103
2468,1,low,china_spp,0,102
3001,0,moderate,china_spp,0,102
3347,0,moderate,india,0,93
3399,1,moderate,india,0,94
3642,0,moderate,nepal,0,82
3079,0,moderate,china_spp,0,103
2830,1,moderate,china,0.257400257,100
3221,0,moderate,china_spp,0,103
3731,0,low,china,0,97
2680,1,core,china_spp,0.706357215,103
5262,0,low,china,0,97
2226,0,low,china,0,100
3833,1,moderate,china,0,99
3677,0,low,nepal,0,83
1880,0,moderate,china,0,99
3230,1,low,india,0,97
3232,1,low,china,73.04347826,100
3540,0,moderate,china,0,99
2436,1,core,india,0,96
1478,1,core,india,11.50353179,91
2912,0,moderate,china,0,100
3764,0,low,china,0,91
1826,1,moderate,nepal,0,82
1936,1,low,india,0,96
1483,1,low,china_spp,0,104
1962,0,moderate,india,0,88
1485,1,core,burma,0.361336947,98
2377,1,core,nepal,9.471585244,86
2748,0,moderate,china,0,101
3335,1,low,bhutan,0.765306122,90
2574,0,low,china_spp,0,102
1714,0,low,,0,99
4887,0,low,china,0,93
1682,0,low,china,0,99
1964,1,moderate,burma,0,97
3292,0,core,china,0,99
3315,1,low,china,4.932182491,99
2855,0,low,china,0,99
2218,1,low,china_spp,0.180342651,104
1844,0,moderate,nepal,0,85
1300,1,low,china_spp,0.390243902,104
2640,0,low,china_spp,0,104
4494,0,moderate,china,0,86
2398,1,low,india,0,96
2143,1,moderate,nepal,2.589395808,82
3127,1,low,india,0,94
2183,0,low,,0,100
1804,0,moderate,nepal,0,82
3001,0,moderate,china,0,100
2533,1,moderate,burma,0,99
1914,1,moderate,nepal,0.644468314,82
1894,1,core,india,0,96
2863,0,low,china,0,100
1712,1,lowmoderate,china_spp,0.180342651,103
3297,1,low,bhutan,0.313807531,90
3196,1,moderate,china_spp,0,102
3935,1,low,china,0,100
2924,0,low,china,0,94
1865,1,moderate,burma,0,98
2785,1,core,china_spp,0.558659218,103
1976,1,low,india,0,93
1905,1,moderate,china,0.905562743,99
3884,0,low,nepal,0,82
4356,0,moderate,china,0,99
3410,0,moderate,bhutan,0,91
2178,1,low,nepal,0,85
734,1,moderate,india,23.0121609,91
3247,0,low,china,0,97
4312,0,low,china,0,95
1561,1,moderate,burma,0.450856628,97
3989,0,core,india,0,96
3139,1,moderate,nepal,3.064516129,83
1824,1,moderate,nepal,0,88
3067,1,moderate,burma,0,99
2758,1,low,india,0,94
1462,1,moderate,burma,0,98
3552,1,low,china,0,101
2408,1,moderate,india,0,95
3908,1,core,china,0,99
4631,0,low,china,0,95
3318,1,low,india,0.4784689,94
2694,1,moderate,burma,0.207900208,99
2076,1,moderate,nepal,0,87
3891,0,low,india,0,95
2660,1,moderate,india,0,93
2542,1,low,burma,22.10724365,99
4344,0,moderate,burma,0,97
3756,0,low,china,0,97
1000,1,low,burma,0,97
2634,0,low,china,0,100
1868,1,core,bhutan,0,89
1852,1,low,china_spp,0.541027953,103
3642,0,low,nepal,0,83
3271,0,low,china,0,96
2167,1,core,china_spp,0.450856628,103
3627,0,low,china,0,98
2273,1,moderate,,0.27100271,98
3177,1,core,india,0.28708134,93
2120,0,low,,0,100
3070,1,moderate,china_spp,0,102
4269,1,low,china,0,97
3350,0,low,china,0,96
4000,1,low,china,0,99
3195,1,low,china,2.062868369,100
3719,1,low,china_spp,0,102
3463,0,low,,0,100
3115,0,low,china,0,100
1225,0,moderate,china_spp,0,103
2849,1,low,,0,100
3097,0,low,china,0,93
3681,1,moderate,china,0,94
3074,1,moderate,china,0,100
2589,1,low,,0.090252708,99
3538,0,low,china,0,99
3687,0,moderate,nepal,0,84
3035,1,moderate,china_spp,0,102
5532,0,low,china,0,95
2810,1,moderate,india,0.094161959,88
2158,1,low,,0,98
3536,0,low,china,0,94
2441,1,moderate,nepal,0.244498778,82
2135,1,moderate,nepal,0.179856115,87
2454,1,low,india,0,95
2969,1,low,bhutan,0.231213873,90
1018,1,moderate,nepal,0,87
335,1,moderate,india,0.101317123,91
2105,1,moderate,china_spp,0.182481752,103
2312,0,low,china,0,101
1849,1,moderate,burma,0,98
3685,1,low,,0,99
4134,0,low,china,0,97
4417,0,core,nepal,0,87
3365,0,core,nepal,0,86
3881,0,low,china,0,96
3022,1,moderate,bhutan,0,91
3035,1,low,india,0,96
2787,0,core,burma,0,98
2869,1,moderate,burma,0,98
2805,1,moderate,china,0,99
2760,1,low,china_spp,0,104
1201,1,moderate,china_spp,0.09699321,103
2462,1,low,,0,100
2464,1,low,china_spp,0.097276265,102
2957,0,low,china,0,94
2987,1,low,china,10.87719298,99
2782,0,low,,0,100
3275,1,low,china,0,101
1493,1,low,burma,0,97
3676,0,low,nepal,0,82
