elevation,over_20_pc_canopy_cover,habitat_class,country,percent_loss,longitude_round
4253,0,low,china,0,97
3587,0,low,china,0,98
2821,1,moderate,bhutan,0,89
3283,1,moderate,burma,0,99
3719,0,low,nepal,0,83
2714,0,low,,0,100
2203,0,moderate,nepal,0,86
1782,1,core,burma,0.090826521,97
3019,0,moderate,china_spp,0,103
2741,1,moderate,nepal,0,86
2630,1,moderate,burma,0,98
2453,1,moderate,china_spp,0,103
1700,1,moderate,china_spp,0.463821892,103
3574,0,moderate,nepal,0,85
4313,0,low,china,0,99
2970,0,moderate,china_spp,0,103
2705,0,moderate,bhutan,0,90
1039,1,low,bhutan,2.578475336,89
1513,1,low,china_spp,1.38760407,103
3194,1,core,india,0,93
3819,1,moderate,bhutan,5.298013245,90
1456,1,low,india,3.532608696,92
2121,0,moderate,nepal,0,83
2468,1,moderate,burma,0.367647059,98
3588,0,low,,0,100
1848,1,moderate,china_spp,0,103
3952,1,low,china,0.109769484,96
2689,1,low,,0,99
1930,0,core,nepal,0,88
2849,1,low,china_spp,0,103
3487,1,moderate,china_spp,0,102
3534,1,moderate,bhutan,0,91
2552,1,moderate,bhutan,0,91
3645,1,moderate,china,2.720348205,94
1719,1,core,india,0,94
4110,1,low,china,0,100
2096,0,core,india,0,88
3657,1,moderate,china,0,99
3345,0,moderate,china,0,99
3177,1,moderate,china,0,100
3376,1,low,china_spp,0.122850123,102
1986,1,low,china_spp,0,104
1985,1,moderate,nepal,0,87
4403,0,low,china,0,95
2065,0,moderate,nepal,0,83
1034,1,low,india,0,94
2737,1,low,,0,99
2057,1,moderate,bhutan,0,90
3364,1,low,china_spp,0,103
2460,1,low,china_spp,0,104
2118,1,core,china_spp,2.983725136,103
1227,1,low,china_spp,1.801801802,103
3747,0,moderate,nepal,0,86
2226,0,low,nepal,0,84
3919,0,low,china,0,101
2617,1,moderate,india,0,97
2504,1,moderate,china,0,98
3443,1,core,nepal,0.23364486,83
4414,0,low,china,0,99
3956,1,low,china,0,100
3817,1,low,bhutan,0,91
812,0,low,china_spp,0,104
1908,1,low,burma,0,97
2173,1,moderate,burma,0,98
4980,0,low,china,0,93
2739,1,moderate,,0.103950104,99
2743,0,moderate,nepal,0,85
3330,0,low,china,0,101
2137,0,low,china,0,100
3303,1,core,nepal,1.97044335,86
2876,1,low,india,0.31201248,92
3289,0,moderate,china,0,92
3131,1,moderate,china_spp,0.683994528,103
945,1,low,india,0.180342651,95
3348,1,moderate,nepal,0,82
4279,0,lowmoderate,china,0,94
3829,0,low,china,0,99
3000,1,moderate,bhutan,0,92
1497,1,low,china_spp,0.095328885,104
3753,1,moderate,china_spp,0.132978723,103
2067,1,core,china_spp,0,103
2858,1,low,china_spp,0.095785441,103
2879,1,moderate,nepal,0.315955766,82
3295,0,low,china_spp,0,102
1433,1,low,china_spp,0.64516129,104
2569,0,moderate,nepal,0,84
2787,1,moderate,china,2.209944751,101
1273,1,low,burma,0,97
2736,1,low,bhutan,0,89
2071,1,low,burma,0,97
3960,0,low,india,0,94
2605,0,low,nepal,0,82
2686,1,moderate,burma,0,98
3082,0,low,china,0,99
2949,1,low,india,0,95
2418,1,moderate,bhutan,0,92
4096,0,core,nepal,0,87
1896,1,low,nepal,0.639658849,83
3869,0,low,nepal,0,83
2799,0,core,nepal,0,87
3697,0,low,china,0,101
4131,0,low,china,0,97
5178,0,core,nepal,0,87
3065,1,low,bhutan,0,90
2327,1,moderate,china_spp,0,103
3760,1,moderate,china_spp,0,102
2744,0,moderate,nepal,0,82
2264,0,low,china,0,99
3765,0,core,nepal,0,85
2587,0,moderate,china_spp,0,103
2490,0,low,,0,100
2906,1,moderate,china_spp,1.713709677,103
2071,0,lowmoderate,china_spp,0,103
2523,0,low,china,0,100
3858,1,core,china,0,99
2515,0,low,china,0,99
3089,0,moderate,nepal,0,82
2770,1,core,bhutan,0,91
3607,1,low,china,0,99
2308,0,low,india,0,94
4095,1,low,china,1.084990958,97
2167,1,moderate,bhutan,0.40201005,89
3477,1,low,bhutan,0.107066381,89
3379,1,low,china,0.142247511,98
2630,1,moderate,india,0,94
2938,0,core,china,0,99
2691,0,core,nepal,0,87
3337,1,low,,0,99
4149,0,low,china,0,100
2806,1,moderate,bhutan,0,90
3642,1,core,bhutan,0,91
2779,1,low,india,0,95
1847,0,low,china_spp,0,104
2506,1,moderate,china_spp,0,103
4228,0,moderate,india,0,95
2371,1,low,china,0.092250923,95
3511,1,core,china,0,99
2462,1,core,nepal,0,87
3333,1,low,india,0,96
2766,1,core,india,0,92
4821,0,low,china,0,94
3414,1,low,china,0,95
3505,1,low,,0,99
2035,0,moderate,china,0,95
2901,1,low,bhutan,0.280636109,90
2611,0,core,nepal,0,86
1167,0,low,india,0,91
3899,0,low,china_spp,0,104
2209,1,moderate,china_spp,0,103
2562,1,moderate,china_spp,0,102
3731,0,moderate,china_spp,0,102
1930,1,moderate,bhutan,0,89
2771,1,moderate,nepal,1.116071429,81
3171,0,low,nepal,0,83
2538,1,low,china_spp,0,103
2848,1,moderate,china_spp,0,103
3600,0,low,china_spp,0,102
4534,1,low,china,0,94
3687,0,moderate,china,0,100
2091,1,low,china_spp,0,104
1486,1,low,china_spp,0,104
2795,0,core,nepal,0,86
1839,1,moderate,burma,0,97
1618,0,low,,0,100
3711,0,low,china,0,96
3701,0,moderate,bhutan,0,91
3525,1,moderate,nepal,0.435729847,87
1794,0,low,,0,99
3497,0,moderate,china,0,100
3531,1,moderate,china,9.108159393,99
2481,0,low,nepal,0,84
3053,1,low,burma,0.097847358,98
2867,1,moderate,nepal,2.835051546,82
2226,1,low,nepal,0,83
1952,1,moderate,nepal,1.904761905,84
3158,1,core,bhutan,0,91
4163,1,low,china,0.769230769,97
909,1,moderate,india,22.55083179,91
1705,0,low,india,0,92
2965,1,low,china_spp,0,104
2420,1,moderate,china_spp,1.628959276,103
4146,1,low,india,0.154320988,92
3640,1,low,china,0,101
3486,1,low,china,0,99
2730,1,moderate,bhutan,0,90
3430,1,moderate,china,0,99
3682,0,low,india,0,95
2397,1,moderate,burma,0,98
3329,1,core,china_spp,0.092936803,103
3913,0,low,china,0,94
1508,1,moderate,india,17.15893108,91
3718,0,low,china,0,99
4678,0,low,china,0,96
3262,1,low,china,0,97
2721,1,core,burma,1.118359739,98
3222,1,low,china,0.737100737,99
3823,1,low,china,0,99
2204,0,low,china_spp,0,103
1287,1,low,china_spp,0,104
4149,0,moderate,burma,0,98
2286,1,low,india,0,96
3428,1,core,india,0,97
4083,0,low,nepal,0,83
2617,1,low,china,0,96
4573,0,low,china,0,98
2247,1,low,nepal,0.350877193,82
2776,1,moderate,bhutan,0,91
3458,1,low,nepal,0.776196636,82
4486,0,moderate,china,0,94
2747,1,moderate,burma,0,98
3289,0,low,india,0,97
1748,1,moderate,burma,0,98
3894,1,low,china,0,99
2267,1,moderate,india,0,94
3673,0,moderate,china,0,95
3151,1,low,china_spp,0,103
2341,1,moderate,nepal,0,81
2983,1,core,china_spp,0,103
2530,1,low,india,0,94
3642,0,moderate,nepal,0,82
2987,1,moderate,china_spp,0.210526316,103
2310,1,moderate,china_spp,8.592321755,103
3035,1,low,china_spp,0.277777778,103
3379,0,moderate,burma,0,99
3759,0,low,china,0,97
2877,1,low,nepal,0,83
2445,1,lowcore,china_spp,0,103
3564,1,low,china,0,96
2635,1,low,china,0,95
3464,1,moderate,nepal,0,88
2290,0,low,nepal,0,83
1839,1,core,india,0.183654729,89
1600,0,low,,0,99
3780,1,moderate,china,0,100
3969,1,low,china,0,94
2795,1,low,india,0,96
1724,1,moderate,china_spp,2.505219207,103
2776,0,low,china,0,101
1228,1,low,china_spp,0.098619329,103
1639,0,low,india,0,92
3617,1,low,bhutan,0,89
4163,0,low,china,0,95
4891,0,moderate,china,0,98
825,1,low,china_spp,0,104
1152,1,low,china,1.073825503,95
2773,0,low,china,0,99
2474,1,moderate,bhutan,1.007326007,90
4099,1,low,china,0,99
3496,1,low,china,0,94
2767,0,low,china,0,98
2523,1,core,nepal,0,88
3849,0,low,china,0,98
1476,0,moderate,nepal,0,87
1632,1,low,china_spp,0.87431694,104
3279,1,low,china,0.278551532,101
3679,1,moderate,china_spp,0,103
2496,1,moderate,china,2.01863354,99
3145,0,low,nepal,0,83
4210,0,low,china,0,97
2545,1,moderate,nepal,0.185013876,82
2074,1,moderate,nepal,0,83
4567,0,low,china,0,98
3235,1,moderate,china,0,100
3608,0,low,china,0,97
3334,0,low,india,0,96
3132,0,low,china,0,97
2611,1,core,china_spp,2.480916031,102
3156,1,low,china,0,95
2183,0,core,india,0,96
2415,1,core,china_spp,0.094517958,103
3928,0,moderate,china,0,98
1996,1,low,china,0.164744646,101
1621,1,moderate,china_spp,0,104
2102,0,low,china,0,101
3046,1,low,china_spp,0,103
1836,1,moderate,burma,0,98
1762,0,low,china_spp,0,103
1854,0,low,china,0,98
2286,0,low,nepal,0,83
3690,1,low,china,0,100
1687,1,low,,4.583835947,98
2439,1,moderate,nepal,0,88
3854,0,low,china,0,96
2352,1,core,nepal,0.282752121,86
3075,0,moderate,bhutan,0,90
3244,0,low,china,0,94
4216,0,low,india,0,93
1376,0,moderate,china_spp,0,103
2541,1,moderate,nepal,0,83
1815,1,low,nepal,0,83
2137,0,low,,0,99
4175,0,moderate,nepal,0,87
2626,1,core,nepal,1.112484549,86
3039,0,low,china,0,100
2369,1,low,india,0,94
4570,0,low,china,0,97
2823,1,moderate,nepal,0,82
2194,1,moderate,nepal,3.636363636,85
2665,1,low,india,0,97
4440,0,low,china,0,94
2777,1,low,nepal,2.566633761,83
3641,0,moderate,china,0,91
4094,0,moderate,china_spp,0,102
2305,1,low,,7.80669145,100
3519,1,moderate,bhutan,0.198807157,91
3184,1,low,bhutan,0,91
4654,0,low,china,0,99
1166,1,low,china_spp,1.175406872,104
3121,1,low,burma,0,98
2631,1,moderate,china,0.186915888,100
1706,1,moderate,china_spp,0,103
1883,1,low,india,0,93
1495,1,core,burma,0,98
3205,1,moderate,china_spp,0,102
3949,1,moderate,china,0,98
3108,1,moderate,china,0.314465409,99
1849,1,low,bhutan,0,90
4156,0,low,bhutan,0,92
2865,1,moderate,india,0,88
4948,0,low,china,0,93
2324,0,low,,0,100
3939,0,low,china_spp,0,104
1019,1,core,burma,3.818181818,98
1387,0,low,nepal,0,86
3678,0,low,nepal,0,82
3200,0,low,nepal,0,82
3418,1,moderate,china,0,100
3419,1,core,bhutan,0,91
4277,0,low,china,0,99
1903,1,moderate,burma,1.112140871,98
3753,0,moderate,bhutan,0,90
3131,1,moderate,china,0,100
3060,1,moderate,bhutan,0,91
3054,1,moderate,india,0,95
1254,1,low,india,13.8071066,91
1855,1,core,burma,0,97
2378,1,low,burma,0,97
2505,1,moderate,china_spp,0.275482094,103
3341,1,moderate,china,0.326797386,99
3348,1,low,,0,99
2419,1,lowmoderate,nepal,0.125313283,83
2919,1,moderate,burma,0,99
2798,1,low,india,0,96
4196,0,moderate,nepal,0,87
2410,0,moderate,nepal,0,82
1624,1,core,burma,0,98
3207,0,low,china,0,97
3678,1,low,india,0.323624595,93
3086,0,moderate,china_spp,0,103
1667,1,moderate,china_spp,0,103
4545,0,low,china,0,100
2912,1,core,nepal,0,87
3382,1,low,india,0.466200466,97
2129,0,moderate,nepal,0,83
3373,0,moderate,china_spp,0,103
3435,0,moderate,nepal,0,85
2576,0,low,china,0,99
2299,1,moderate,burma,0,97
3599,1,low,china,0,99
4475,1,low,china,0,94
2367,1,core,nepal,0,85
4257,1,low,bhutan,4.366197183,90
3033,0,low,china,0,100
2759,1,core,nepal,0,88
3119,0,low,china_spp,0,104
2837,0,moderate,china,0,95
3263,1,low,china,0.161550889,99
2361,0,moderate,nepal,0,82
4140,0,low,china,0,97
2118,1,moderate,china_spp,1.826923077,103
854,1,moderate,india,9.918845807,91
3193,1,low,china,0,100
3081,1,moderate,china,0,99
2471,1,moderate,china_spp,0,102
2582,1,low,,0.137174211,100
2888,1,moderate,nepal,0,83
4189,1,low,china,0,99
1081,0,moderate,nepal,0,86
1984,0,low,,0,99
2612,0,low,china,0,99
1775,1,low,burma,0,97
3735,1,moderate,nepal,0,86
3156,1,low,india,0,93
3644,1,low,china,0.305343511,99
3125,0,low,,0,100
2335,0,low,,0,100
3595,0,low,china,0,99
2548,0,low,bhutan,0,90
3245,0,moderate,china,0,99
2592,1,moderate,nepal,0.844390832,83
4144,0,moderate,china_spp,0,102
2403,0,low,china,0,98
3119,1,low,china,0,100
3504,1,moderate,china_spp,0.554323725,102
3193,0,moderate,china,0,100
4349,0,core,nepal,0,87
2823,0,moderate,china_spp,0,103
2870,0,low,china_spp,0,103
4535,0,low,china,0,95
3208,1,moderate,nepal,0,82
3203,0,low,china,0,101
4107,1,low,china,0,94
3335,1,moderate,china,0,100
2171,1,low,china,0,100
4526,0,low,china,0,98
2131,1,low,nepal,0,82
4536,0,moderate,china,0,98
3178,1,moderate,china_spp,0,102
3645,1,core,nepal,0.514800515,87
4264,0,low,china,0,96
4448,0,low,china,0,95
1549,1,low,nepal,0.294117647,83
1981,1,low,bhutan,0,91
3500,1,low,china,0,100
2710,1,low,china,0.196656834,99
2958,0,moderate,india,0,92
3318,0,low,nepal,0,82
3086,1,core,china_spp,0,103
3810,0,low,china,0,99
1333,1,low,china_spp,0.27173913,103
3495,0,low,china,0,97
1763,1,low,,2.998846597,99
3265,1,moderate,bhutan,0.147058824,91
3563,0,core,bhutan,0,91
2492,1,moderate,china_spp,0,103
3870,1,low,china,0,98
1537,1,moderate,china,0.113895216,98
3459,1,moderate,china,0,98
3546,1,low,bhutan,0,90
2872,0,moderate,burma,0,98
4441,0,moderate,china,0,95
614,0,low,china_spp,0,105
2752,0,low,,0,100
2250,1,moderate,china_spp,0.180342651,103
3584,0,low,china,0,99
2176,1,low,china,0.272727273,95
4098,0,moderate,bhutan,0,90
1712,1,core,burma,0.928505107,98
3540,1,moderate,china,0,100
4510,0,low,china_spp,0,104
2844,0,moderate,china,0,99
2166,1,core,burma,0,98
3264,1,moderate,china,0,99
2213,0,moderate,nepal,0,87
2223,1,moderate,burma,0.288739172,99
4168,1,low,china,0,94
3748,1,moderate,china,0,100
3837,1,moderate,china,0.187969925,100
2062,0,moderate,nepal,0,86
2771,1,core,india,0,93
2662,1,low,china,0.324149109,98
2188,0,low,,0,99
3435,1,moderate,nepal,13.58748778,82
3652,1,core,china,0,87
3005,1,moderate,china_spp,0,102
3044,0,core,bhutan,0,91
2811,1,low,china,0.335195531,95
1821,1,low,burma,0,97
1818,1,moderate,burma,1.124648547,98
4681,0,low,nepal,0,83
3418,0,low,china,0,96
3226,0,moderate,nepal,0,83
2875,0,low,china,0,95
3430,1,low,china,0,99
2515,1,moderate,china,0,95
3025,0,low,china,0,97
3267,1,low,china,4.172099087,100
2357,1,low,india,0,92
1278,0,low,nepal,0,85
1497,1,moderate,china_spp,2.096627165,103
4825,0,low,china,0,94
1458,1,moderate,nepal,0.523560209,82
1438,0,moderate,nepal,0,88
3122,1,low,india,0,96
3004,1,low,china,0.102669405,95
2207,0,core,nepal,0,87
1884,0,low,,0,99
4106,1,moderate,china,0.122249389,100
3195,1,low,china,0,100
2786,1,low,nepal,0.258397933,82
2482,1,low,bhutan,0,92
3815,0,low,china,0,95
2432,0,moderate,china_spp,0,103
1478,1,low,nepal,0,83
4229,0,low,china,0,95
1612,0,moderate,nepal,0,86
4263,0,low,china_spp,0,103
2443,1,moderate,china_spp,0.450856628,104
2252,0,moderate,china,0,99
2618,1,low,india,0,95
3630,0,moderate,china,0,98
2927,1,moderate,india,0.193986421,92
2045,0,moderate,china,0,100
2526,1,core,china_spp,2.019230769,102
2860,1,low,china,0.213675214,99
2545,0,low,,0,100
3411,1,core,india,0.138121547,93
2862,0,low,china,0,99
2378,1,low,china_spp,0,103
2841,1,moderate,bhutan,2.597402597,90
3541,0,low,china,0,99
1998,1,lowmoderate,china_spp,0,103
1451,1,moderatecore,china_spp,0.991884581,103
1808,1,low,burma,0,97
4563,0,low,china,0,98
3254,1,core,bhutan,0,91
3548,1,low,china,3.514376997,94
1838,0,low,china_spp,0,104
2823,1,core,china_spp,0,103
2747,1,low,china_spp,1.704545455,103
2964,0,moderate,burma,0,98
4617,0,low,china,0,98
1418,1,low,india,0.356718193,93
2939,1,low,india,0,96
1670,1,moderate,china_spp,1.089918256,104
3249,1,low,bhutan,0.09699321,89
2893,0,moderate,bhutan,0,91
4388,0,moderate,nepal,0,86
3327,1,low,nepal,0,84
2351,1,low,india,0.12345679,96
2984,1,core,bhutan,0,91
2860,1,moderate,china_spp,0,103
2008,1,low,china_spp,3.019213175,104
2855,1,core,nepal,0,85
3323,1,core,nepal,0.205973223,87
3234,1,low,burma,0.194552529,98
2531,0,low,,0,100
3566,0,core,china,0,95
2824,0,low,china,0,101
1206,0,low,nepal,0,84
4269,0,low,china,0,95
1371,1,low,burma,0,97
2158,1,low,bhutan,0,90
2937,1,moderate,burma,0.393700787,99
3025,1,moderate,china,0.223463687,100
3219,0,moderate,china,0,99
871,1,low,india,3.257918552,94
2463,1,low,,0.097560976,99
2091,1,moderate,china_spp,28.37338262,103
4015,0,low,china,0,94
1184,1,core,burma,0,98
674,1,low,india,0.107758621,95
2907,1,moderate,bhutan,1.03626943,91
2761,1,moderate,china,0,98
3432,1,low,china,0,99
3303,1,low,china,0,94
3166,0,moderate,china,0,100
2471,0,low,,0,99
4850,0,moderate,china,0,94
2469,1,moderate,burma,0,98
1793,0,moderate,china_spp,0,103
2481,1,low,china_spp,11.10100091,104
4459,0,low,china,0,95
3557,1,core,bhutan,2.255639098,91
1905,1,core,burma,0,98
1315,1,moderate,india,10.4,91
2667,1,moderate,burma,0,98
4598,0,low,china,0,94
1721,1,low,burma,0,97
3923,0,moderate,nepal,0,87
2146,1,moderate,china_spp,0,103
3071,0,low,china,0,99
4018,1,low,china,0,100
4030,0,low,china,0,99
1822,0,low,china_spp,0,104
2621,1,moderate,china_spp,0.090252708,103
3423,0,moderate,nepal,0,82
2359,1,moderate,china_spp,0,103
3470,0,moderate,china,0,99
3709,1,moderate,china,0,99
2639,1,low,,0,100
3757,1,moderate,china_spp,0,103
3042,1,core,china,0,85
4825,0,moderate,china,0,99
1522,1,moderate,burma,6.783919598,99
2611,1,core,nepal,0,88
3046,0,low,china,0,99
1458,1,moderate,burma,0,98
2765,0,moderate,nepal,0,85
1918,1,moderate,burma,3.187250996,98
3545,1,moderate,china_spp,0,103
3104,1,low,china,0,97
1889,1,low,india,0,96
4994,0,low,china,0,93
3282,1,moderate,nepal,0,86
2608,0,moderate,nepal,0,83
2146,1,moderate,china_spp,0,103
1543,1,core,burma,0.999091735,98
1414,1,low,burma,0,96
2914,0,moderate,china,0,98
3952,0,low,,0,99
3888,1,low,china,0,99
4250,0,low,china_spp,0,103
2237,1,low,,0,99
2808,1,moderate,china_spp,0,103
3294,1,moderate,china,0,100
2445,1,moderate,china_spp,0,102
3460,1,low,china,0.190294957,101
2856,1,low,china,0,101
3794,1,low,,0,99
1802,0,moderate,china_spp,0,103
2641,0,moderate,nepal,0,82
2470,1,moderate,china_spp,0,102
3659,1,low,china,1.015697138,98
3271,0,core,india,0,93
4342,0,moderate,bhutan,0,90
2624,0,core,china,0,100
2893,0,low,china,0,99
2090,0,low,china_spp,0,104
2911,1,low,india,0.680272109,96
3112,1,low,china,0,96
2129,0,low,,0,100
4389,1,low,china,0,93
5283,0,low,china,0,94
3488,1,low,china,0.249376559,97
880,1,core,burma,0.270513977,98
3212,1,low,nepal,13.41463415,82
3951,1,low,china,0,95
2151,1,moderate,china_spp,0,103
2471,1,moderate,burma,0,99
1223,1,low,china,6.016408387,95
2996,0,low,china,0,93
2702,0,low,china,0,100
3385,1,moderate,,0,99
2426,0,low,china,0,101
1344,1,low,nepal,0,83
2124,1,core,india,0,96
2540,1,moderate,nepal,3.206412826,82
4316,0,low,china,0,96
2597,1,core,nepal,0,86
1996,1,moderate,china_spp,0,102
3320,0,low,china,0,98
2208,1,low,china_spp,0.464037123,103
2786,0,moderate,china,0,99
1936,0,low,,0,99
3522,1,moderate,,0,99
1558,1,moderate,china_spp,0.180342651,103
2650,1,low,,0.201816347,99
4249,1,low,china,0,95
2828,0,low,china_spp,0,104
3820,1,moderate,bhutan,0,91
3954,0,low,china,0,99
3278,1,moderate,nepal,1.642710472,82
2440,0,low,burma,0,99
3026,1,moderate,nepal,2.295409182,82
3713,0,moderate,china,0,100
3604,1,low,china_spp,0,102
2472,0,core,nepal,0,87
3741,0,low,burma,0,98
3769,0,moderate,china_spp,0,102
2732,1,moderate,china,0,98
1878,1,moderate,china_spp,0.365965233,103
2681,0,core,nepal,0,88
2668,1,moderate,china,0.187090739,99
1776,1,moderate,nepal,1.226993865,81
1965,1,moderate,burma,0.81154193,98
4554,0,low,china,0,99
4435,0,low,china,0,99
1745,1,moderate,china_spp,0.360685302,103
2623,1,low,india,0,95
1357,0,moderate,china_spp,0,103
3859,1,core,nepal,0,88
3833,0,low,china,0,96
2915,0,low,china,0,100
3719,0,low,china,0,96
3362,1,moderate,china,2.02764977,100
1840,1,moderate,burma,1.545778835,99
3369,0,moderate,india,0,94
3642,0,moderate,china_spp,0,103
4185,0,low,china,0,93
3182,1,low,,0,100
2151,1,moderate,china_spp,0,103
4314,0,low,china_spp,0,103
3364,0,moderate,india,0,95
2844,1,low,china,0,99
2675,1,low,india,0,95
2344,1,core,burma,1.00456621,98
2342,0,moderate,china,0,95
3899,0,moderate,china,0,98
3163,1,low,nepal,0.380952381,83
3568,1,moderate,china_spp,0,102
2288,1,low,bhutan,0,90
2835,1,low,nepal,0,83
2761,1,moderate,nepal,0,82
4562,0,low,china,0,98
4567,0,low,china,0,95
2282,1,low,india,0,96
3388,1,moderate,china,0,95
2173,1,moderate,china_spp,0.54525627,102
4049,0,low,china,0,99
3222,0,moderate,china_spp,0,102
3134,1,moderate,nepal,0,85
2636,1,moderate,bhutan,0,91
2606,1,moderate,burma,0,99
3784,1,moderate,china,0,100
4021,0,low,china,0,99
3662,1,low,,2.52016129,99
4655,0,low,china,0,94
3764,0,low,china,0,97
3107,0,low,,0,100
2968,0,low,china,0,94
5063,0,low,china,0,96
2635,0,low,,0,100
2294,1,moderate,nepal,0,85
3624,1,moderate,china_spp,0,102
4369,0,moderate,nepal,0,83
3302,1,moderate,china,0,99
3652,0,core,india,0,96
1793,1,moderate,nepal,0,84
3085,1,low,china,0.681596884,96
4591,0,low,china,0,96
2621,1,core,india,0.096525097,93
3278,0,moderate,burma,0,99
4472,0,low,china,0,98
1485,0,low,india,0,92
4078,1,moderate,china_spp,0,102
2415,1,low,,12.67345051,98
2831,1,moderate,burma,0,97
2585,1,low,burma,0,98
2670,1,low,,0.754005655,99
4123,0,low,china,0,96
2896,1,low,nepal,0.355871886,82
2500,1,low,china_spp,0.558659218,104
3729,0,moderate,china_spp,0,102
2743,1,core,china_spp,0,103
2562,1,moderate,burma,0,98
4328,0,low,china,0,95
1993,1,moderate,india,0,93
2476,1,moderate,nepal,0.183654729,85
2719,1,core,india,0,94
1362,1,low,burma,0,97
2989,0,low,china,0,101
3258,0,low,china,0,97
2666,1,moderate,burma,0,98
3685,0,moderate,nepal,0,84
3258,1,low,china,0.416666667,99
3090,0,moderate,china,0,100
1481,1,low,china_spp,6.610009443,103
2600,1,core,burma,0,98
1498,0,low,nepal,0,83
2381,1,core,burma,0.090171326,97
2942,0,low,china,0,94
2759,1,moderate,,0,99
2532,1,moderate,burma,0,98
3361,0,low,,0,99
1317,1,low,nepal,2.572347267,87
4138,0,low,china,0,96
3945,0,core,bhutan,0,92
3011,1,low,china_spp,1.339712919,103
2312,1,low,burma,0,98
4465,0,moderate,nepal,0,87
2481,1,low,,1.62601626,99
2680,1,moderate,china_spp,0.362976407,104
2375,0,moderate,nepal,0,88
2371,1,core,nepal,0.916590284,87
2333,0,low,china_spp,0,103
2504,1,low,china_spp,0.274977085,103
2620,0,low,china,0,101
3119,0,low,,0,100
2493,0,core,china,0,99
2420,0,low,,0,99
4032,1,core,bhutan,0,91
3511,1,low,china,0.187617261,96
2526,1,moderate,nepal,0.624349636,82
2563,0,moderate,,0,99
1847,1,core,burma,0,98
2001,1,moderate,china_spp,0.81154193,103
3257,0,low,china,0,100
2184,1,low,burma,0,97
1061,0,low,india,0,91
3237,0,moderate,china,0,98
1955,1,low,burma,0,97
4101,0,low,china,0,96
2249,1,low,,0,99
2824,0,moderate,china_spp,0,103
3042,1,low,bhutan,0,91
2424,0,low,china,0,101
3185,1,core,china_spp,0,103
3179,1,low,china,0.609137056,100
3569,1,low,bhutan,0.287631831,90
2773,1,low,china_spp,0,102
2363,1,moderate,china_spp,0.238948626,103
2778,1,moderate,china,0,100
3429,1,low,china,0,95
3466,0,low,,0,99
3137,1,moderate,china_spp,0,102
3297,1,core,nepal,0.181488203,85
4054,0,low,india,0,96
3991,0,moderate,nepal,0,85
1464,1,low,india,0,95
3619,0,core,nepal,0,87
2747,1,moderate,china,0,99
1861,1,moderate,india,0,93
3776,1,moderate,china,0,99
3117,0,low,nepal,0,82
2533,1,core,china_spp,0,103
2095,1,moderate,china_spp,0,102
3034,1,moderate,china_spp,0.27598896,103
778,1,moderate,nepal,0,88
2510,1,moderate,india,0,93
3183,1,low,india,0,96
2466,1,moderate,china_spp,0,102
2912,1,core,india,0,97
2811,1,moderate,china,0,98
3172,1,moderate,india,0,92
3662,0,core,india,0,96
2432,0,low,burma,0,99
4987,0,moderate,nepal,0,86
4298,0,low,china,0,93
2042,1,moderate,nepal,0,86
3295,0,low,china,0,100
1791,1,low,nepal,0.724637681,83
1475,1,low,china_spp,0.090171326,104
4387,0,moderate,bhutan,0,90
2657,0,moderate,nepal,0,82
1824,1,low,india,0.791855204,89
2749,1,moderate,burma,0,99
2682,1,core,nepal,0,88
3152,1,low,,0,99
1288,1,low,china_spp,1.614434948,104
2377,0,low,,0,100
2844,1,low,china,0.09596929,96
2894,1,moderate,china_spp,2.038369305,103
2938,1,moderate,china_spp,0,103
3112,1,moderate,china,2.346041056,99
2885,1,moderate,china_spp,0,103
4058,1,core,bhutan,0,91
3252,0,core,india,0,88
3018,1,moderate,bhutan,0,90
2407,1,low,india,0,94
1573,1,low,india,0.944287063,96
1796,1,moderate,china_spp,0.541516245,103
1661,1,moderate,china_spp,0,103
3191,1,low,china_spp,0.142045455,102
3645,1,moderate,bhutan,1.28458498,90
4602,0,low,china,0,91
2537,1,core,nepal,0,88
4532,0,low,china,0,94
2133,1,low,bhutan,0,90
2276,1,low,burma,20.71227741,99
3543,1,low,india,0,93
2457,0,low,,0,100
1882,1,moderate,china_spp,0.360685302,103
1949,1,low,,34.72041612,98
2869,1,moderate,china_spp,3.004694836,103
3212,0,moderate,nepal,0,88
1973,1,low,india,0,97
1905,1,low,india,0,94
2714,1,low,china,4.634146341,100
2055,1,low,,0.384245917,99
3724,1,low,china,0,91
2872,1,low,china,0,93
2111,1,core,nepal,0.439238653,82
1913,0,low,nepal,0,87
3549,1,low,nepal,0.873907615,82
2722,1,core,nepal,0.757575758,83
2585,0,moderate,nepal,0,83
3387,0,moderate,china_spp,0,103
2885,0,moderate,china_spp,0,102
2116,1,core,bhutan,0.270513977,91
3677,1,moderate,china,0.656455142,99
2490,1,moderate,nepal,0.518806744,87
4705,0,low,china,0,88
3696,0,moderate,china_spp,0,102
4804,0,low,china,0,99
2602,1,low,india,0,95
2622,1,low,india,0,97
2628,1,moderate,bhutan,0,91
2304,1,moderate,burma,0,97
3638,1,moderate,china,0.847457627,100
3224,0,low,china,0,99
4102,0,low,china,0,99
4331,0,low,china,0,98
2299,1,moderate,china_spp,0,103
4018,1,low,china,0,98
2658,1,moderate,china_spp,0,103
2702,1,moderate,burma,0.091491308,99
3152,0,moderate,bhutan,0,91
