loss_mean,elevation,longtitude,country,iucn,over_20_pc_canopy_cover,habitat_class
0.090064995,2817,104,china_styani,,1,Low
0.006334842,2107,103,china_styani,,1,Moderate
0,1799,93,India,,1,Low
0,1813,97,Burma,IUCN IV,1,Low
0,2421,94,India,,1,Core
0,3429,103,china_styani,,1,Moderate
0,3203,87,Nepal,,1,ModerateCore
0.022082019,4190,99,China_fulgens,,1,Low
0,2819,99,China_fulgens,,1,Moderate
,3119,99,China_fulgens,,0,Low
0,3334,95,China_fulgens,,1,Core
,4694,93,China_fulgens,,0,Low
0.015902713,3207,102,china_styani,,1,Moderate
0,2393,95,India,,1,Moderate
,2180,85,Nepal,,0,Moderate
0.007272727,1560,103,china_styani,,1,Core
,4031,97,China_fulgens,,0,Low
,3317,95,China_fulgens,,0,Low
0.010869565,3236,103,china_styani,,1,Moderate
0,2193,83,Nepal,,1,Low
0,3536,98,China_fulgens,,1,Low
0,3804,100,China_fulgens,,1,Low
0,3130,96,China_fulgens,,1,Low
,2334,103,china_styani,,0,Moderate
,3369,103,china_styani,,0,Moderate
,4689,96,China_fulgens,,0,Low
9.93E-04,3100,99,China_fulgens,,1,Moderate
0,2927,100,China_fulgens,,1,Moderate
0,2260,96,India,,1,Low
0,2244,82,Nepal,,1,Moderate
,4483,98,China_fulgens,,0,Low
0,2046,88,Nepal,,1,Moderate
,2588,99,Burma,,0,Moderate
0,3982,97,China_fulgens,,1,Low
,2161,100,China_fulgens,,0,Low
,1465,83,Nepal,,0,Low
0,2734,86,Nepal,IUCN VI,1,Core
0.003512881,3776,97,China_fulgens,,1,Low
0.004535147,1369,89,Bhutan,,1,Low
0,2319,100,China_fulgens,,1,Low
0,1123,98,Burma,,1,Core
0,3926,91,Bhutan,IUCN II,1,Moderate
0.030560272,2420,102,china_styani,,1,Moderate
0,3624,82,Nepal,,1,Low
0,3486,94,China_fulgens,,1,Moderate
0.002915452,2702,100,China_fulgens,,1,Low
0.006335797,3408,99,China_fulgens,,1,Moderate
0.012790698,3428,100,China_fulgens,,1,Low
0,2855,92,India,,1,Moderate
,4044,86,Nepal,,0,Moderate
0.011352886,2377,85,Nepal,,1,Core
0,3706,92,India,,1,Core
,2490,103,china_styani,,0,Low
0,3074,85,Nepal,IUCN II,1,Moderate
9.47E-04,1144,98,Burma,,1,Moderate
,3796,95,China_fulgens,,0,Low
,1825,99,China_fulgens,,0,Low
0,2209,93,India,,1,Moderate
0,1908,96,India,,1,Low
0,3587,88,India,IUCN II,1,Moderate
,2467,82,Nepal,,0,Low
0,2529,102,china_styani,,1,Moderate
0,3409,95,China_fulgens,,1,Low
0,2919,102,china_styani,,1,Moderate
,3607,98,Burma,IUCN II,0,Low
,2293,98,China_fulgens,,0,Low
0,2625,94,India,,1,Moderate
0.007518797,2563,99,China_fulgens,,1,Low
,2896,101,China_fulgens,,0,Low
,2183,88,Nepal,,0,Core
0,3852,99,China_fulgens,,1,Moderate
9.36E-04,2638,94,India,,1,Low
0.002757353,1834,99,Burma,,1,Moderate
0.005830904,4319,100,China_fulgens,,1,Low
0.002955665,3946,100,China_fulgens,,1,Moderate
0,2439,95,China_fulgens,,1,Low
,4553,94,China_fulgens,,0,Low
0.00228833,2630,92,India,,1,Moderate
,1806,103,china_styani,,0,Moderate
,3078,99,Burma,,0,Moderate
0,3388,102,china_styani,,1,Moderate
,4264,98,China_fulgens,,0,Low
,3897,98,Burma,IUCN II,0,Moderate
,3300,100,China_fulgens,,0,Low
,1201,103,china_styani,,0,Low
,3114,101,China_fulgens,,0,Low
,4635,99,China_fulgens,,0,Low
0,1865,84,Nepal,IUCN VI,1,Moderate
,3734,93,China_fulgens,,0,Low
0.001302083,993,103,china_styani,,1,Low
,3621,95,China_fulgens,,0,Low
0,4002,91,Bhutan,IUCN VI,1,Moderate
0,2245,87,Nepal,,1,Core
0.003759398,2582,101,China_fulgens,,1,Low
0,2872,87,Nepal,IUCN VI,1,Moderate
0.004678363,2677,92,China_fulgens,,1,Moderate
0,3065,101,China_fulgens,,1,Low
0.002328289,2146,98,Burma,,1,Low
,3766,99,China_fulgens,,0,Low
0.001140251,2437,87,Nepal,,1,Moderate
0,3497,96,China_fulgens,,1,Low
0.001803427,1483,97,Burma,IUCN IV,1,Low
9.50E-04,2701,88,Nepal,,1,Core
0.071256039,1116,103,china_styani,,1,Low
,4415,96,China_fulgens,,0,Low
0,2833,93,India,,1,Core
0,3136,91,Bhutan,IUCN II,1,Core
0.014466546,910,98,Burma,,1,Moderate
,1812,82,Nepal,,0,Moderate
0.013346044,3523,90,Bhutan,IUCN II,1,Moderate
,2368,83,Nepal,,0,Low
,4512,96,China_fulgens,,0,Low
0.002347418,2356,88,India,IUCN II,1,Moderate
,4477,82,Nepal,,0,Low
0,3470,102,china_styani,,1,Moderate
0,2080,98,Burma,IUCN IV,1,Core
0.003089598,3345,99,China_fulgens,,1,Low
0,2929,95,China_fulgens,,1,Low
,3347,102,china_styani,,0,Moderate
0,2530,90,Bhutan,,1,Low
,1640,103,china_styani,,0,Moderate
,2274,100,China_fulgens,,0,Low
0.150537634,1330,92,India,,1,Low
0,1909,98,Burma,,1,Low
,2852,91,Bhutan,,0,Moderate
0,3056,100,China_fulgens,,1,Low
0,1595,97,Burma,IUCN IV,1,Low
0.001006036,3554,92,India,,1,Moderate
0,2709,103,china_styani,,1,Moderate
,3854,94,China_fulgens,,0,Low
0.002554278,3777,99,China_fulgens,,1,Low
,3100,88,Nepal,,0,Moderate
0.012711864,3387,96,China_fulgens,,1,Low
0.021887825,1747,91,Bhutan,IUCN II,1,Low
,4618,96,China_fulgensIndia,,0,Low
0,2856,96,China_fulgens,,1,Low
0,2023,100,China_fulgens,,1,Low
,3093,98,China_fulgens,,0,Low
0,4044,95,China_fulgens,,1,Low
0,2335,102,china_styani,,1,Moderate
,2769,101,China_fulgens,,0,Low
,3922,99,China_fulgens,,0,Low
0.00536193,3550,100,China_fulgens,,1,Moderate
0.058013766,2146,103,china_styani,,1,Moderate
0,3811,101,China_fulgens,,1,Low
0,2925,82,Nepal,,1,Moderate
0.001058201,3624,100,China_fulgens,,1,Moderate
0,3078,100,China_fulgens,,1,Low
0,3933,99,China_fulgens,,1,Low
,4125,100,China_fulgens,,0,Moderate
0,1462,95,India,,1,Moderate
0,2265,98,Burma,IUCN II,1,Moderate
0.008264463,1836,98,Burma,IUCN II,1,Core
0,3158,96,China_fulgens,,1,Low
,3569,100,China_fulgens,,0,Low
0.003225806,2671,83,Nepal,,1,Moderate
,1837,82,Nepal,,0,Moderate
,2796,100,China_fulgens,,0,Moderate
,4385,95,China_fulgens,,0,Low
0.033877039,3668,94,China_fulgens,,1,Low
,2660,92,India,,0,Moderate
0,3332,93,India,,1,Low
0,2527,100,China_fulgens,,1,Low
,4325,90,Bhutan,IUCN II,0,Low
,4271,99,China_fulgens,,0,Moderate
0.008080808,2883,90,Bhutan,IUCN VI,1,Core
0.001876173,2906,83,Nepal,,1,Low
0,2445,93,India,,1,Core
,2946,89,Bhutan,,0,Low
0,3205,103,china_styani,,1,Moderate
0,3206,99,China_fulgens,,1,Low
0,3414,97,China_fulgens,,1,Low
9.14E-04,2566,100,China_fulgens,,1,Low
0,3806,94,China_fulgens,,1,Low
0,4867,100,China_fulgens,,1,Moderate
9.79E-04,3946,102,china_styani,,1,Moderate
0.002247191,2460,100,China_fulgens,,1,Low
0,3530,82,Nepal,,1,Moderate
0.010362694,1352,103,china_styani,,1,Low
0,4000,91,Bhutan,IUCN II,1,Moderate
0,2520,94,India,,1,Low
,3602,84,Nepal,IUCN VI,0,Low
0,2106,90,Bhutan,,1,Low
0,4211,100,China_fulgens,,1,Low
0.001008065,3927,93,China_fulgens,,1,Low
0,1485,93,India,,1,Low
,3036,91,Bhutan,IUCN II,0,Moderate
,3283,100,China_fulgens,,0,Low
0,4201,94,China_fulgens,,1,Low
0,2981,95,China_fulgens,,1,Low
0.001939864,2182,102,china_styani,,1,Moderate
,4333,83,Nepal,IUCN VI,0,Moderate
,2638,100,China_fulgens,,0,Low
0.004830918,2115,88,Nepal,,1,Core
0,3037,97,China_fulgens,,1,Low
,3707,85,Nepal,IUCN VI,0,Low
0.01489573,2948,103,china_styani,,1,Moderate
0,3851,100,China_fulgens,,1,Low
,3296,85,China_fulgens,,0,Core
,3287,94,China_fulgens,,0,Moderate
0,2855,97,China_fulgens,,1,Low
,2836,99,China_fulgens,,0,Moderate
,4322,102,china_styani,,0,Moderate
9.28E-04,3346,103,china_styani,,1,Core
0,2792,95,China_fulgens,,1,Moderate
,2539,99,China_fulgens,,0,Core
0,3341,95,India,,1,Moderate
,3012,87,Nepal,,0,Moderate
0.008174387,3363,96,India,,1,Low
0.275395034,3212,91,China_fulgens,,1,Moderate
,2553,100,China_fulgens,,0,Low
0,2344,91,Bhutan,,1,Moderate
0,2797,99,China_fulgens,,1,Low
,3648,96,China_fulgens,,0,Low
0.002190581,2131,99,China_fulgens,,1,Low
,3682,95,China_fulgens,,0,Low
0,3251,84,Nepal,IUCN VI,1,Low
0,2710,100,China_fulgens,,1,Core
0.00631769,1589,98,Burma,IUCN IV,1,Core
0,4065,87,Nepal,IUCN VI,1,Core
0,2342,98,Burma,,1,Low
0,3519,93,India,,1,Low
,4001,102,china_styani,,0,Moderate
0.005429864,1342,95,China_fulgens,,1,Low
0.001256281,4024,98,China_fulgens,,1,Low
0.010493179,2827,97,Burma,IUCN IV,1,Moderate
0,2134,98,Burma,,1,Core
,3227,83,Nepal,IUCN VI,0,Low
,4072,100,China_fulgens,,0,Low
0,2726,94,India,,1,Low
0,2823,95,India,,1,Low
,2085,83,Nepal,,0,Low
,4079,95,China_fulgens,,0,Low
0,2041,96,India,,1,Low
0,2073,98,Burma,IUCN II,1,Moderate
0,3336,98,China_fulgens,,1,Low
,3521,96,India,,0,Low
,2093,87,Nepal,IUCN VI,0,Low
0.00477327,3353,90,Bhutan,IUCN II,1,Moderate
0,3213,91,Bhutan,IUCN IV,1,Core
0,4255,98,China_fulgens,,1,Low
0.016715831,1143,104,china_styani,,1,Low
0.001686341,3599,95,China_fulgens,,1,Low
0,3256,94,India,,1,Low
0,2660,93,India,,1,Moderate
0,2271,97,India,,1,Low
0,2381,97,India,,1,Core
0.002472188,2963,90,Bhutan,IUCN VI,1,Low
,3651,98,China_fulgens,,0,Moderate
0,3490,98,Burma,IUCN II,1,Moderate
0,2346,104,china_styani,,1,Low
,2272,98,Burma,IUCN II,0,Low
0.081871345,3736,100,China_fulgens,,1,Low
0,3990,87,China_fulgens,,1,Low
0,1083,90,Bhutan,,1,Low
0.00141844,2886,83,Nepal,,1,Moderate
,4775,94,China_fulgens,,0,Moderate
,4704,99,China_fulgens,,0,Core
,4727,99,China_fulgens,,0,Low
,3575,96,India,,0,Low
,2354,100,China_fulgens,,0,Moderate
,2745,91,Bhutan,,0,Moderate
0,1976,104,china_styani,,1,Low
0.00147929,1307,87,Nepal,,1,Moderate
0.042224511,1272,104,china_styani,,1,Low
,2844,100,China_fulgens,,0,Low
0.010238908,2814,99,China_fulgens,,1,Moderate
,2333,95,China_fulgens,,0,Low
0,2608,83,Nepal,,1,Low
0,3538,99,China_fulgens,,1,Low
0,3606,90,Bhutan,,1,Moderate
0,2268,97,India,,1,Low
,1402,103,china_styani,,0,Low
0.003579952,3273,95,China_fulgens,,1,Low
0.015277778,3344,83,Nepal,,1,Low
,2649,92,India,,0,Moderate
,2553,98,Burma,,0,Moderate
0.001843318,2438,97,Burma,IUCN IV,1,Core
0,2472,97,India,,1,Moderate
,3503,97,China_fulgens,,0,Low
,4737,93,China_fulgens,,0,Low
0,2925,88,Nepal,,1,Core
0,4151,94,China_fulgens,,1,Low
,3466,104,china_styani,,0,Low
,3652,95,China_fulgens,,0,Low
0,2168,99,Burma,,1,Moderate
0.014962594,2405,83,Nepal,IUCN VI,1,Core
,3585,99,China_fulgens,,0,Moderate
9.02E-04,937,97,Burma,,1,Low
,4014,96,China_fulgens,,0,Low
,4287,100,China_fulgens,,0,Moderate
0.008287293,2436,103,china_styani,,1,Moderate
0.013953488,4267,99,China_fulgens,,1,Moderate
0,1918,97,Burma,IUCN IV,1,Low
,2711,97,China_fulgens,,0,Low
0,3940,102,china_styani,,1,Moderate
,4031,86,Nepal,IUCN VI,0,Moderate
0,2309,93,India,,1,Moderate
,1881,100,China_fulgens,,0,Moderate
,3469,99,China_fulgens,,0,Low
,3533,98,China_fulgens,,0,Moderate
,3491,103,china_styani,,0,Moderate
0.001039501,1806,104,china_styani,,1,Low
,3632,100,China_fulgens,,0,Moderate
0.079234973,3061,101,China_fulgens,,1,Low
0,1924,103,china_styani,,1,Core
0,2954,94,India,,1,Low
,1980,82,Nepal,,0,Moderate
0.005302227,2752,95,China_fulgens,,1,Moderate
0.001150748,3075,98,Burma,IUCN II,1,Moderate
,2121,97,China_fulgens,,0,Low
0,2705,99,China_fulgens,,1,Low
,4617,97,China_fulgens,,0,Low
0.001485884,3736,99,China_fulgens,,1,Moderate
0,3262,91,Bhutan,IUCN II,1,Low
,2661,103,china_styani,,0,Low
,3955,103,china_styani,,0,Moderate
,1491,104,china_styani,,0,Moderate
0.001019368,3133,102,china_styani,,1,Moderate
0,2353,93,India,,1,Moderate
0.030368764,4022,95,China_fulgens,,1,Low
0,2352,93,India,,1,Moderate
,4292,98,China_fulgens,,0,Low
0,3880,100,China_fulgens,,1,Low
0.005174644,3560,99,China_fulgens,,1,Low
0,3317,98,China_fulgens,,1,Moderate
,2081,99,China_fulgens,,0,Moderate
0.002849003,2821,100,China_fulgens,,1,Low
0.014234875,823,91,India,,1,Moderate
0.007400555,2535,98,China_fulgens,,1,Low
,2851,101,China_fulgens,,0,Low
0,2930,86,Nepal,,1,Core
0,2199,90,Bhutan,,1,Low
,4544,96,China_fulgens,,0,Low
0,2633,86,Nepal,IUCN VI,1,Moderate
,4527,100,China_fulgens,,0,Low
0.010471204,3116,101,China_fulgens,,1,Low
0.032341527,3714,99,China_fulgens,,1,Low
,2003,84,Nepal,,0,Low
0,2658,95,China_fulgens,,1,Low
,3911,98,China_fulgens,,0,Moderate
0,2763,98,China_fulgens,,1,Low
0,2254,94,India,,1,LowCore
,1645,86,Nepal,,0,Moderate
0,2685,99,Burma,IUCN II,1,Moderate
0.006726457,1695,99,China_fulgens,,1,Moderate
0,1317,97,Burma,IUCN IV,1,Low
,2274,99,China_fulgens,,0,Low
0.076687117,2621,99,China_fulgens,,1,Moderate
,4808,94,China_fulgens,,0,Low
0,2098,103,china_styani,,1,Low
0.001818182,3831,99,China_fulgens,,1,Low
0,4213,98,China_fulgens,,1,Moderate
0,4174,99,China_fulgens,,1,Low
0,2340,97,India,,1,Core
0.003731343,3572,92,India,,1,Moderate
0,2419,104,china_styani,,1,Low
0,3034,88,India,IUCN II,1,Core
0,3544,100,China_fulgens,,1,Moderate
,4114,99,China_fulgens,,0,Moderate
0.029837251,1570,93,India,,1,Low
0.106035889,2557,89,Bhutan,,1,Low
0,1925,95,China_fulgens,,1,Low
0.037398374,831,95,China_fulgens,,1,Low
0.014285714,2331,90,Bhutan,IUCN II,1,Core
,3535,93,China_fulgens,,0,Low
0,3778,100,China_fulgens,,1,Low
0,1406,103,china_styani,,1,Low
0.001848429,1928,97,India,,1,Low
,2154,104,china_styani,,0,Low
0,2912,96,China_fulgens,,1,Low
0,1764,98,Burma,,1,Core
,2588,101,China_fulgens,,0,Low
,3020,103,china_styani,,0,Moderate
,4809,83,Nepal,IUCN II,0,Low
0,2453,96,India,,1,Low
0.041015625,2872,82,Nepal,,1,Low
,4239,83,Nepal,,0,Low
0,2451,104,china_styani,,1,Moderate
0.003606853,1715,94,India,,1,Moderate
,2212,100,China_fulgens,,0,Low
0.002503129,3273,103,china_styani,,1,Core
0.002739726,3064,99,China_fulgens,,1,Low
,5370,97,China_fulgens,,0,Low
0,3494,103,china_styani,,1,Low
0.004520796,949,97,Burma,IUCN IV,1,Moderate
,2626,82,Nepal,,0,Moderate
,4357,101,China_fulgens,,0,Low
0.138157895,3405,90,Bhutan,IUCN II,1,Low
0,2692,94,India,,1,Low
9.91E-04,2456,97,Burma,IUCN IV,1,Low
0,3702,98,China_fulgens,,1,Low
0,1694,103,china_styani,,1,Moderate
,4148,95,China_fulgens,,0,Low
,2381,100,China_fulgens,,0,Low
,2237,98,China_fulgens,,0,Low
,3729,97,China_fulgens,,0,Low
,3944,97,China_fulgens,,0,Low
,4041,96,China_fulgens,,0,Low
,1093,102,china_styani,,0,Low
0,2366,96,India,,1,Low
0,3739,100,China_fulgens,,1,Low
0.004373178,3313,99,China_fulgens,,1,Low
0,2519,102,china_styani,,1,Moderate
0.012048193,2499,95,China_fulgens,,1,Low
0.018,4002,99,China_fulgens,,1,Low
9.55E-04,2811,82,Nepal,,1,Low
,3942,95,India,,0,Low
0,1975,95,India,,1,Low
0.007540057,2804,98,Burma,IUCN II,1,Moderate
,1113,82,Nepal,,0,Moderate
,3768,102,china_styani,,0,Low
0,3402,99,China_fulgens,,1,Low
9.02E-04,2040,103,china_styani,,1,Moderate
0,2663,95,China_fulgens,,1,Low
,3976,93,India,,0,Core
0,2369,99,China_fulgens,,1,Moderate
,4513,95,China_fulgens,,0,Low
0.006379585,2772,95,China_fulgens,,1,Low
,2318,100,China_fulgens,,0,Low
,3807,99,Burma,,0,Moderate
,2814,96,India,,0,Low
,1366,100,China_fulgens,,0,Low
,1831,100,China_fulgens,,0,Low
0,2076,83,Nepal,,1,Moderate
0.002444988,3185,93,India,,1,Moderate
,2453,100,China_fulgens,,0,Low
,1464,91,India,,0,Low
,4315,97,China_fulgens,,0,Low
0,3449,94,India,,1,Moderate
0.054133858,740,94,India,,1,Low
0.008130081,2080,103,china_styani,,1,Moderate
,2669,100,China_fulgens,,0,Moderate
0,2388,97,China_fulgens,,1,Low
0.11928934,2412,98,China_fulgens,,1,Low
0,2041,82,Nepal,,1,Low
0.014522822,3478,96,China_fulgens,,1,Low
0,3370,99,China_fulgens,,1,Moderate
0.030110935,2855,90,Bhutan,,1,Low
0,3889,95,China_fulgens,,1,Low
,3613,92,India,,0,Core
,3690,95,India,,0,Low
0,3431,96,China_fulgens,,1,Low
0,1922,96,India,,1,Low
0,4166,99,China_fulgens,,1,Low
0.001492537,3507,98,China_fulgens,,1,Moderate
0.012903226,1903,98,,,1,Low
,5227,83,Nepal,,0,Low
,3104,103,china_styani,,0,Moderate
0.003972195,2195,103,china_styani,,1,Moderate
0.280777538,3409,100,China_fulgens,,1,Moderate
,2781,100,China_fulgens,,0,Moderate
0,3371,100,China_fulgens,,1,Moderate
,4551,95,China_fulgens,,0,Low
,1785,85,Nepal,,0,Low
0.005747126,3982,96,India,,1,Core
0,3400,98,Burma,IUCN IV,1,Moderate
0,2426,94,India,,1,Low
,3224,97,China_fulgens,,0,Low
,2337,88,India,,0,Moderate
,1970,87,Nepal,IUCN VI,0,Moderate
0.0144,2497,89,Bhutan,,1,Low
,1461,103,china_styani,,0,Moderate
,3547,90,Bhutan,IUCN II,0,Moderate
,2785,96,India,,0,Low
,3729,88,India,IUCN II,0,Moderate
0.106164384,2703,100,China_fulgens,,1,Low
0.047486034,3946,94,China_fulgens,,1,Low
,4637,94,China_fulgens,,0,Low
0.003666361,1572,103,china_styani,,1,Moderate
0,3323,95,China_fulgens,,1,Low
,5174,97,China_fulgens,,0,Low
,2156,104,china_styani,,0,Low
,2448,101,China_fulgens,,0,Low
0.010086455,2953,100,China_fulgens,,1,Low
0,2046,98,Burma,IUCN II,1,Moderate
,3597,85,China_fulgens,,0,Core
,4416,102,china_styani,,0,Moderate
,1734,99,China_fulgens,,0,Low
0,2129,89,Bhutan,IUCN_Ia,1,Moderate
,3930,91,Bhutan,,0,Moderate
0,2977,89,Bhutan,,1,Low
0,2591,95,China_fulgens,,1,Low
,2125,88,Nepal,,0,Moderate
0,2271,98,Burma,IUCN IV,1,Core
0,2570,92,India,,1,Low
0,2929,98,Burma,,1,Moderate
,3614,98,Burma,,0,Moderate
,1467,84,Nepal,,0,Moderate
0.001028807,2934,95,China_fulgens,,1,Low
0.004533092,2058,103,china_styani,,1,Moderate
0.009677419,1810,99,China_fulgens,,1,Low
0,3305,102,china_styani,,1,Low
0.001123596,2085,102,china_styani,,1,Moderate
0,2549,91,Bhutan,IUCN IV,1,Moderate
,4014,86,Nepal,IUCN VI,0,Moderate
0,2458,98,Burma,,1,Moderate
,4521,98,China_fulgens,,0,Low
,1618,97,China_fulgens,,0,Low
,2488,82,Nepal,,0,Low
,1942,87,Nepal,,0,Moderate
0.002772643,2045,104,china_styani,,1,Low
0.00194742,3629,103,china_styani,,1,Moderate
0,4313,90,Bhutan,IUCN II,1,Low
0.001055966,3819,99,China_fulgens,,1,Low
,1022,103,china_styani,,0,Moderate
,4013,95,China_fulgens,,0,Low
,1701,100,China_fulgens,,0,Low
0,2721,98,Burma,IUCN IV,1,Moderate
,3976,94,China_fulgens,,0,Low
0.04516129,3072,99,Burma,,1,Moderate
0,1661,104,china_styani,,1,Low
0,2315,104,china_styani,,1,Moderate
0,2909,86,Nepal,IUCN VI,1,Core
0.001013171,2341,89,Bhutan,,1,Moderate
,2864,100,China_fulgens,,0,Low
0,2707,103,china_styani,,1,Moderate
,2630,82,Nepal,,0,Low
0.422374429,3140,104,china_styani,,1,Moderate
0,1890,87,Nepal,,1,Core
0.002061856,2392,99,China_fulgens,,1,Low
0,2098,99,Burma,,1,Moderate
0.029447853,2693,99,China_fulgens,,1,Low
0,2132,104,china_styani,,1,Low
0,2938,97,China_fulgens,,1,Low
0,2601,95,China_fulgens,,1,Low
0.079569892,3114,104,china_styani,,1,Low
0.002762431,3810,99,China_fulgens,,1,Low
0,3979,98,Burma,IUCN II,1,Moderate
9.19E-04,2402,103,china_styani,,1,Moderate
,4289,95,China_fulgens,,0,Low
,4433,91,Bhutan,IUCN II,0,Moderate
,2947,82,Nepal,,0,Low
0.002729754,3071,103,china_styani,,1,Moderate
0.003412969,2323,100,China_fulgens,,1,Low
0,3161,99,China_fulgens,,1,Moderate
9.09E-04,3078,103,china_styani,,1,Moderate
,1769,87,Nepal,,0,Moderate
,4174,95,China_fulgens,,0,Low
0,2071,95,India,,1,Low
,2641,104,china_styani,,0,Low
,3468,83,Nepal,,0,Low
,4223,96,China_fulgens,,0,Low
,2846,99,China_fulgens,,0,Moderate
0.203615604,3144,95,China_fulgens,,1,Low
0.069277108,3196,99,China_fulgens,,1,Low
0.002583979,3397,82,Nepal,,1,Low
0,2771,99,Burma,IUCN II,1,Moderate
0,3547,94,China_fulgens,,1,Low
,4153,83,Nepal,IUCN II,0,Low
,2361,103,china_styani,,0,Low
,4284,94,China_fulgens,,0,Low
0.003937008,1251,103,china_styani,,1,Moderate
0,2242,97,India,,1,Low
0,2931,103,china_styani,,1,Moderate
0.015659955,3697,94,China_fulgens,,1,Low
0.009017133,1176,97,Burma,,1,Low
0,3841,102,china_styani,,1,Moderate
,3942,98,China_fulgens,,0,Low
0,1911,98,Burma,,1,Moderate
0,2042,97,Burma,IUCN IV,1,Low
0,2310,82,Nepal,,1,Moderate
,3956,98,Burma,IUCN II,0,Low
9.15E-04,2282,98,Burma,,1,Core
0,3348,82,Nepal,,1,Low
,2911,99,China_fulgens,,0,Low
0,1488,104,china_styani,,1,Low
,4596,94,China_fulgens,,0,Low
0.006375228,2158,97,India,,1,Low
,4419,99,China_fulgens,,0,Low
0,3820,94,China_fulgens,,1,Low
,2698,81,Nepal,,0,Moderate
,4226,96,China_fulgens,,0,Low
,4527,97,China_fulgens,,0,Low
,2672,99,China_fulgens,,0,Low
0,2259,92,India,,1,Low
,3311,83,Nepal,,0,Low
0.00244798,3373,99,Burma,,1,Moderate
0,3476,101,China_fulgens,,1,Low
9.22E-04,2404,103,china_styani,,1,Core
,4278,98,China_fulgens,,0,Moderate
0.003257329,3046,103,china_styani,,1,Low
0,2696,99,China_fulgens,,1,Low
0,2803,99,China_fulgens,,1,Moderate
0,3076,97,China_fulgens,,1,Low
,3142,89,Bhutan,,0,Low
0.111506524,2495,95,China_fulgens,,1,Moderate
0.005925926,1303,91,India,,1,Moderate
,2963,83,Nepal,,0,Low
,2420,100,China_fulgens,,0,Low
,3533,98,Burma,IUCN II,0,Moderate
,2711,99,China_fulgens,,0,Moderate
0.010401189,3402,88,India,,1,Moderate
0,1936,98,Burma,,1,Moderate
0,3196,96,China_fulgens,,1,Low
,3848,87,Nepal,IUCN II,0,Moderate
0.003849856,2925,102,china_styani,,1,Moderate
,4446,102,china_styani,,0,Moderate
,4221,103,china_styani,,0,Moderate
0.101092896,1020,91,India,,1,Moderate
,1707,83,Nepal,,0,Low
0.009803922,2555,102,china_styani,,1,Low
,2917,82,Nepal,,0,Low
0.004395604,3653,88,Nepal,,1,Moderate
,2583,93,India,,0,Low
,4869,83,Nepal,IUCN II,0,Low
0,2755,103,china_styani,,1,Low
,3586,82,Nepal,,0,Moderate
0,2419,96,India,,1,Low
0.005319149,1386,96,India,,1,Low
,2843,100,China_fulgens,,0,Low
,2399,85,Nepal,,0,Moderate
0,2032,93,India,,1,Moderate
,3840,94,China_fulgens,,0,Moderate
9.02E-04,2072,104,china_styani,,1,Low
,4176,99,China_fulgens,,0,Low
,3603,95,India,,0,Low
0,2857,95,China_fulgens,,1,Core
0.006564551,1324,91,Bhutan,IUCN II,1,Low
0,3154,82,Nepal,,1,Moderate
0,3130,82,Nepal,,1,Moderate
0,2379,95,China_fulgens,,1,Moderate
0,2540,102,china_styani,,1,Moderate
9.13E-04,2624,99,,,1,Low
0.013819095,3449,90,Bhutan,IUCN II,1,Low
0.001876173,3259,100,China_fulgens,,1,Low
0,3717,95,India,,1,Low
,1923,90,Bhutan,,0,Low
0,1790,98,Burma,,1,Moderate
,4761,86,China_fulgens,,0,Moderate
0,1945,98,Burma,,1,Moderate
0.004642526,1239,103,china_styani,,1,Moderate
,4200,97,China_fulgens,,0,Low
,3341,95,China_fulgens,,0,Low
9.02E-04,857,96,Burma,IUCN IV,1,Low
0.094250707,2661,98,Burma,,1,Low
0,2660,95,India,,1,Low
0.046540881,2098,99,Burma,,1,Moderate
0.042675894,3565,102,china_styani,,1,Low
,4167,86,Nepal,IUCN VI,0,Moderate
,3322,101,China_fulgens,,0,Low
0.003338898,2503,102,china_styani,,1,Moderate
,4060,89,India,,0,Moderate
0.029090909,2687,103,china_styani,,1,Low
0,3988,95,China_fulgens,,1,Low
0,2307,98,Burma,,1,Core
0,2195,90,Bhutan,IUCN VI,1,Low
0,3032,82,Nepal,,1,Moderate
0,3177,91,Bhutan,IUCN II,1,Moderate
,2660,101,China_fulgens,,0,Low
0.006856024,2691,95,China_fulgens,,1,Low
0,3170,101,China_fulgens,,1,Low
9.16E-04,1662,89,Bhutan,,1,Low
,4248,103,china_styani,,0,Low
,4286,93,India,,0,Low
,2082,99,China_fulgens,,0,Low
,2067,84,Nepal,,0,Low
0.033123028,3477,82,Nepal,,1,Low
0,2446,85,Nepal,IUCN II,1,Moderate
,3752,97,China_fulgens,,0,Low
0.016869728,2126,103,china_styani,,1,Core
0.003724395,3162,97,China_fulgens,,1,Low
0.029966704,3729,100,China_fulgens,,1,Low
0,2010,96,India,,1,Low
,2378,100,China_fulgens,,0,Low
,3467,95,China_fulgens,,0,Low
0.001447178,2918,99,China_fulgens,,1,Low
0.001140251,3661,100,China_fulgens,,1,Moderate
0,2188,98,Burma,,1,Core
,3734,101,China_fulgens,,0,Low
0,3834,94,China_fulgens,,1,Low
0,3621,102,china_styani,,1,Core
,2324,99,China_fulgens,,0,Low
0,2256,86,Nepal,,1,Core
,2935,99,China_fulgens,,0,Moderate
0,3839,100,China_fulgens,,1,Low
0,3425,102,china_styani,,1,Low
0,1920,97,Burma,IUCN IV,1,Low
,3297,99,China_fulgens,,0,Low
